ticker,XOM UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.7929
2000-01-04,-1.9154
2000-01-05,5.1261
2000-01-06,5.7276
2000-01-07,-0.5124
2000-01-10,-1.3981
2000-01-11,1.194
2000-01-12,-1.4748999999999999
2000-01-13,2.3204000000000002
2000-01-14,-1.9750999999999999
2000-01-18,0.9701
2000-01-19,1.4043
2000-01-20,-2.6239
2000-01-21,1.7964
2000-01-24,-1.0294
2000-01-25,-0.0743
2000-01-26,-0.8922
2000-01-27,-2.7757
2000-01-28,-2.6235
2000-01-31,5.8637
2000-02-01,-0.3743
2000-02-02,0.9767
2000-02-03,-2.0833
2000-02-04,-1.8997000000000002
2000-02-07,0.1549
2000-02-08,-2.3202
2000-02-09,-3.0846999999999998
2000-02-10,-0.2465
2000-02-11,-2.6359
2000-02-14,3.4687
2000-02-15,3.7612
2000-02-16,-0.1576
2000-02-17,-1.6575
2000-02-18,-1.6854
2000-02-22,-1.2245
2000-02-23,-1.3223
2000-02-24,-2.4288
2000-02-25,-2.4893
2000-02-28,3.6972
2000-02-29,2.292
2000-03-01,0.9959
2000-03-02,0.986
2000-03-03,-1.4646
2000-03-06,-3.6334
2000-03-07,11.054
2000-03-08,-1.6975
2000-03-09,1.0989
2000-03-10,-4.3478
2000-03-13,-1.7856999999999998
2000-03-14,2.0661
2000-03-15,0.7287
2000-03-16,2.5723000000000003
2000-03-17,-3.2915
2000-03-20,-3.1605
2000-03-21,3.0126
2000-03-22,-2.8432
2000-03-23,1.0033
2000-03-24,2.3179
2000-03-27,-0.9709
2000-03-28,-0.2451
2000-03-29,5.5692
2000-03-30,-2.4050000000000002
2000-03-31,-1.0334
2000-04-03,3.4538
2000-04-04,2.4845
2000-04-05,-3.3333
2000-04-06,2.5078
2000-04-07,-2.6757999999999997
2000-04-10,-1.4925
2000-04-11,1.0367
2000-04-12,0.9471
2000-04-13,0.3909
2000-04-14,-1.8692
2000-04-17,-4.127
2000-04-18,0.9106
2000-04-19,1.6407
2000-04-20,1.937
2000-04-24,1.346
2000-04-25,1.25
2000-04-26,-1.1574
2000-04-27,0.7806
2000-04-28,-3.718
2000-05-01,0.4023
2000-05-02,0.4808
2000-05-03,-1.5152
2000-05-04,2.996
2000-05-05,0.6289
2000-05-08,0.5469
2000-05-09,-1.2432
2000-05-10,2.5964
2000-05-11,2.3037
2000-05-12,-1.055
2000-05-15,1.904
2000-05-16,-0.7474
2000-05-17,-1.8072
2000-05-18,-0.5368
2000-05-19,0.8481
