ticker,MHS UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-08-11,14.3902
2003-08-12,8.145
2003-08-13,-2.9968
2003-08-14,-2.3577
2003-08-15,-1.1241
2003-08-18,2.3158
2003-08-19,-1.8519
2003-08-20,5.7442
2003-08-21,1.3878
2003-08-22,2.4638
2003-08-25,4.3893
2003-08-26,-2.011
2003-08-27,-2.3134
2003-08-28,-0.2292
2003-08-29,2.2205
2003-09-02,-2.6217
2003-09-03,3.1923
2003-09-04,1.1927
2003-09-05,-4.7882
2003-09-08,-0.3868
2003-09-09,-0.0388
2003-09-10,1.0878
2003-09-11,1.6526
2003-09-12,-1.9282
2003-09-15,-1.0409
2003-09-16,-2.2205
2003-09-17,-1.7130999999999998
2003-09-18,-1.0134
2003-09-19,-0.9009
2003-09-22,-0.7438
2003-09-23,1.5819999999999999
2003-09-24,1.6393
2003-09-25,-2.9032
2003-09-26,3.613
2003-09-29,4.2084
2003-09-30,-0.2692
2003-10-01,0.1543
2003-10-02,1.1937
2003-10-03,1.7884
2003-10-06,2.0187
2003-10-07,0.4031
2003-10-08,0.5474
2003-10-09,-2.2505
2003-10-10,-0.7427
2003-10-13,1.1223
2003-10-14,1.0729
2003-10-15,0.183
2003-10-16,1.2057
2003-10-17,0.5776
2003-10-20,0.9691
2003-10-21,1.7419
2003-10-22,-0.4193
2003-10-23,9.2632
2003-10-24,2.0552
2003-10-27,2.1397
2003-10-28,2.3105
2003-10-29,0.271
2003-10-30,0.3604
2003-10-31,-0.6583
2003-11-03,0.6627
2003-11-04,0.4189
2003-11-05,-0.4768
2003-11-06,2.2455
2003-11-07,0.1464
2003-11-10,-0.1754
2003-11-11,0.2636
2003-11-12,0.4966
2003-11-13,4.3605
2003-11-14,0.8357
2003-11-17,-4.2818
2003-11-18,0.8369
2003-11-19,0.229
2003-11-20,-0.5711
2003-11-21,1.7231
2003-11-24,0.8752
2003-11-25,0.5877
2003-11-26,0.8625
2003-11-28,0.4966
2003-12-01,-0.0274
2003-12-02,1.2356
2003-12-03,1.5731000000000002
2003-12-04,-1.7623
2003-12-05,-0.3534
2003-12-08,0.491
2003-12-09,-1.6558000000000002
2003-12-10,0.6624
2003-12-11,3.3726
2003-12-12,0.1326
2003-12-15,-5.6954
2003-12-16,-3.0618
2003-12-17,-0.8403
2003-12-18,4.851
2003-12-19,-0.3066
2003-12-22,0.028
2003-12-23,-2.6551
2003-12-24,0.3445
2003-12-26,1.1445
2003-12-29,-0.3395
2003-12-30,-1.0786
