date,illinois,google,isPartial
2004-05-03,49.0,54.0,False
2004-05-04,44.0,57.0,False
2004-05-05,50.0,54.0,False
2004-05-06,44.0,51.0,False
2004-05-07,46.0,45.0,False
2004-05-08,38.0,52.0,False
2004-05-09,27.0,53.0,False
2004-05-10,51.0,41.0,False
2004-05-11,50.0,42.0,False
2004-05-12,47.0,40.0,False
2004-05-13,45.0,41.0,False
2004-05-14,47.0,43.0,False
2004-05-15,41.0,49.0,False
2004-05-16,37.0,45.0,False
2004-05-17,52.0,42.0,False
2004-05-18,46.0,46.0,False
2004-05-19,44.0,48.0,False
2004-05-20,47.0,43.0,False
2004-05-21,44.0,43.0,False
2004-05-22,45.0,52.0,False
2004-05-23,37.0,44.0,False
2004-05-24,59.0,43.0,False
2004-05-25,55.0,41.0,False
2004-05-26,55.0,41.0,False
2004-05-27,50.0,37.0,False
2004-05-28,49.0,43.0,False
2004-05-29,48.0,43.0,False
2004-05-30,39.0,47.0,False
2004-05-31,37.0,48.0,False
2004-06-01,58.0,35.0,False
2004-06-02,45.0,41.0,False
2004-06-03,49.0,37.0,False
2004-06-04,45.0,41.0,False
2004-06-05,39.0,45.0,False
2004-06-06,37.0,39.0,False
2004-06-07,56.0,38.0,False
2004-06-08,53.0,40.0,False
2004-06-09,53.0,38.0,False
2004-06-10,51.0,39.0,False
2004-06-11,53.0,41.0,False
2004-06-12,41.0,48.0,False
2004-06-13,39.0,49.0,False
2004-06-14,56.0,36.0,False
2004-06-15,46.0,55.0,False
2004-06-16,56.0,50.0,False
2004-06-17,48.0,41.0,False
2004-06-18,52.0,43.0,False
2004-06-19,34.0,48.0,False
2004-06-20,36.0,45.0,False
2004-06-21,51.0,47.0,False
2004-06-22,52.0,44.0,False
2004-06-23,58.0,47.0,False
2004-06-24,49.0,46.0,False
2004-06-25,58.0,44.0,False
2004-06-26,48.0,46.0,False
2004-06-27,48.0,51.0,False
2004-06-28,62.0,37.0,False
2004-06-29,69.5,48.5,False
2004-06-30,85.0,50.0,False
2004-07-01,80.0,58.0,False
2004-07-02,71.0,61.0,False
2004-07-03,88.0,68.0,False
2004-07-04,66.0,72.0,False
2004-07-05,66.0,64.0,False
2004-07-06,82.0,54.0,False
2004-07-07,74.0,51.0,False
2004-07-08,83.0,46.0,False
2004-07-09,83.0,57.0,False
2004-07-10,59.0,69.0,False
2004-07-11,62.0,58.0,False
2004-07-12,77.0,59.0,False
2004-07-13,69.0,56.0,False
2004-07-14,56.0,65.0,False
2004-07-15,75.0,52.0,False
2004-07-16,75.0,62.0,False
2004-07-17,56.0,63.0,False
2004-07-18,64.0,64.0,False
2004-07-19,78.0,61.0,False
2004-07-20,71.0,55.0,False
2004-07-21,70.0,53.0,False
2004-07-22,75.0,54.0,False
2004-07-23,64.0,54.0,False
2004-07-24,59.0,57.0,False
2004-07-25,55.0,54.0,False
2004-07-26,78.0,79.0,False
2004-07-27,76.0,70.0,False
2004-07-28,77.0,58.0,False
2004-07-29,79.0,56.0,False
2004-07-30,61.0,53.0,False
2004-07-31,58.0,76.0,False
2004-08-01,52.0,74.0,False
2004-08-02,75.0,53.0,False
2004-08-03,76.0,51.0,False
2004-08-04,76.0,46.0,False
2004-08-05,76.0,55.0,False
2004-08-06,76.0,51.0,False
2004-08-07,69.0,56.0,False
2004-08-08,60.0,58.0,False
2004-08-09,73.0,52.0,False
2004-08-10,81.0,63.0,False
2004-08-11,72.0,55.0,False
2004-08-12,68.0,59.0,False
2004-08-13,68.0,79.0,False
2004-08-14,61.0,78.0,False
2004-08-15,54.0,61.0,False
2004-08-16,77.0,60.0,False
2004-08-17,71.0,70.0,False
2004-08-18,77.0,76.0,False
2004-08-19,68.0,100.0,False
2004-08-20,66.0,77.0,False
2004-08-21,61.0,69.0,False
2004-08-22,49.0,66.0,False
2004-08-23,75.0,59.0,False
2004-08-24,78.0,60.0,False
2004-08-25,73.0,55.0,False
2004-08-26,74.0,62.0,False
2004-08-27,71.0,62.0,False
2004-08-28,66.0,65.0,False
2004-08-29,54.0,65.0,False
2004-08-30,77.0,52.0,False
2004-08-31,75.0,51.0,False
2004-09-01,74.0,62.0,False
2004-09-02,63.0,58.0,False
2004-09-03,74.0,64.0,False
2004-09-04,68.0,66.0,False
2004-09-05,58.0,71.0,False
2004-09-06,60.0,57.0,False
2004-09-07,77.0,65.0,False
2004-09-08,74.0,61.0,False
2004-09-09,71.0,62.0,False
2004-09-10,73.0,56.0,False
2004-09-11,55.0,67.0,False
2004-09-12,56.0,62.0,False
2004-09-13,74.0,48.0,False
2004-09-14,72.0,60.0,False
2004-09-15,75.0,57.0,False
2004-09-16,67.0,59.0,False
2004-09-17,70.0,55.0,False
2004-09-18,60.0,69.0,False
2004-09-19,51.0,61.0,False
2004-09-20,72.0,53.0,False
2004-09-21,72.0,55.0,False
2004-09-22,66.0,57.0,False
2004-09-23,72.0,61.0,False
2004-09-24,74.0,66.0,False
2004-09-25,67.0,66.0,False
2004-09-26,56.0,58.0,False
2004-09-27,77.0,56.0,False
2004-09-28,68.0,60.0,False
2004-09-29,71.0,63.0,False
2004-09-30,73.0,57.0,False
2004-10-01,71.0,56.0,False
2004-10-02,63.0,55.0,False
2004-10-03,58.0,62.0,False
2004-10-04,78.0,60.0,False
2004-10-05,79.0,56.0,False
2004-10-06,73.0,61.0,False
2004-10-07,70.0,62.0,False
2004-10-08,64.0,70.0,False
2004-10-09,55.0,66.0,False
2004-10-10,59.0,60.0,False
2004-10-11,65.0,61.0,False
2004-10-12,53.0,52.0,False
2004-10-13,74.0,55.0,False
2004-10-14,66.0,76.0,False
2004-10-15,75.0,95.0,False
2004-10-16,64.0,91.0,False
2004-10-17,64.0,81.0,False
2004-10-18,72.0,69.0,False
2004-10-19,72.0,65.0,False
2004-10-20,70.0,64.0,False
2004-10-21,64.0,69.0,False
2004-10-22,65.0,73.0,False
2004-10-23,60.0,69.0,False
2004-10-24,55.0,68.0,False
2004-10-25,71.0,59.0,False
2004-10-26,67.0,64.0,False
2004-10-27,68.0,62.0,False
2004-10-28,60.0,67.0,False
2004-10-29,56.0,61.0,False
2004-10-30,76.0,58.0,False
2004-10-31,60.0,66.0,False
2004-11-01,87.0,60.0,False
2004-11-02,94.0,63.0,False
2004-11-03,84.0,56.0,False
2004-11-04,64.0,65.0,False
2004-11-05,68.0,62.0,False
2004-11-06,62.0,69.0,False
2004-11-07,49.0,52.0,False
2004-11-08,52.0,55.0,False
2004-11-09,0.0,0.0,True
2004-11-10,68.0,68.0,False
2004-11-11,61.0,65.0,False
2004-11-12,59.0,61.0,False
2004-11-13,58.0,65.0,False
2004-11-14,48.0,64.0,False
2004-11-15,70.0,59.0,False
2004-11-16,67.0,55.0,False
2004-11-17,64.0,57.0,False
2004-11-18,66.0,65.0,False
2004-11-19,50.0,70.0,False
2004-11-20,54.0,63.0,False
2004-11-21,50.0,73.0,False
2004-11-22,63.0,62.0,False
2004-11-23,65.0,66.0,False
2004-11-24,57.0,63.0,False
2004-11-25,42.0,68.0,False
2004-11-26,56.0,67.0,False
2004-11-27,52.0,58.0,False
2004-11-28,46.0,60.0,False
2004-11-29,69.0,61.0,False
2004-11-30,68.0,59.0,False
2004-12-01,65.0,63.0,False
2004-12-02,61.0,65.0,False
2004-12-03,62.0,62.0,False
2004-12-04,55.0,60.0,False
2004-12-05,42.0,63.0,False
2004-12-06,62.0,57.0,False
2004-12-07,63.0,55.0,False
2004-12-08,60.0,61.0,False
2004-12-09,60.0,68.0,False
2004-12-10,62.0,72.0,False
2004-12-11,50.0,69.0,False
2004-12-12,47.0,66.0,False
2004-12-13,52.0,56.0,False
2004-12-14,56.0,74.0,False
2004-12-15,63.0,70.0,False
2004-12-16,61.0,67.0,False
2004-12-17,59.0,66.0,False
2004-12-18,53.0,73.0,False
2004-12-19,51.0,68.0,False
2004-12-20,66.0,62.0,False
2004-12-21,61.0,68.0,False
2004-12-22,60.0,67.0,False
2004-12-23,65.0,66.0,False
2004-12-24,46.0,71.0,False
2004-12-25,44.0,82.0,False
2004-12-26,45.0,57.0,False
2004-12-27,48.0,46.0,False
2004-12-28,47.0,46.0,False
2004-12-29,46.0,42.0,False
2004-12-30,46.0,46.0,False
2004-12-31,42.0,43.0,False
2005-01-01,44.0,47.0,False
2005-01-02,43.0,47.0,False
2005-01-03,54.0,92.0,False
2005-01-04,50.0,52.0,False
2005-01-05,55.0,51.0,False
2005-01-06,50.0,45.0,False
2005-01-07,47.0,47.0,False
2005-01-08,40.0,44.0,False
2005-01-09,38.0,50.0,False
2005-01-10,53.0,44.0,False
2005-01-11,49.0,44.0,False
2005-01-12,47.0,47.0,False
2005-01-13,49.0,48.0,False
2005-01-14,46.0,51.0,False
2005-01-15,45.0,52.0,False
2005-01-16,40.0,45.0,False
2005-01-17,43.0,41.0,False
2005-01-18,49.0,44.0,False
2005-01-19,51.0,48.0,False
2005-01-20,51.0,46.0,False
2005-01-21,48.0,47.0,False
2005-01-22,41.0,51.0,False
2005-01-23,36.0,45.0,False
2005-01-24,49.0,44.0,False
2005-01-25,48.0,50.0,False
2005-01-26,51.0,48.0,False
2005-01-27,47.0,47.0,False
2005-01-28,48.0,44.0,False
2005-01-29,43.0,44.0,False
2005-01-30,41.0,40.0,False
2005-01-31,53.0,44.0,False
2005-02-01,51.0,47.0,False
2005-02-02,50.0,48.0,False
2005-02-03,49.0,45.0,False
2005-02-04,45.0,47.0,False
2005-02-05,41.0,47.0,False
2005-02-06,40.0,47.0,False
2005-02-07,53.0,42.0,False
2005-02-08,51.0,47.0,False
2005-02-09,50.0,56.0,False
2005-02-10,51.0,56.0,False
2005-02-11,47.0,55.0,False
2005-02-12,44.0,57.0,False
2005-02-13,40.0,51.0,False
2005-02-14,49.0,51.0,False
2005-02-15,50.0,56.0,False
2005-02-16,52.0,52.0,False
2005-02-17,49.0,52.0,False
2005-02-18,48.0,52.0,False
2005-02-19,43.0,57.0,False
2005-02-20,42.0,53.0,False
2005-02-21,50.0,48.0,False
2005-02-22,54.0,50.0,False
2005-02-23,50.0,49.0,False
2005-02-24,51.0,53.0,False
2005-02-25,49.0,53.0,False
2005-02-26,38.0,53.0,False
2005-02-27,44.0,48.0,False
2005-02-28,52.0,47.0,False
2005-03-01,50.0,48.0,False
2005-03-02,53.0,52.0,False
2005-03-03,52.0,48.0,False
2005-03-04,51.0,56.0,False
2005-03-05,45.0,59.0,False
2005-03-06,43.0,55.0,False
2005-03-07,49.0,50.0,False
2005-03-08,49.0,57.0,False
2005-03-09,53.0,55.0,False
2005-03-10,49.0,54.0,False
2005-03-11,51.0,58.0,False
2005-03-12,42.0,52.0,False
2005-03-13,43.0,50.0,False
2005-03-14,51.0,53.0,False
2005-03-15,52.0,52.0,False
2005-03-16,51.0,55.0,False
2005-03-17,49.0,64.0,False
2005-03-18,52.0,59.0,False
2005-03-19,47.0,65.0,False
2005-03-20,50.0,56.0,False
2005-03-21,54.0,54.0,False
2005-03-22,53.0,53.0,False
2005-03-23,50.0,58.0,False
2005-03-24,55.0,52.0,False
2005-03-25,52.0,51.0,False
2005-03-26,45.0,51.0,False
2005-03-27,46.0,54.0,False
2005-03-28,54.0,50.0,False
2005-03-29,54.0,51.0,False
2005-03-30,49.0,57.0,False
2005-03-31,54.0,53.0,False
2005-04-01,50.0,73.0,False
2005-04-02,48.0,74.0,False
2005-04-03,52.0,55.0,False
2005-04-04,50.0,54.0,False
2005-04-05,0.0,0.0,True
2005-04-06,65.0,89.0,False
2005-04-07,59.0,94.0,False
2005-04-08,51.0,100.0,False
2005-04-09,51.0,91.0,False
2005-04-10,45.0,74.0,False
2005-04-11,54.0,72.0,False
2005-04-12,57.0,69.0,False
2005-04-13,52.0,73.0,False
2005-04-14,61.0,76.0,False
2005-04-15,59.0,76.0,False
2005-04-16,44.0,80.0,False
2005-04-17,45.0,78.0,False
2005-04-18,54.0,78.0,False
2005-04-19,49.0,74.0,False
2005-04-20,52.0,76.0,False
2005-04-21,47.0,79.0,False
2005-04-22,49.0,84.0,False
2005-04-23,47.0,84.0,False
2005-04-24,44.0,79.0,False
2005-04-25,56.0,71.0,False
2005-04-26,50.0,67.0,False
2005-04-27,47.0,71.0,False
2005-04-28,51.0,74.0,False
2005-04-29,53.0,78.0,False
2005-04-30,43.0,83.0,False
2005-05-01,37.0,71.0,False
2005-05-02,48.0,69.0,False
2005-05-03,50.0,75.0,False
2005-05-04,49.0,72.0,False
2005-05-05,46.0,77.0,False
2005-05-06,47.0,82.0,False
2005-05-07,35.0,87.0,False
2005-05-08,35.0,81.0,False
2005-05-09,53.0,68.0,False
2005-05-10,52.0,66.0,False
2005-05-11,50.0,64.0,False
2005-05-12,49.0,64.0,False
2005-05-13,49.0,64.0,False
2005-05-14,40.0,73.0,False
2005-05-15,46.0,62.0,False
2005-05-16,51.0,61.0,False
2005-05-17,48.0,63.0,False
2005-05-18,49.0,69.0,False
2005-05-19,50.0,68.0,False
2005-05-20,45.0,80.0,False
2005-05-21,44.0,86.0,False
2005-05-22,41.0,74.0,False
2005-05-23,54.0,68.0,False
2005-05-24,49.0,75.0,False
2005-05-25,51.0,67.0,False
2005-05-26,51.0,68.0,False
2005-05-27,48.0,69.0,False
2005-05-28,43.0,74.0,False
2005-05-29,38.0,67.0,False
2005-05-30,43.0,67.0,False
2005-05-31,57.0,63.0,False
2005-06-01,52.0,67.0,False
2005-06-02,49.0,68.0,False
2005-06-03,47.0,66.0,False
2005-06-04,45.0,75.0,False
2005-06-05,42.0,71.0,False
2005-06-06,53.0,62.0,False
2005-06-07,51.0,65.0,False
2005-06-08,50.0,70.0,False
2005-06-09,52.0,73.0,False
2005-06-10,49.0,72.0,False
2005-06-11,44.0,75.0,False
2005-06-12,43.0,72.0,False
2005-06-13,52.0,61.0,False
2005-06-14,50.0,65.0,False
2005-06-15,54.0,66.0,False
2005-06-16,50.0,64.0,False
2005-06-17,51.0,63.0,False
2005-06-18,40.0,70.0,False
2005-06-19,39.0,69.0,False
2005-06-20,58.0,61.0,False
2005-06-21,54.0,67.0,False
2005-06-22,54.0,63.0,False
2005-06-23,52.0,65.0,False
2005-06-24,40.0,51.0,False
2005-06-25,26.0,39.0,False
2005-06-26,23.0,38.0,False
2005-06-27,32.0,37.0,False
2005-06-28,33.0,52.0,False
2005-06-29,32.0,60.0,False
2005-06-30,29.0,56.0,False
2005-07-01,30.0,54.0,False
2005-07-02,23.0,55.0,False
2005-07-03,24.0,52.0,False
2005-07-04,25.0,56.0,False
2005-07-05,31.0,50.0,False
2005-07-06,30.0,46.0,False
2005-07-07,31.0,52.0,False
2005-07-08,30.0,58.0,False
2005-07-09,25.0,59.0,False
2005-07-10,26.0,59.0,False
2005-07-11,31.0,54.0,False
2005-07-12,31.0,48.0,False
2005-07-13,28.0,57.0,False
2005-07-14,32.0,54.0,False
2005-07-15,31.0,52.0,False
2005-07-16,28.0,60.0,False
2005-07-17,27.0,60.0,False
2005-07-18,33.0,51.0,False
2005-07-19,30.0,54.0,False
2005-07-20,31.0,56.0,False
2005-07-21,30.0,59.0,False
2005-07-22,29.0,62.0,False
2005-07-23,27.0,65.0,False
2005-07-24,25.0,57.0,False
2005-07-25,32.0,52.0,False
2005-07-26,28.0,56.0,False
2005-07-27,31.0,51.0,False
2005-07-28,31.0,55.0,False
2005-07-29,29.0,57.0,False
2005-07-30,26.0,63.0,False
2005-07-31,25.0,51.0,False
2005-08-01,34.0,52.0,False
2005-08-02,29.0,52.0,False
2005-08-03,31.0,53.0,False
2005-08-04,30.0,55.0,False
2005-08-05,30.0,56.0,False
2005-08-06,26.0,63.0,False
2005-08-07,25.0,59.0,False
2005-08-08,31.0,52.0,False
2005-08-09,29.0,54.0,False
2005-08-10,33.0,55.0,False
2005-08-11,31.0,65.0,False
2005-08-12,29.0,62.0,False
2005-08-13,26.0,68.0,False
2005-08-14,24.0,59.0,False
2005-08-15,33.0,49.0,False
2005-08-16,29.0,53.0,False
2005-08-17,33.0,51.0,False
2005-08-18,29.0,56.0,False
2005-08-19,31.0,58.0,False
2005-08-20,27.0,61.0,False
2005-08-21,21.0,60.0,False
2005-08-22,30.0,62.0,False
2005-08-23,30.0,65.0,False
2005-08-24,25.0,100.0,False
2005-08-25,30.0,82.0,False
2005-08-26,30.0,78.0,False
2005-08-27,28.0,78.0,False
2005-08-28,24.0,74.0,False
2005-08-29,29.0,68.0,False
2005-08-30,28.0,69.0,False
2005-08-31,29.0,74.0,False
2005-09-01,29.0,78.0,False
2005-09-02,29.0,75.0,False
2005-09-03,25.0,86.0,False
2005-09-04,22.0,74.0,False
2005-09-05,22.0,71.0,False
2005-09-06,29.0,68.0,False
2005-09-07,30.0,62.0,False
2005-09-08,30.0,65.0,False
2005-09-09,25.0,63.0,False
2005-09-10,25.0,78.0,False
2005-09-11,25.0,70.0,False
2005-09-12,31.0,58.0,False
2005-09-13,28.0,63.0,False
2005-09-14,28.0,66.0,False
2005-09-15,28.0,60.0,False
2005-09-16,28.0,69.0,False
2005-09-17,28.0,70.0,False
2005-09-18,26.0,66.0,False
2005-09-19,27.0,56.0,False
2005-09-20,29.0,62.0,False
2005-09-21,26.0,71.0,False
2005-09-22,26.0,74.0,False
2005-09-23,26.0,75.0,False
2005-09-24,25.0,81.0,False
2005-09-25,21.0,70.0,False
2005-09-26,30.0,61.0,False
2005-09-27,25.0,74.0,False
2005-09-28,27.0,70.0,False
2005-09-29,27.0,64.0,False
2005-09-30,28.0,69.0,False
2005-10-01,26.0,71.0,False
2005-10-02,22.0,63.0,False
2005-10-03,28.0,60.0,False
2005-10-04,29.0,60.0,False
2005-10-05,26.0,64.0,False
2005-10-06,27.0,65.0,False
2005-10-07,26.0,63.0,False
2005-10-08,24.0,67.0,False
2005-10-09,22.0,62.0,False
2005-10-10,27.0,59.0,False
2005-10-11,29.0,57.0,False
2005-10-12,28.0,65.0,False
2005-10-13,26.0,62.0,False
2005-10-14,26.0,60.0,False
2005-10-15,24.0,65.0,False
2005-10-16,20.0,68.0,False
2005-10-17,29.0,59.0,False
2005-10-18,28.0,61.0,False
2005-10-19,29.0,60.0,False
2005-10-20,27.0,64.0,False
2005-10-21,26.0,64.0,False
2005-10-22,24.0,68.0,False
2005-10-23,24.0,64.0,False
2005-10-24,27.0,58.0,False
2005-10-25,28.0,57.0,False
2005-10-26,26.0,64.0,False
2005-10-27,25.0,65.0,False
2005-10-28,27.0,63.0,False
2005-10-29,25.0,71.0,False
2005-10-30,22.0,61.0,False
2005-10-31,32.0,59.0,False
2005-11-01,32.0,56.0,False
2005-11-02,28.0,60.0,False
2005-11-03,27.0,63.0,False
2005-11-04,27.0,68.0,False
2005-11-05,25.0,66.0,False
2005-11-06,23.0,58.0,False
2005-11-07,29.0,57.0,False
2005-11-08,27.0,56.0,False
2005-11-09,26.0,51.0,False
2005-11-10,28.0,65.0,False
2005-11-11,24.0,59.0,False
2005-11-12,25.0,66.0,False
2005-11-13,22.0,62.0,False
2005-11-14,29.0,59.0,False
2005-11-15,27.0,61.0,False
2005-11-16,29.0,63.0,False
2005-11-17,25.0,68.0,False
2005-11-18,27.0,66.0,False
2005-11-19,21.0,64.0,False
2005-11-20,20.0,60.0,False
2005-11-21,26.0,58.0,False
2005-11-22,24.0,61.0,False
2005-11-23,24.0,63.0,False
2005-11-24,16.0,78.0,False
2005-11-25,22.0,68.0,False
2005-11-26,24.0,68.0,False
2005-11-27,21.0,59.0,False
2005-11-28,27.0,60.0,False
2005-11-29,23.0,60.0,False
2005-11-30,24.0,57.0,False
2005-12-01,22.0,60.0,False
2005-12-02,24.0,62.0,False
2005-12-03,22.0,63.0,False
2005-12-04,19.0,53.0,False
2005-12-05,23.0,53.0,False
2005-12-06,23.0,58.0,False
2005-12-07,25.0,57.0,False
2005-12-08,24.0,57.0,False
2005-12-09,23.0,61.0,False
2005-12-10,19.0,69.0,False
2005-12-11,19.0,57.0,False
2005-12-12,24.0,55.0,False
2005-12-13,23.0,59.0,False
2005-12-14,21.0,60.0,False
2005-12-15,24.0,62.0,False
2005-12-16,23.0,63.0,False
2005-12-17,20.0,67.0,False
2005-12-18,18.0,66.0,False
2005-12-19,25.0,58.0,False
2005-12-20,23.0,72.0,False
2005-12-21,27.0,72.0,False
2005-12-22,28.0,81.0,False
2005-12-23,23.0,74.0,False
2005-12-24,20.0,82.0,False
2005-12-25,15.0,94.0,False
2005-12-26,20.0,78.0,False
2005-12-27,31.0,64.0,False
2005-12-28,30.0,66.0,False
2005-12-29,29.0,68.0,False
2005-12-30,29.0,70.0,False
2005-12-31,27.0,70.0,False
2006-01-01,23.0,89.0,False
2006-01-02,26.0,69.0,False
2006-01-03,33.0,69.0,False
2006-01-04,30.0,76.0,False
2006-01-05,30.0,74.0,False
2006-01-06,32.0,79.0,False
2006-01-07,25.0,98.0,False
2006-01-08,24.0,83.0,False
2006-01-09,31.0,73.0,False
2006-01-10,31.0,77.0,False
2006-01-11,27.0,76.0,False
2006-01-12,29.0,79.0,False
2006-01-13,30.0,79.0,False
2006-01-14,25.0,80.0,False
2006-01-15,22.0,80.0,False
2006-01-16,31.0,75.0,False
2006-01-17,33.0,72.0,False
2006-01-18,31.0,75.0,False
2006-01-19,30.0,78.0,False
2006-01-20,31.0,85.0,False
2006-01-21,24.0,93.0,False
2006-01-22,26.0,79.0,False
2006-01-23,31.0,74.0,False
2006-01-24,33.0,70.0,False
2006-01-25,30.0,80.0,False
2006-01-26,30.0,76.0,False
2006-01-27,28.0,100.0,False
2006-01-28,26.0,95.0,False
2006-01-29,26.0,85.0,False
2006-01-30,29.0,77.0,False
2006-01-31,33.0,80.0,False
2006-02-01,30.0,83.0,False
2006-02-02,30.0,80.0,False
2006-02-03,27.0,79.0,False
2006-02-04,27.0,85.0,False
2006-02-05,25.0,76.0,False
2006-02-06,29.0,74.0,False
2006-02-07,29.0,75.0,False
2006-02-08,30.0,80.0,False
2006-02-09,28.0,77.0,False
2006-02-10,29.0,85.0,False
2006-02-11,26.0,91.0,False
2006-02-12,23.0,80.0,False
2006-02-13,32.0,74.0,False
2006-02-14,32.0,72.0,False
2006-02-15,29.0,80.0,False
2006-02-16,31.0,76.0,False
2006-02-17,31.0,83.0,False
2006-02-18,29.0,85.0,False
2006-02-19,26.0,80.0,False
2006-02-20,33.0,70.0,False
2006-02-21,32.0,72.0,False
2006-02-22,33.0,73.0,False
2006-02-23,31.0,79.0,False
2006-02-24,30.0,83.0,False
2006-02-25,31.0,94.0,False
2006-02-26,24.0,83.0,False
2006-02-27,33.0,75.0,False
2006-02-28,31.0,76.0,False
2006-03-01,35.0,74.0,False
2006-03-02,29.0,74.0,False
2006-03-03,31.0,80.0,False
2006-03-04,26.0,85.0,False
2006-03-05,28.0,77.0,False
2006-03-06,32.0,70.0,False
2006-03-07,32.0,71.0,False
2006-03-08,33.0,74.0,False
2006-03-09,29.0,76.0,False
2006-03-10,30.0,83.0,False
2006-03-11,25.0,83.0,False
2006-03-12,26.0,77.0,False
2006-03-13,35.0,75.0,False
2006-03-14,33.0,92.0,False
2006-03-15,30.0,85.0,False
2006-03-16,30.0,74.0,False
2006-03-17,33.0,83.0,False
2006-03-18,26.0,83.0,False
2006-03-19,26.0,77.0,False
2006-03-20,34.0,74.0,False
2006-03-21,37.0,78.0,False
2006-03-22,38.0,78.0,False
2006-03-23,34.0,78.0,False
2006-03-24,33.0,81.0,False
2006-03-25,28.0,85.0,False
2006-03-26,25.0,80.0,False
2006-03-27,30.0,73.0,False
2006-03-28,30.0,71.0,False
2006-03-29,31.0,72.0,False
2006-03-30,30.0,78.0,False
2006-03-31,30.0,77.0,False
2006-04-01,26.0,88.0,False
