date,default,google,isPartial
2004-01-01,5.0,40.0,False
2004-01-02,6.0,36.0,False
2004-01-03,6.0,37.0,False
2004-01-04,7.0,35.0,False
2004-01-05,5.0,41.0,False
2004-01-06,7.0,35.0,False
2004-01-07,6.0,40.0,False
2004-01-08,7.0,37.0,False
2004-01-09,5.0,32.0,False
2004-01-10,3.0,45.0,False
2004-01-11,4.0,40.0,False
2004-01-12,7.0,36.0,False
2004-01-13,6.0,35.0,False
2004-01-14,7.0,37.0,False
2004-01-15,8.0,38.0,False
2004-01-16,7.0,36.0,False
2004-01-17,3.0,39.0,False
2004-01-18,7.0,41.0,False
2004-01-19,7.0,37.0,False
2004-01-20,6.0,34.0,False
2004-01-21,7.0,33.0,False
2004-01-22,8.0,37.0,False
2004-01-23,5.0,38.0,False
2004-01-24,9.0,42.0,False
2004-01-25,5.0,39.0,False
2004-01-26,8.0,31.0,False
2004-01-27,7.0,32.0,False
2004-01-28,7.0,35.0,False
2004-01-29,8.0,33.0,False
2004-01-30,7.0,34.0,False
2004-01-31,3.0,37.0,False
2004-02-01,5.0,43.0,False
2004-02-02,4.0,30.0,False
2004-02-03,4.0,41.0,False
2004-02-04,8.0,34.0,False
2004-02-05,7.0,39.0,False
2004-02-06,4.0,34.0,False
2004-02-07,8.0,49.0,False
2004-02-08,4.0,36.0,False
2004-02-09,5.0,35.0,False
2004-02-10,8.0,30.0,False
2004-02-11,4.0,40.0,False
2004-02-12,7.0,34.0,False
2004-02-13,8.0,35.0,False
2004-02-14,2.0,36.0,False
2004-02-15,8.0,27.0,False
2004-02-16,7.0,28.0,False
2004-02-17,6.0,25.0,False
2004-02-18,6.0,34.0,False
2004-02-19,6.0,34.0,False
2004-02-20,6.0,34.0,False
2004-02-21,7.0,47.0,False
2004-02-22,5.0,37.0,False
2004-02-23,5.0,40.0,False
2004-02-24,8.0,35.0,False
2004-02-25,7.0,30.0,False
2004-02-26,7.0,31.0,False
2004-02-27,8.0,36.0,False
2004-02-28,8.0,34.0,False
2004-02-29,5.0,32.0,False
2004-03-01,5.0,38.0,False
2004-03-02,7.0,34.0,False
2004-03-03,7.0,36.0,False
2004-03-04,7.0,38.0,False
2004-03-05,4.0,38.0,False
2004-03-06,9.0,33.0,False
2004-03-07,7.0,47.0,False
2004-03-08,0.0,0.0,True
2004-03-09,0.0,0.0,True
2004-03-10,9.0,30.0,False
2004-03-11,4.0,38.0,False
2004-03-12,8.0,36.0,False
2004-03-13,4.0,37.0,False
2004-03-14,6.0,34.0,False
2004-03-15,7.0,33.0,False
2004-03-16,7.0,32.0,False
2004-03-17,7.0,39.0,False
2004-03-18,7.0,41.0,False
2004-03-19,6.0,41.0,False
2004-03-20,7.0,48.0,False
2004-03-21,5.0,45.0,False
2004-03-22,7.0,31.0,False
2004-03-23,0.0,0.0,True
2004-03-24,6.0,35.0,False
2004-03-25,5.0,37.0,False
2004-03-26,7.0,33.0,False
2004-03-27,4.0,45.0,False
2004-03-28,6.0,42.0,False
2004-03-29,4.0,44.0,False
2004-03-30,8.0,42.0,False
2004-03-31,6.0,31.0,False
2004-04-01,5.0,100.0,False
2004-04-02,7.0,70.0,False
2004-04-03,4.0,50.0,False
2004-04-04,4.0,54.0,False
2004-04-05,6.0,43.0,False
2004-04-06,6.0,46.0,False
2004-04-07,6.0,41.0,False
2004-04-08,6.0,45.0,False
2004-04-09,6.0,43.0,False
2004-04-10,5.0,47.0,False
2004-04-11,6.0,43.0,False
2004-04-12,0.0,0.0,True
2004-04-13,0.0,0.0,True
2004-04-14,7.0,39.0,False
2004-04-15,7.0,40.0,False
2004-04-16,5.0,44.0,False
2004-04-17,5.0,52.0,False
2004-04-18,6.0,46.0,False
2004-04-19,7.0,40.0,False
2004-04-20,6.0,38.0,False
2004-04-21,7.0,41.0,False
2004-04-22,7.0,50.0,False
2004-04-23,7.0,43.0,False
2004-04-24,5.0,42.0,False
2004-04-25,5.0,45.0,False
2004-04-26,5.0,45.0,False
2004-04-27,5.0,44.0,False
2004-04-28,9.0,51.0,False
2004-04-29,7.0,66.0,False
2004-04-30,7.0,88.0,False
2004-05-01,3.0,68.0,False
2004-05-02,4.0,64.0,False
2004-05-03,6.0,56.0,False
2004-05-04,7.0,50.0,False
2004-05-05,8.0,53.0,False
2004-05-06,6.0,48.0,False
2004-05-07,5.0,47.0,False
2004-05-08,5.0,49.0,False
2004-05-09,5.0,50.0,False
2004-05-10,3.0,39.0,False
2004-05-11,7.0,42.0,False
2004-05-12,6.0,44.0,False
2004-05-13,8.0,39.0,False
2004-05-14,7.0,40.0,False
2004-05-15,5.0,46.0,False
2004-05-16,5.0,42.0,False
2004-05-17,5.0,40.0,False
2004-05-18,9.0,47.0,False
2004-05-19,7.0,47.0,False
2004-05-20,6.0,40.0,False
2004-05-21,6.0,43.0,False
2004-05-22,2.0,50.0,False
2004-05-23,5.0,44.0,False
2004-05-24,6.0,45.0,False
2004-05-25,8.0,40.0,False
2004-05-26,8.0,38.0,False
2004-05-27,7.0,38.0,False
2004-05-28,5.0,43.0,False
2004-05-29,6.0,44.0,False
2004-05-30,4.0,44.0,False
2004-05-31,4.0,48.0,False
2004-06-01,7.0,36.0,False
2004-06-02,9.0,39.0,False
2004-06-03,8.0,36.0,False
2004-06-04,7.0,40.0,False
2004-06-05,5.0,43.0,False
2004-06-06,3.0,34.0,False
2004-06-07,7.0,39.0,False
2004-06-08,7.0,42.0,False
2004-06-09,7.0,36.0,False
2004-06-10,8.0,39.0,False
2004-06-11,9.0,42.0,False
2004-06-12,5.0,46.0,False
2004-06-13,5.0,46.0,False
2004-06-14,5.0,36.0,False
2004-06-15,9.0,59.0,False
2004-06-16,8.0,45.0,False
2004-06-17,8.0,42.0,False
2004-06-18,9.0,43.0,False
2004-06-19,4.0,47.0,False
2004-06-20,4.0,47.0,False
2004-06-21,6.0,45.0,False
2004-06-22,7.0,41.0,False
2004-06-23,8.0,45.0,False
2004-06-24,9.0,44.0,False
2004-06-25,9.0,40.0,False
2004-06-26,5.0,45.0,False
2004-06-27,5.0,49.0,False
2004-06-28,6.0,37.0,False
2004-06-29,9.5,47.5,False
2004-06-30,10.0,53.0,False
2004-07-01,11.0,55.0,False
2004-07-02,10.0,60.0,False
2004-07-03,9.0,63.0,False
2004-07-04,8.0,69.0,False
2004-07-05,7.0,61.0,False
2004-07-06,8.0,53.0,False
2004-07-07,10.0,51.0,False
2004-07-08,11.0,47.0,False
2004-07-09,12.0,54.0,False
2004-07-10,8.0,67.0,False
2004-07-11,7.0,58.0,False
2004-07-12,10.0,56.0,False
2004-07-13,9.0,53.0,False
2004-07-14,6.0,60.0,False
2004-07-15,11.0,51.0,False
2004-07-16,12.0,57.0,False
2004-07-17,6.0,59.0,False
2004-07-18,10.0,63.0,False
2004-07-19,10.0,55.0,False
2004-07-20,11.0,52.0,False
2004-07-21,10.0,51.0,False
2004-07-22,9.0,53.0,False
2004-07-23,8.0,53.0,False
2004-07-24,8.0,49.0,False
2004-07-25,8.0,56.0,False
2004-07-26,9.0,74.0,False
2004-07-27,10.0,62.0,False
2004-07-28,12.0,56.0,False
2004-07-29,11.0,55.0,False
2004-07-30,11.0,53.0,False
2004-07-31,7.0,70.0,False
2004-08-01,10.0,71.0,False
2004-08-02,10.0,52.0,False
2004-08-03,10.0,49.0,False
2004-08-04,10.0,46.0,False
2004-08-05,8.0,55.0,False
2004-08-06,12.0,52.0,False
2004-08-07,9.0,54.0,False
2004-08-08,9.0,56.0,False
2004-08-09,10.0,50.0,False
2004-08-10,11.0,61.0,False
2004-08-11,10.0,55.0,False
2004-08-12,11.0,56.0,False
2004-08-13,9.0,73.0,False
2004-08-14,7.0,73.0,False
2004-08-15,10.0,59.0,False
2004-08-16,11.0,55.0,False
2004-08-17,11.0,67.0,False
2004-08-18,12.0,73.0,False
2004-08-19,12.0,100.0,False
2004-08-20,11.0,77.0,False
2004-08-21,9.0,69.0,False
2004-08-22,7.0,68.0,False
2004-08-23,9.0,57.0,False
2004-08-24,9.0,59.0,False
2004-08-25,12.0,55.0,False
2004-08-26,11.0,59.0,False
2004-08-27,11.0,58.0,False
2004-08-28,7.0,64.0,False
2004-08-29,8.0,61.0,False
2004-08-30,8.0,49.0,False
2004-08-31,11.0,51.0,False
2004-09-01,9.0,60.0,False
2004-09-02,11.0,60.0,False
2004-09-03,9.0,63.0,False
2004-09-04,5.0,63.0,False
2004-09-05,6.0,65.0,False
2004-09-06,8.0,59.0,False
2004-09-07,8.0,64.0,False
2004-09-08,12.0,59.0,False
2004-09-09,11.0,57.0,False
2004-09-10,7.0,56.0,False
2004-09-11,8.0,63.0,False
2004-09-12,9.0,59.0,False
2004-09-13,11.0,50.0,False
2004-09-14,10.0,56.0,False
2004-09-15,11.0,53.0,False
2004-09-16,11.0,58.0,False
2004-09-17,8.0,53.0,False
2004-09-18,9.0,67.0,False
2004-09-19,8.0,60.0,False
2004-09-20,10.0,53.0,False
2004-09-21,9.0,56.0,False
2004-09-22,10.0,54.0,False
2004-09-23,12.0,63.0,False
2004-09-24,10.0,63.0,False
2004-09-25,9.0,64.0,False
2004-09-26,7.0,57.0,False
2004-09-27,10.0,54.0,False
2004-09-28,9.0,57.0,False
2004-09-29,9.0,62.0,False
2004-09-30,10.0,53.0,False
2004-10-01,10.0,55.0,False
2004-10-02,7.0,54.0,False
2004-10-03,7.0,59.0,False
2004-10-04,9.0,56.0,False
2004-10-05,10.0,58.0,False
2004-10-06,9.0,60.0,False
2004-10-07,8.0,61.0,False
2004-10-08,10.0,63.0,False
2004-10-09,7.0,69.0,False
2004-10-10,7.0,55.0,False
2004-10-11,9.0,56.0,False
2004-10-12,9.0,49.0,False
2004-10-13,10.0,53.0,False
2004-10-14,11.0,70.0,False
2004-10-15,9.0,92.0,False
2004-10-16,9.0,83.0,False
2004-10-17,7.0,78.0,False
2004-10-18,8.0,67.0,False
2004-10-19,8.0,62.0,False
2004-10-20,10.0,63.0,False
2004-10-21,10.0,69.0,False
2004-10-22,9.0,73.0,False
2004-10-23,11.0,70.0,False
2004-10-24,7.0,64.0,False
2004-10-25,8.0,55.0,False
2004-10-26,11.0,60.0,False
2004-10-27,9.0,62.0,False
2004-10-28,8.0,62.0,False
2004-10-29,7.0,61.0,False
2004-10-30,8.0,60.0,False
2004-10-31,7.0,65.0,False
2004-11-01,9.0,58.0,False
2004-11-02,10.0,61.0,False
2004-11-03,10.0,57.0,False
2004-11-04,9.0,63.0,False
2004-11-05,7.0,60.0,False
2004-11-06,9.0,70.0,False
2004-11-07,8.0,53.0,False
2004-11-08,6.0,56.0,False
2004-11-09,0.0,0.0,False
2004-11-10,11.0,66.0,False
2004-11-11,9.0,63.0,False
2004-11-12,8.0,58.0,False
2004-11-13,9.0,65.0,False
2004-11-14,7.0,64.0,False
2004-11-15,6.0,58.0,False
2004-11-16,10.0,55.0,False
2004-11-17,9.0,57.0,False
2004-11-18,10.0,65.0,False
2004-11-19,10.0,69.0,False
2004-11-20,5.0,63.0,False
2004-11-21,7.0,74.0,False
2004-11-22,11.0,61.0,False
2004-11-23,7.0,64.0,False
2004-11-24,10.0,60.0,False
2004-11-25,9.0,68.0,False
2004-11-26,8.0,63.0,False
2004-11-27,6.0,56.0,False
2004-11-28,4.0,58.0,False
2004-11-29,11.0,59.0,False
2004-11-30,8.0,58.0,False
2004-12-01,7.0,59.0,False
2004-12-02,10.0,62.0,False
2004-12-03,7.0,61.0,False
2004-12-04,7.0,59.0,False
2004-12-05,7.0,65.0,False
2004-12-06,9.0,54.0,False
2004-12-07,8.0,54.0,False
2004-12-08,9.0,61.0,False
2004-12-09,8.0,67.0,False
2004-12-10,11.0,68.0,False
2004-12-11,7.0,68.0,False
2004-12-12,8.0,62.0,False
2004-12-13,9.0,55.0,False
2004-12-14,10.0,75.0,False
2004-12-15,8.0,67.0,False
2004-12-16,11.0,67.0,False
2004-12-17,9.0,65.0,False
2004-12-18,8.0,72.0,False
2004-12-19,8.0,64.0,False
2004-12-20,8.0,63.0,False
2004-12-21,11.0,65.0,False
2004-12-22,10.0,64.0,False
2004-12-23,9.0,64.0,False
2004-12-24,6.0,66.0,False
2004-12-25,9.0,81.0,False
2004-12-26,5.5,56.0,False
2004-12-27,7.0,46.0,False
2004-12-28,6.0,43.0,False
2004-12-29,7.0,41.0,False
2004-12-30,7.0,42.0,False
2004-12-31,6.0,44.0,False
2005-01-01,4.0,47.0,False
2005-01-02,6.0,47.0,False
2005-01-03,6.0,92.0,False
2005-01-04,6.0,51.0,False
2005-01-05,6.0,51.0,False
2005-01-06,7.0,45.0,False
2005-01-07,7.0,46.0,False
2005-01-08,7.0,43.0,False
2005-01-09,5.0,46.0,False
2005-01-10,6.0,45.0,False
2005-01-11,6.0,44.0,False
2005-01-12,6.0,47.0,False
2005-01-13,8.0,47.0,False
2005-01-14,7.0,46.0,False
2005-01-15,5.0,52.0,False
2005-01-16,5.0,43.0,False
2005-01-17,6.0,41.0,False
2005-01-18,6.0,44.0,False
2005-01-19,7.0,44.0,False
2005-01-20,7.0,44.0,False
2005-01-21,8.0,44.0,False
2005-01-22,8.0,48.0,False
2005-01-23,4.0,44.0,False
2005-01-24,6.0,44.0,False
2005-01-25,7.0,49.0,False
2005-01-26,7.0,49.0,False
2005-01-27,6.0,47.0,False
2005-01-28,7.0,45.0,False
2005-01-29,5.0,47.0,False
2005-01-30,5.0,40.0,False
2005-01-31,7.0,43.0,False
2005-02-01,8.0,44.0,False
2005-02-02,6.0,45.0,False
2005-02-03,7.0,46.0,False
2005-02-04,6.0,46.0,False
2005-02-05,5.0,45.0,False
2005-02-06,5.0,45.0,False
2005-02-07,6.0,43.0,False
2005-02-08,7.0,47.0,False
2005-02-09,7.0,54.0,False
2005-02-10,6.0,58.0,False
2005-02-11,7.0,56.0,False
2005-02-12,6.0,54.0,False
2005-02-13,4.0,51.0,False
2005-02-14,7.0,49.0,False
2005-02-15,6.0,54.0,False
2005-02-16,6.0,49.0,False
2005-02-17,7.0,50.0,False
2005-02-18,7.0,49.0,False
2005-02-19,6.0,56.0,False
2005-02-20,6.0,52.0,False
2005-02-21,6.0,48.0,False
2005-02-22,7.0,49.0,False
2005-02-23,7.0,50.0,False
2005-02-24,7.0,50.0,False
2005-02-25,7.0,53.0,False
2005-02-26,3.0,52.0,False
2005-02-27,4.0,48.0,False
2005-02-28,6.0,48.0,False
2005-03-01,5.0,48.0,False
2005-03-02,5.0,48.0,False
2005-03-03,6.0,49.0,False
2005-03-04,6.0,55.0,False
2005-03-05,7.0,59.0,False
2005-03-06,5.0,56.0,False
2005-03-07,7.0,50.0,False
2005-03-08,7.0,56.0,False
2005-03-09,7.0,52.0,False
2005-03-10,6.0,52.0,False
2005-03-11,7.0,57.0,False
2005-03-12,6.0,53.0,False
2005-03-13,6.0,46.0,False
2005-03-14,5.0,50.0,False
2005-03-15,6.0,52.0,False
2005-03-16,8.0,52.0,False
2005-03-17,6.0,60.0,False
2005-03-18,6.0,57.0,False
2005-03-19,6.0,64.0,False
2005-03-20,6.0,53.0,False
2005-03-21,6.0,53.0,False
2005-03-22,7.0,53.0,False
2005-03-23,7.0,56.0,False
2005-03-24,7.0,54.0,False
2005-03-25,8.0,50.0,False
2005-03-26,7.0,51.0,False
2005-03-27,5.0,52.0,False
2005-03-28,5.0,48.0,False
2005-03-29,7.0,52.0,False
2005-03-30,7.0,56.0,False
2005-03-31,7.0,52.0,False
2005-04-01,6.0,75.0,False
2005-04-02,6.0,71.0,False
2005-04-03,5.0,53.0,False
2005-04-04,5.0,49.0,False
2005-04-05,0.0,0.0,True
2005-04-06,7.0,90.0,False
2005-04-07,7.0,93.0,False
2005-04-08,7.0,100.0,False
2005-04-09,6.0,89.0,False
2005-04-10,4.0,73.0,False
2005-04-11,6.0,71.0,False
2005-04-12,7.0,71.0,False
2005-04-13,8.0,71.0,False
2005-04-14,8.0,75.0,False
2005-04-15,5.0,72.0,False
2005-04-16,5.0,81.0,False
2005-04-17,3.0,74.0,False
2005-04-18,6.0,76.0,False
2005-04-19,6.0,70.0,False
2005-04-20,7.0,72.0,False
2005-04-21,6.0,76.0,False
2005-04-22,6.0,80.0,False
2005-04-23,4.0,84.0,False
2005-04-24,5.0,78.0,False
2005-04-25,6.0,71.0,False
2005-04-26,7.0,66.0,False
2005-04-27,6.0,70.0,False
2005-04-28,6.0,73.0,False
2005-04-29,6.0,76.0,False
2005-04-30,4.0,78.0,False
2005-05-01,4.0,68.0,False
2005-05-02,5.0,65.0,False
2005-05-03,7.0,74.0,False
2005-05-04,7.0,72.0,False
2005-05-05,7.0,73.0,False
2005-05-06,7.0,83.0,False
2005-05-07,5.0,84.0,False
2005-05-08,5.0,80.0,False
2005-05-09,7.0,67.0,False
2005-05-10,6.0,65.0,False
2005-05-11,7.0,62.0,False
2005-05-12,7.0,61.0,False
2005-05-13,6.0,64.0,False
2005-05-14,6.0,70.0,False
