date,Mortgage
2004-01-04,78.0
2004-01-11,81.0
2004-01-18,86.0
2004-01-25,82.0
2004-02-01,77.0
2004-02-08,79.0
2004-02-15,77.0
2004-02-22,81.0
2004-02-29,87.0
2004-03-07,91.0
2004-03-14,100.0
2004-03-21,94.0
2004-03-28,93.0
2004-04-04,89.0
2004-04-11,80.0
2004-04-18,86.0
2004-04-25,88.0
2004-05-02,86.0
2004-05-09,80.0
2004-05-16,79.0
2004-05-23,78.0
2004-05-30,74.0
2004-06-06,85.0
2004-06-13,83.0
2004-06-20,82.0
2004-06-27,84.0
2004-07-04,75.0
2004-07-11,88.0
2004-07-18,85.0
2004-07-25,79.0
2004-08-01,81.0
2004-08-08,82.0
2004-08-15,80.0
2004-08-22,73.0
2004-08-29,74.0
2004-09-05,65.0
2004-09-12,77.0
2004-09-19,75.0
2004-09-26,73.0
2004-10-03,70.0
2004-10-10,68.0
2004-10-17,64.0
2004-10-24,66.0
2004-10-31,64.0
2004-11-07,62.0
2004-11-14,65.0
2004-11-21,54.0
2004-11-28,61.0
2004-12-05,61.0
2004-12-12,62.0
2004-12-19,50.0
2004-12-26,68.5
2005-01-02,77.0
2005-01-09,82.0
2005-01-16,76.0
2005-01-23,80.0
2005-01-30,80.0
2005-02-06,75.0
2005-02-13,78.0
2005-02-20,82.0
2005-02-27,88.0
2005-03-06,82.0
2005-03-13,87.0
2005-03-20,83.0
2005-03-27,77.0
2005-04-03,78.0
2005-04-10,100.0
2005-04-17,77.0
2005-04-24,77.0
2005-05-01,81.0
2005-05-08,77.0
2005-05-15,81.0
2005-05-22,78.0
2005-05-29,84.0
2005-06-05,93.0
2005-06-12,87.0
2005-06-19,79.0
2005-06-26,85.0
2005-07-03,85.0
2005-07-10,82.0
2005-07-17,83.0
2005-07-24,90.0
2005-07-31,83.0
2005-08-07,85.0
2005-08-14,85.0
2005-08-21,71.0
2005-08-28,73.0
2005-09-04,74.0
2005-09-11,70.0
2005-09-18,71.0
2005-09-25,68.0
2005-10-02,72.0
2005-10-09,79.0
2005-10-16,67.0
2005-10-23,64.0
2005-10-30,67.0
2005-11-06,76.0
2005-11-13,66.0
2005-11-20,52.0
2005-11-27,60.0
2005-12-04,54.0
2005-12-11,57.0
2005-12-18,54.0
2005-12-25,86.0
2006-01-01,86.0
2006-01-08,95.0
2006-01-15,93.0
2006-01-22,96.0
2006-01-29,90.0
2006-02-05,91.0
2006-02-12,85.0
2006-02-19,89.0
2006-02-26,90.0
2006-03-05,93.0
2006-03-12,95.0
2006-03-19,95.0
2006-03-26,97.0
2006-04-02,88.0
2006-04-09,94.0
2006-04-16,85.0
2006-04-23,95.0
2006-04-30,99.0
2006-05-07,97.0
2006-05-14,88.0
2006-05-21,94.0
2006-05-28,88.0
2006-06-04,97.0
2006-06-11,100.0
2006-06-18,88.0
2006-06-25,93.0
2006-07-02,89.0
2006-07-09,96.0
2006-07-16,92.0
2006-07-23,94.0
2006-07-30,100.0
2006-08-06,99.0
2006-08-13,90.0
2006-08-20,89.0
2006-08-27,84.0
2006-09-03,83.0
2006-09-10,80.0
2006-09-17,82.0
2006-09-24,84.0
2006-10-01,86.0
2006-10-08,78.0
2006-10-15,80.0
2006-10-22,75.0
2006-10-29,81.0
2006-11-05,76.0
2006-11-12,81.0
2006-11-19,61.0
2006-11-26,80.0
2006-12-03,74.0
2006-12-10,79.0
2006-12-17,56.0
2006-12-24,56.0
2006-12-31,71.0
2007-01-07,84.0
2007-01-14,79.0
2007-01-21,81.0
2007-01-28,81.0
2007-02-04,77.0
2007-02-11,79.0
2007-02-18,78.0
2007-02-25,82.0
2007-03-04,88.0
2007-03-11,98.0
2007-03-18,91.0
2007-03-25,86.0
2007-04-01,80.0
2007-04-08,83.0
2007-04-15,77.0
2007-04-22,77.0
2007-04-29,79.0
2007-05-06,73.0
2007-05-13,75.0
2007-05-20,72.0
2007-05-27,75.0
2007-06-03,85.0
2007-06-10,88.0
2007-06-17,78.0
2007-06-24,86.0
2007-07-01,77.0
2007-07-08,86.0
2007-07-15,83.0
2007-07-22,83.0
2007-07-29,100.0
2007-08-05,99.0
2007-08-12,100.0
2007-08-19,91.0
2007-08-26,76.0
2007-09-02,72.0
2007-09-09,75.0
2007-09-16,87.0
2007-09-23,73.0
2007-09-30,68.0
2007-10-07,64.0
2007-10-14,69.0
2007-10-21,61.0
2007-10-28,66.0
2007-11-04,65.0
2007-11-11,66.0
2007-11-18,52.0
2007-11-25,60.0
2007-12-02,64.0
2007-12-09,67.0
2007-12-16,34.0
2007-12-23,36.0
2007-12-30,47.0
2008-01-06,58.0
2008-01-13,67.0
2008-01-20,96.0
2008-01-27,100.0
2008-02-03,70.0
2008-02-10,71.0
2008-02-17,60.0
2008-02-24,64.0
2008-03-02,65.0
2008-03-09,63.0
2008-03-16,82.0
2008-03-23,69.0
2008-03-30,62.0
2008-04-06,59.0
2008-04-13,58.0
2008-04-20,53.0
2008-04-27,55.0
2008-05-04,52.0
2008-05-11,49.0
2008-05-18,47.0
2008-05-25,45.0
2008-06-01,49.0
2008-06-08,50.0
2008-06-15,51.0
2008-06-22,50.0
2008-06-29,38.0
2008-07-06,51.0
2008-07-13,54.0
2008-07-20,48.0
2008-07-27,51.0
2008-08-03,46.0
2008-08-10,44.0
2008-08-17,41.0
2008-08-24,35.0
2008-08-31,38.0
2008-09-07,56.0
2008-09-14,58.0
2008-09-21,53.0
2008-09-28,54.0
2008-10-05,55.0
2008-10-12,50.0
2008-10-19,43.0
2008-10-26,47.0
2008-11-02,41.0
2008-11-09,45.0
2008-11-16,38.0
2008-11-23,39.0
2008-11-30,65.0
2008-12-07,56.0
2008-12-14,100.0
2008-12-21,67.0
2008-12-28,79.0
2009-01-04,91.0
2009-01-11,88.0
2009-01-18,72.0
2009-01-25,70.0
2009-02-01,68.0
2009-02-08,67.0
2009-02-15,74.0
2009-02-22,69.0
2009-03-01,71.0
2009-03-08,65.0
2009-03-15,81.0
2009-03-22,87.0
2009-03-29,75.0
2009-04-05,73.0
2009-04-12,68.0
2009-04-19,62.0
2009-04-26,58.0
2009-05-03,57.0
2009-05-10,57.0
2009-05-17,55.0
2009-05-24,59.0
2009-05-31,59.0
2009-06-07,59.0
2009-06-14,56.0
2009-06-21,52.0
2009-06-28,50.0
2009-07-05,54.0
2009-07-12,55.0
2009-07-19,50.0
2009-07-26,53.0
2009-08-02,51.0
2009-08-09,49.0
2009-08-16,49.0
2009-08-23,47.0
2009-08-30,45.0
2009-09-06,42.0
2009-09-13,44.0
2009-09-20,44.0
2009-09-27,48.0
2009-10-04,50.0
2009-10-11,45.0
2009-10-18,41.0
2009-10-25,40.0
2009-11-01,40.0
2009-11-08,41.0
2009-11-15,39.0
2009-11-22,29.0
2009-11-29,42.0
2009-12-06,77.0
2009-12-13,75.0
2009-12-20,55.0
2009-12-27,77.0
2010-01-03,91.0
2010-01-10,90.0
2010-01-17,86.0
2010-01-24,94.0
2010-01-31,99.0
2010-02-07,88.0
2010-02-14,90.0
2010-02-21,87.0
2010-02-28,91.0
2010-03-07,90.0
2010-03-14,89.0
2010-03-21,89.0
2010-03-28,90.0
2010-04-04,89.0
2010-04-11,92.0
2010-04-18,79.0
2010-04-25,83.0
2010-05-02,75.0
2010-05-09,88.0
2010-05-16,86.0
2010-05-23,97.0
2010-05-30,82.0
2010-06-06,84.0
2010-06-13,83.0
2010-06-20,88.0
2010-06-27,100.0
2010-07-04,91.0
2010-07-11,91.0
2010-07-18,87.0
2010-07-25,86.0
2010-08-01,83.0
2010-08-08,97.0
2010-08-15,99.0
2010-08-22,93.0
2010-08-29,91.0
2010-09-05,82.0
2010-09-12,81.0
2010-09-19,77.0
2010-09-26,80.0
2010-10-03,84.0
2010-10-10,88.0
2010-10-17,84.0
2010-10-24,80.0
2010-10-31,87.0
2010-11-07,81.0
2010-11-14,81.0
2010-11-21,52.0
2010-11-28,69.0
2010-12-05,61.0
2010-12-12,63.0
2010-12-19,45.0
2010-12-26,63.0
2011-01-02,83.0
2011-01-09,80.0
2011-01-16,80.0
2011-01-23,77.0
2011-01-30,80.0
2011-02-06,79.0
2011-02-13,71.0
2011-02-20,69.0
2011-02-27,77.0
2011-03-06,72.0
2011-03-13,70.0
2011-03-20,73.0
2011-03-27,76.0
2011-04-03,71.0
2011-04-10,76.0
2011-04-17,67.0
2011-04-24,69.0
2011-05-01,67.0
2011-05-08,72.0
2011-05-15,70.0
2011-05-22,66.0
2011-05-29,71.0
2011-06-05,74.0
2011-06-12,74.0
2011-06-19,66.0
2011-06-26,71.0
2011-07-03,69.0
2011-07-10,73.0
2011-07-17,70.0
2011-07-24,70.0
2011-07-31,85.0
2011-08-07,100.0
2011-08-14,97.0
2011-08-21,77.0
2011-08-28,75.0
2011-09-04,75.0
2011-09-11,80.0
2011-09-18,82.0
2011-09-25,83.0
2011-10-02,88.0
2011-10-09,84.0
2011-10-16,76.0
2011-10-23,81.0
2011-10-30,76.0
2011-11-06,71.0
2011-11-13,72.0
2011-11-20,57.0
2011-11-27,76.0
2011-12-04,71.0
2011-12-11,72.0
2011-12-18,64.0
2011-12-25,72.0
2012-01-01,92.0
2012-01-08,91.0
2012-01-15,90.0
2012-01-22,89.0
2012-01-29,100.0
2012-02-05,99.0
2012-02-12,88.0
2012-02-19,86.0
2012-02-26,93.0
2012-03-04,90.0
2012-03-11,91.0
2012-03-18,87.0
2012-03-25,84.0
2012-04-01,82.0
2012-04-08,88.0
2012-04-15,83.0
2012-04-22,82.0
2012-04-29,83.0
2012-05-06,83.0
2012-05-13,86.0
2012-05-20,82.0
2012-05-27,87.0
2012-06-03,93.0
2012-06-10,92.0
2012-06-17,87.0
2012-06-24,86.0
2012-07-01,84.0
2012-07-08,94.0
2012-07-15,96.0
2012-07-22,90.0
2012-07-29,91.0
2012-08-05,84.0
2012-08-12,85.0
2012-08-19,78.0
2012-08-26,78.0
2012-09-02,74.0
2012-09-09,85.0
2012-09-16,81.0
2012-09-23,89.0
2012-09-30,87.0
2012-10-07,79.0
2012-10-14,81.0
2012-10-21,78.0
2012-10-28,69.0
2012-11-04,70.0
2012-11-11,75.0
2012-11-18,61.0
2012-11-25,74.0
2012-12-02,74.0
2012-12-09,69.0
2012-12-16,64.0
2012-12-23,58.0
2012-12-30,81.0
2013-01-06,90.0
2013-01-13,92.0
2013-01-20,89.0
2013-01-27,91.0
2013-02-03,88.0
2013-02-10,84.0
2013-02-17,83.0
2013-02-24,87.0
2013-03-03,87.0
2013-03-10,90.0
2013-03-17,81.0
2013-03-24,85.0
2013-03-31,86.0
2013-04-07,88.0
2013-04-14,84.0
2013-04-21,89.0
2013-04-28,88.0
2013-05-05,83.0
2013-05-12,81.0
2013-05-19,78.0
2013-05-26,85.0
2013-06-02,92.0
2013-06-09,91.0
2013-06-16,91.0
2013-06-23,100.0
2013-06-30,86.0
2013-07-07,94.0
2013-07-14,88.0
2013-07-21,82.0
2013-07-28,85.0
2013-08-04,81.0
2013-08-11,81.0
2013-08-18,74.0
2013-08-25,73.0
2013-09-01,70.0
2013-09-08,72.0
2013-09-15,74.0
2013-09-22,73.0
2013-09-29,74.0
2013-10-06,69.0
2013-10-13,68.0
2013-10-20,62.0
2013-10-27,71.0
2013-11-03,70.0
2013-11-10,86.0
2013-11-17,76.0
2013-11-24,63.0
2013-12-01,78.0
2013-12-08,72.0
2013-12-15,73.0
2013-12-22,64.0
2013-12-29,84.0
2014-01-05,90.0
2014-01-12,98.0
2014-01-19,93.0
2014-01-26,98.0
2014-02-02,97.0
2014-02-09,94.0
2014-02-16,88.0
2014-02-23,93.0
2014-03-02,90.0
2014-03-09,100.0
2014-03-16,90.0
2014-03-23,93.0
2014-03-30,94.0
2014-04-06,96.0
2014-04-13,95.0
2014-04-20,86.0
2014-04-27,89.0
2014-05-04,88.0
2014-05-11,93.0
2014-05-18,85.0
2014-05-25,86.0
2014-06-01,92.0
2014-06-08,89.0
2014-06-15,87.0
2014-06-22,85.0
2014-06-29,85.0
2014-07-06,89.0
2014-07-13,94.0
2014-07-20,87.0
2014-07-27,92.0
