ticker,JOY UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-06-02,10.0506
2009-06-24,1.6088
2011-12-06,161.4494
2011-12-07,-0.0221
2011-12-08,-3.3647
2011-12-09,1.9814
2011-12-12,-2.8302
2011-12-13,-2.2769
2011-12-14,-10.7747
2011-12-15,-1.6303999999999998
2011-12-16,1.2936
2011-12-19,-2.8203
2011-12-20,4.8871
2011-12-21,-1.4487
2011-12-22,1.5627
2011-12-23,0.8606
2011-12-27,-1.6806999999999999
2011-12-28,-2.3143000000000002
2011-12-29,1.6288
2011-12-30,-0.702
2012-01-03,1.4405999999999999
2012-01-04,2.7744999999999997
2012-01-05,-0.3838
2012-01-06,-0.8348
2012-01-09,1.2434
2012-01-10,4.7589
2012-01-11,0.3908
2012-01-12,2.2016999999999998
2012-01-13,-1.5234
2012-01-17,-1.6195
2012-01-18,3.0221
2012-01-19,2.2538
2012-01-20,-0.4548
2012-01-23,1.3237999999999999
2012-01-24,3.0639
2012-01-25,4.3639
2012-01-26,-0.9459
2012-01-27,1.0526
2012-01-30,-0.7839
2012-01-31,-1.8399999999999999
2012-02-01,0.6395
2012-02-02,0.241
2012-02-03,4.6125
2012-02-06,-0.1358
2012-02-07,-2.9504
2012-02-08,-3.2988
2012-02-09,-4.0691
2012-02-10,-2.6729000000000003
2012-02-13,3.403
2012-02-14,-1.3279
2012-02-15,-1.615
2012-02-16,1.1776
2012-02-17,3.715
2012-02-21,2.0177
2012-02-22,2.6
2012-02-23,-0.9313
2012-02-24,-0.9073
2012-02-27,0.3971
2012-02-28,0.8351
2012-02-29,-5.2414
2012-03-01,0.8222
2012-03-02,-1.9428999999999998
2012-03-05,-4.021
2012-03-06,-4.7359
2012-03-07,1.262
2012-03-08,2.0141
2012-03-09,-0.9008
2012-03-12,-1.9674
2012-03-13,4.1661
2012-03-14,-4.1093
2012-03-15,-0.089
2012-03-16,2.1382
2012-03-19,-1.109
2012-03-20,-4.3347
2012-03-21,0.7903
2012-03-22,-2.5091
2012-03-23,0.7909
2012-03-26,0.5852
2012-03-27,-2.3271
2012-03-28,-3.3031
2012-03-29,2.268
2012-03-30,0.616
2012-04-02,2.517
2012-04-03,-1.5129000000000001
2012-04-04,1.5901
2012-04-05,-0.4775
2012-04-09,-2.8655
2012-04-10,-1.1526
2012-04-11,2.0128
2012-04-12,4.5176
2012-04-13,-2.7601
2012-04-16,-0.7498
2012-04-17,2.9003
2012-04-18,-0.0262
2012-04-19,-1.2195
2012-04-20,-1.6461000000000001
