ticker,FE UN Equity
2000-05-22,1.5152
2000-05-23,-0.995
2000-05-24,0.7538
2000-05-25,-0.2494
2000-05-26,1.25
2000-05-30,-0.9877
2000-05-31,0.2494
2000-06-01,0.0
2000-06-02,-1.7412999999999998
2000-06-05,-3.5443
2000-06-06,2.0997
2000-06-07,0.7712
2000-06-08,0.0
2000-06-09,1.0204
2000-06-12,0.7576
2000-06-13,1.2530999999999999
2000-06-14,-2.2277
2000-06-15,2.2785
2000-06-16,0.2475
2000-06-19,-1.2346
2000-06-20,-0.5
2000-06-21,-0.5025
2000-06-22,-0.5051
2000-06-23,-0.7614
2000-06-26,2.3018
2000-06-27,-2.5
2000-06-28,2.8205
2000-06-29,-3.2419000000000002
2000-06-30,-3.6082
2000-07-03,2.9412000000000003
2000-07-05,-0.7792
2000-07-06,0.5236
2000-07-07,1.3021
2000-07-10,0.5141
2000-07-11,1.5345
2000-07-12,-1.0076
2000-07-13,-1.0178
2000-07-14,-0.7712
2000-07-17,0.7772
2000-07-18,1.0283
2000-07-19,3.5623
2000-07-20,-0.4914
2000-07-21,-0.2469
2000-07-24,-0.7426
2000-07-25,0.4988
2000-07-26,-1.2407
2000-07-27,1.2563
2000-07-28,-0.2481
2000-07-31,1.4925
2000-08-01,5.3922
2000-08-02,0.0
2000-08-03,1.6279
2000-08-04,0.0
2000-08-07,-5.8004999999999995
2000-08-08,-0.2463
2000-08-09,-0.2469
2000-08-10,-0.495
2000-08-11,1.7412999999999998
2000-08-14,-0.489
2000-08-15,0.4914
2000-08-16,-1.467
2000-08-17,-1.2407
2000-08-18,-1.5074999999999998
2000-08-21,-2.2959
2000-08-22,-0.7833
2000-08-23,0.5263
2000-08-24,-1.8325
2000-08-25,-1.3333
2000-08-28,2.4324
2000-08-29,0.2639
2000-08-30,0.7895
2000-08-31,3.3943
2000-09-01,0.7576
2000-09-05,2.2556
2000-09-06,0.2451
2000-09-07,0.489
2000-09-08,2.9196999999999997
2000-09-11,1.4184
2000-09-12,0.0
2000-09-13,2.5641
2000-09-14,-0.9091
2000-09-15,0.6881
2000-09-18,-0.4556
2000-09-19,-3.4325
2000-09-20,-1.8957000000000002
2000-09-21,0.2415
2000-09-22,1.6867
2000-09-25,-1.6588
2000-09-26,2.1687
2000-09-27,1.1792
2000-09-28,0.6993
2000-09-29,-0.2315
2000-10-02,3.2483
2000-10-03,-4.7191
2000-10-04,-2.5943
2000-10-05,-2.1792
2000-10-06,0.0
2000-10-09,-0.2475
2000-10-10,2.4814
2000-10-11,0.0
2000-10-12,-1.4527999999999999
2000-10-13,0.7371
2000-10-16,1.2195
2000-10-17,-1.4458
2000-10-18,-2.2005
2000-10-19,1.25
2000-10-20,0.4938
2000-10-23,0.0
2000-10-24,0.7371
2000-10-25,-1.9512
2000-10-26,-1.99
2000-10-27,2.2843
2000-10-30,2.9777
2000-10-31,-0.241
2000-11-01,0.7246
2000-11-02,-0.7194
2000-11-03,-1.4493
2000-11-06,1.2438
2000-11-07,-0.7371
2000-11-08,0.9901
2000-11-09,2.2059
2000-11-10,0.2398
2000-11-13,0.9569
2000-11-14,-0.237
2000-11-15,1.4252
2000-11-16,3.5129
2000-11-17,1.1312
2000-11-20,-0.2237
2000-11-21,-0.4484
2000-11-22,0.0
2000-11-24,0.4505
2000-11-27,1.5695000000000001
2000-11-28,0.883
2000-11-29,2.8446
2000-11-30,0.4255
2000-12-01,1.2711999999999999
2000-12-04,1.6736
2000-12-05,-0.2058
2000-12-06,-0.6186
2000-12-07,0.0
2000-12-08,-0.2075
2000-12-11,-1.2474
2000-12-12,1.6842000000000001
2000-12-13,3.1056
2000-12-14,-1.8072
2000-12-15,-2.2495
2000-12-18,0.6276
2000-12-19,0.4158
2000-12-20,0.8282
2000-12-21,1.8479999999999999
2000-12-22,0.2016
2000-12-26,2.6157
2000-12-27,0.0
2000-12-28,-0.3922
2000-12-29,-0.5906
2001-01-02,-2.9703
2001-01-03,-2.0408
2001-01-04,-5.625
2001-01-05,-0.6623
2001-01-08,0.0
2001-01-09,-0.6667
2001-01-10,-0.8949
2001-01-11,-5.1919
2001-01-12,2.3810000000000002
2001-01-16,-2.3256
2001-01-17,-1.6667
2001-01-18,4.6005
2001-01-19,2.3148
2001-01-22,3.8462
2001-01-23,-0.6536
2001-01-24,-1.5351
2001-01-25,-0.2227
2001-01-26,-0.6696
2001-01-29,1.3573
2001-01-30,-0.2838
2001-01-31,-0.9249
2001-02-01,0.3591
2001-02-02,-0.5725
2001-02-05,1.3854
2001-02-06,-1.5108000000000001
2001-02-07,-0.2922
2001-02-08,2.5641
2001-02-09,0.0
2001-02-12,0.3571
2001-02-13,-0.4982
2001-02-14,-0.1073
2001-02-15,-0.8235
2001-02-16,1.083
2001-02-20,-0.6786
2001-02-21,0.7911
2001-02-22,-0.0714
2001-02-23,-1.9279
2001-02-26,1.3105
2001-02-27,0.539
2001-02-28,0.6791
2001-03-01,-0.71
2001-03-02,-0.429
2001-03-05,0.5027
2001-03-06,-0.9289
2001-03-07,1.154
2001-03-08,0.3565
2001-03-09,-0.7105
2001-03-12,-0.5367
2001-03-13,-0.6475
2001-03-14,-2.3534
2001-03-15,1.6314
2001-03-16,-1.058
2001-03-19,-0.9587
2001-03-20,-0.4468
2001-03-21,0.0748
2001-03-22,-3.2511
2001-03-23,0.4249
2001-03-26,3.8077
2001-03-27,0.9633
2001-03-28,-0.2202
2001-03-29,1.1769
2001-03-30,1.4904
2001-04-02,0.2865
2001-04-03,-0.0357
2001-04-04,-0.6788
2001-04-05,0.7194
2001-04-06,-2.1429
2001-04-09,1.6423
2001-04-10,2.3339
2001-04-11,-2.1404
2001-04-12,0.3586
2001-04-16,1.6792
2001-04-17,1.1947
2001-04-18,-1.4583
2001-04-19,0.5285
2001-04-20,-1.6122999999999998
2001-04-23,1.9238
2001-04-24,2.8661
2001-04-25,0.4077
2001-04-26,-0.1354
2001-04-27,1.6943000000000001
2001-04-30,0.9663
2001-05-01,-0.495
2001-05-02,-0.4975
2001-05-03,-0.55
2001-05-04,1.6972
2001-05-07,-0.534
2001-05-08,-1.4094
2001-05-09,-0.4084
2001-05-10,0.1709
2001-05-11,1.3988
2001-05-14,0.7739
2001-05-15,-1.0017
2001-05-16,0.4722
2001-05-17,-0.8392
2001-05-18,-0.5755
2001-05-21,0.1021
2001-05-22,0.102
2001-05-23,1.4950999999999999
2001-05-24,0.4352
2001-05-25,0.8333
2001-05-29,0.0
2001-05-30,0.4628
2001-05-31,0.8555
2001-06-01,0.3915
2001-06-04,0.91
2001-06-05,-0.934
2001-06-06,-1.8205
2001-06-07,-3.1788
2001-06-08,2.1204
2001-06-11,2.4782
2001-06-12,1.3399
2001-06-13,0.0
2001-06-14,-2.4508
2001-06-15,1.8843
2001-06-18,1.0383
2001-06-19,1.6057000000000001
2001-06-20,0.8217
2001-06-21,-0.9404
2001-06-22,-0.3797
2001-06-25,-1.8107
2001-06-26,1.65
2001-06-27,1.0185
2001-06-28,1.2287
2001-06-29,0.0934
2001-07-02,0.9017
2001-07-03,0.9245
2001-07-05,-0.7634
2001-07-06,-0.3077
2001-07-09,1.2037
2001-07-10,-0.8844
2001-07-11,-1.5385
2001-07-12,-1.0937999999999999
2001-07-13,-2.1169000000000002
2001-07-16,0.5487
2001-07-17,-0.0321
2001-07-18,0.1285
2001-07-19,0.2245
2001-07-20,-0.256
2001-07-23,-1.3474
2001-07-24,-1.7886
2001-07-25,-0.1325
2001-07-26,0.4642
2001-07-27,-0.264
2001-07-30,0.6287
2001-07-31,-0.2302
2001-08-01,1.0218
2001-08-02,0.0979
2001-08-03,0.5215
2001-08-06,-2.5292
2001-08-07,1.7465000000000002
2001-08-08,-1.4896
2001-08-09,0.6384
2001-08-10,1.5693000000000001
2001-08-13,-1.0848
2001-08-14,-0.1662
2001-08-15,-0.5659
2001-08-16,0.77
2001-08-17,0.1661
2001-08-20,1.8574000000000002
2001-08-21,-0.6187
2001-08-22,-0.0655
2001-08-23,0.3279
2001-08-24,0.4575
2001-08-27,2.4723
2001-08-28,1.9048
2001-08-29,0.7788
2001-08-30,0.9892
2001-08-31,0.6734
2001-09-04,0.7601
2001-09-05,-0.3621
2001-09-06,0.1211
2001-09-07,0.2722
2001-09-10,-1.0256
2001-09-17,-0.9753
2001-09-18,-0.5848
2001-09-19,2.9412000000000003
2001-09-20,3.609
2001-09-21,-2.6125
2001-09-24,-0.149
2001-09-25,1.6418
2001-09-26,-0.2937
2001-09-27,1.944
2001-09-28,3.8717
2001-10-01,-0.9179
2001-10-02,2.1898
2001-10-03,1.3187
2001-10-04,-0.4881
2001-10-05,0.0
2001-10-08,-1.4169
2001-10-09,-2.2664
2001-10-10,-0.4525
2001-10-11,-1.2784
2001-10-12,-0.5468
2001-10-15,1.1285
2001-10-16,1.9456
2001-10-17,0.6455
2001-10-18,-0.976
2001-10-19,2.1966
2001-10-22,0.4684
2001-10-23,-1.2617
2001-10-24,-1.1111
2001-10-25,-0.8427
2001-10-26,-1.5581
2001-10-29,-1.3525
2001-10-30,-0.8168
2001-10-31,1.3529
2001-11-01,1.567
2001-11-02,0.5429
2001-11-05,2.7279999999999998
2001-11-06,-1.1895
2001-11-07,-2.5779
2001-11-08,0.5962
2001-11-09,0.9241
2001-11-12,0.1717
2001-11-13,0.2571
2001-11-14,-1.1966
2001-11-15,-0.0865
2001-11-16,-0.5772
2001-11-19,-1.3643
2001-11-20,2.4132
2001-11-21,-0.9195
2001-11-23,-0.087
2001-11-26,0.0871
2001-11-27,-0.9571
2001-11-28,-1.7862
2001-11-29,0.2982
2001-11-30,0.4162
2001-12-03,0.8289
2001-12-04,3.0534
2001-12-05,-1.6524
2001-12-06,-1.825
2001-12-07,0.9147
2001-12-10,-0.2047
2001-12-11,-1.1427
2001-12-12,-0.1778
2001-12-13,1.2767
2001-12-14,0.4691
2001-12-17,-0.3502
2001-12-18,0.7321
2001-12-19,2.5291
2001-12-20,-0.7088
2001-12-21,-0.0286
2001-12-24,-0.1714
2001-12-26,0.0858
2001-12-27,-0.3431
2001-12-28,0.8606
2001-12-31,-0.5119
2002-01-02,0.4002
2002-01-03,-0.3417
2002-01-04,-0.7714
2002-01-07,0.6047
2002-01-08,-1.6886
2002-01-09,0.9316
2002-01-10,-0.6634
2002-01-11,0.4936
2002-01-14,0.8379
2002-01-15,0.8596
2002-01-16,0.4545
2002-01-17,1.0747
2002-01-18,0.8674
2002-01-22,-0.0555
2002-01-23,0.8881
2002-01-24,-0.11
2002-01-25,-0.1928
2002-01-28,0.6071
2002-01-29,-0.4114
2002-01-30,-0.8538
2002-01-31,3.3333
2002-02-01,2.1505
2002-02-04,0.7895
2002-02-05,0.718
2002-02-06,0.0262
2002-02-07,1.1254
2002-02-08,-1.7856999999999998
2002-02-11,-2.6087
2002-02-12,-0.1623
2002-02-13,1.5989
2002-02-14,-0.0267
2002-02-15,0.0
2002-02-19,-1.1473
2002-02-20,-1.2416
2002-02-21,-1.9131
2002-02-22,-0.1672
2002-02-25,0.614
2002-02-26,1.0541
2002-02-27,1.3176
2002-02-28,-0.8399
2002-03-01,1.0929
2002-03-04,2.2162
2002-03-05,0.4759
2002-03-06,1.1842
2002-03-07,-0.13
2002-03-08,-0.5208
2002-03-11,1.178
2002-03-12,-4.295
2002-03-13,-2.0546
2002-03-14,-1.3249
2002-03-15,-0.2797
2002-03-18,-1.683
2002-03-19,-7.9886
2002-03-20,-1.2403
2002-03-21,5.8399
2002-03-22,-0.3263
2002-03-25,0.0893
2002-03-26,1.6949
2002-03-27,0.1754
2002-03-28,0.934
2002-04-01,-0.6651
2002-04-02,-1.7467000000000001
2002-04-03,0.8
2002-04-04,-0.6173
2002-04-05,-1.8042
2002-04-08,0.2711
2002-04-09,0.1802
2002-04-10,1.919
2002-04-11,-3.6187
2002-04-12,0.8242
2002-04-15,-1.6046
2002-04-16,1.5077
2002-04-17,-0.2425
2002-04-18,-1.5497
2002-04-19,1.6975
2002-04-22,-0.3035
2002-04-23,-0.761
2002-04-24,2.3006
2002-04-25,-1.1994
2002-04-26,0.2124
2002-04-29,-0.0606
2002-04-30,0.9091
2002-05-01,-1.5015
2002-05-02,0.7927
2002-05-03,1.83
2002-05-06,0.781
2002-05-07,-2.4441
2002-05-08,-0.7027
2002-05-09,-0.4308
2002-05-10,-0.8035
2002-05-13,0.0
2002-05-14,2.0249
2002-05-15,0.7328
2002-05-16,-0.6972
2002-05-17,0.2747
2002-05-20,0.6697
2002-05-21,2.2679
2002-05-22,1.4487999999999999
2002-05-23,-1.0493
2002-05-24,1.6495
2002-05-28,0.1159
2002-05-29,-0.0579
2002-05-30,-0.6661
2002-05-31,0.6122
2002-06-03,-2.4341
2002-06-04,1.2177
2002-06-05,-0.1761
2002-06-06,-1.8225
2002-06-07,1.6467
2002-06-10,0.2356
2002-06-11,-0.2351
2002-06-12,-0.5891
2002-06-13,0.5926
2002-06-14,-0.7364
2002-06-17,0.5045
2002-06-18,1.4172
2002-06-19,1.7467000000000001
2002-06-20,-2.6037
2002-06-21,0.4994
2002-06-24,-1.2569
2002-06-25,-0.3552
2002-06-26,-1.5449000000000002
2002-06-27,0.3319
2002-06-28,0.391
2002-07-01,-1.1384
2002-07-02,-2.5758
2002-07-03,-2.6439
2002-07-05,-0.7987
2002-07-08,-2.5121
2002-07-09,-1.0572
2002-07-10,-5.7763
2002-07-11,2.6223
2002-07-12,3.2459
2002-07-15,2.8094
2002-07-16,-4.1314
2002-07-17,-1.4252
2002-07-18,-2.685
2002-07-19,-3.4312
2002-07-22,0.3663
2002-07-23,-8.5766
2002-07-24,16.4072
2002-07-25,1.5089000000000001
2002-07-26,-1.7905
2002-07-29,-5.2976
2002-07-30,8.972
2002-07-31,2.5
2002-08-01,2.4715
2002-08-02,-0.1587
2002-08-05,-1.2238
2002-08-06,5.0489
2002-08-07,0.3101
2002-08-08,0.7419
2002-08-09,-1.0433
2002-08-12,1.4884
2002-08-13,-2.8414
2002-08-14,2.2013
2002-08-15,1.2923
2002-08-16,0.243
2002-08-19,-0.3333
2002-08-20,0.9425
2002-08-21,1.9578
2002-08-22,2.0679
2002-08-23,-3.3285
2002-08-26,2.8443
2002-08-27,-0.5822
2002-08-28,1.5227
2002-08-29,-3.4612
2002-08-30,-1.4042
2002-09-03,-2.9697
2002-09-04,-1.7177
2002-09-05,-1.0168
2002-09-06,0.3852
2002-09-09,-0.7035
2002-09-10,-1.1272
2002-09-11,0.9772
2002-09-12,-2.9355
2002-09-13,2.4925
2002-09-16,-0.8106
2002-09-17,-1.9287
2002-09-18,1.6
2002-09-19,0.0656
2002-09-20,-0.0984
2002-09-23,-1.7722
2002-09-24,-3.1073
2002-09-25,2.7931
2002-09-26,2.3482
2002-09-27,-0.4916
2002-09-30,-1.5481
2002-10-01,1.5390000000000001
2002-10-02,0.6919
2002-10-03,-2.6178
2002-10-04,-0.504
2002-10-07,-1.3509
2002-10-08,-3.8685
2002-10-09,-7.6923
2002-10-10,11.5355
2002-10-11,0.3113
2002-10-14,1.6552
2002-10-15,-4.308
2002-10-16,-6.7706
2002-10-17,7.0342
2002-10-18,1.0657
2002-10-21,3.761
2002-10-22,-1.6599
2002-10-23,4.2025
2002-10-24,0.7603
2002-10-25,1.8700999999999999
2002-10-28,1.2882
2002-10-29,1.3355000000000001
2002-10-30,1.412
2002-10-31,0.4022
2002-11-01,-0.9553
2002-11-04,2.7691
2002-11-05,0.7417
2002-11-06,2.3404
2002-11-07,-2.8512
2002-11-08,-2.3234
2002-11-11,-1.1581
2002-11-12,-3.6099
2002-11-13,1.4783
2002-11-14,0.8093
2002-11-15,1.8626
2002-11-18,-0.1576
2002-11-19,-0.9157
2002-11-20,1.0516
2002-11-21,-0.1892
2002-11-22,3.0648
2002-11-25,-0.9197
2002-11-26,-2.5061999999999998
2002-11-27,0.1269
2002-11-29,0.412
2002-12-02,-0.6313
2002-12-03,-1.1118
2002-12-04,-3.6299
2002-12-05,1.5667
2002-12-06,1.3784
2002-12-09,1.4243999999999999
2002-12-10,0.8618
2002-12-11,1.7722
2002-12-12,-1.1194
2002-12-13,0.6289
2002-12-16,2.375
2002-12-17,0.4274
2002-12-18,-0.4559
2002-12-19,0.1527
2002-12-20,0.4878
2002-12-23,0.1214
2002-12-24,0.303
2002-12-26,-0.0906
2002-12-27,-0.1814
2002-12-30,-0.0303
2002-12-31,-0.0909
2003-01-02,0.091
2003-01-03,0.697
2003-01-06,5.0256
2003-01-07,-2.9798999999999998
2003-01-08,0.0
2003-01-09,-0.6202
2003-01-10,-0.5052
2003-01-13,-0.687
2003-01-14,0.9323
2003-01-15,-1.1919
2003-01-16,-1.2364
2003-01-17,-2.2901
2003-01-21,-2.8125
2003-01-22,0.5145
2003-01-23,1.5675
2003-01-24,-1.0394
2003-01-27,-2.8326000000000002
2003-01-28,2.1618
2003-01-29,0.7374
2003-01-30,-1.464
2003-01-31,0.7752
2003-02-03,-0.2244
2003-02-04,-0.3855
2003-02-05,-0.7256
2003-02-06,0.0987
2003-02-07,-3.6465
2003-02-10,0.9206
2003-02-11,-3.3784
2003-02-12,-3.3217
2003-02-13,5.5696
2003-02-14,0.1713
2003-02-18,1.2312
2003-02-19,0.0
2003-02-20,1.9931999999999999
2003-02-21,0.53
2003-02-24,-2.5041
2003-02-25,-0.6083
2003-02-26,-2.2441
2003-02-27,1.9826000000000001
2003-02-28,0.6139
2003-03-03,-0.1695
2003-03-04,-0.9508
2003-03-05,2.3654
2003-03-06,0.5358
2003-03-07,-1.7322
2003-03-10,-0.339
2003-03-11,-1.1905000000000001
2003-03-12,0.6885
2003-03-13,1.5043
2003-03-14,0.0337
2003-03-17,2.0202
2003-03-18,2.2112
2003-03-19,0.2583
2003-03-20,-0.3221
2003-03-21,2.6170999999999998
2003-03-24,-2.9912
2003-03-25,1.6553
2003-03-26,-1.1814
2003-03-27,1.2278
2003-03-28,0.3192
2003-03-31,0.2227
2003-04-01,1.5873
2003-04-02,-0.7188
2003-04-03,0.4092
2003-04-04,0.2821
2003-04-07,-1.8756
2003-04-08,-0.3186
2003-04-09,-0.2237
2003-04-10,-0.5766
2003-04-11,-1.2242
2003-04-14,3.5877
2003-04-15,1.6373
2003-04-16,-0.0929
2003-04-17,-0.3101
2003-04-21,0.1555
2003-04-22,1.2732999999999999
2003-04-23,0.4293
2003-04-24,2.4733
2003-04-25,-0.9535
2003-04-28,1.3839000000000001
2003-04-29,0.2967
2003-04-30,-0.2071
2003-05-01,0.1482
2003-05-02,-0.296
2003-05-05,0.0742
2003-05-06,-0.42
2003-05-07,-0.4519
2003-05-08,0.0605
2003-05-09,0.3025
2003-05-12,-0.1809
2003-05-13,0.2417
2003-05-14,-0.6329
2003-05-15,1.1526
2003-05-16,2.099
2003-05-19,-0.7342
2003-05-20,1.2722
2003-05-21,0.3214
2003-05-22,1.2812999999999999
2003-05-23,3.364
2003-05-27,1.9471
2003-05-28,0.0
2003-05-29,-1.0914
2003-05-30,1.5448
2003-06-02,1.0594999999999999
2003-06-03,-0.3495
2003-06-04,0.4856
2003-06-05,-0.6711
2003-06-06,-1.3243
2003-06-09,0.5478
2003-06-10,0.8172
2003-06-11,1.8103
2003-06-12,-0.6369
2003-06-13,-0.5075
2003-06-16,2.6309
2003-06-17,-1.5433
2003-06-18,0.0266
2003-06-19,1.4607999999999999
2003-06-20,-0.5236
2003-06-23,0.0
2003-06-24,0.2105
2003-06-25,-0.7353
2003-06-26,1.6931
2003-06-27,-2.7055
2003-06-30,2.8075
2003-07-01,-0.026
2003-07-02,0.1561
2003-07-03,-0.2597
2003-07-07,-1.4062999999999999
2003-07-08,-1.6376
2003-07-09,-1.9603000000000002
2003-07-10,-1.7529
2003-07-11,0.7248
2003-07-14,0.1937
2003-07-15,-1.9613
2003-07-16,-1.6623999999999999
2003-07-17,-0.2292
2003-07-18,0.5457
2003-07-21,-1.7995
2003-07-22,0.4072
2003-07-23,0.0869
2003-07-24,0.6368
2003-07-25,-1.1504
2003-07-28,0.3782
2003-07-29,-0.7246
2003-07-30,0.8759
2003-07-31,-0.1737
2003-08-01,-0.5799
2003-08-04,-0.1167
2003-08-05,-7.4307
2003-08-06,1.4043999999999999
2003-08-07,-1.2905
2003-08-08,-0.7653
2003-08-11,-0.2249
2003-08-12,0.6441
2003-08-13,-0.32
2003-08-14,-0.4494
2003-08-15,-1.2899
2003-08-18,-9.3434
2003-08-19,0.7568
2003-08-20,4.3991
2003-08-21,-1.4731
2003-08-22,-1.5994000000000002
2003-08-25,0.8481
2003-08-26,2.2775
2003-08-27,0.1713
2003-08-28,0.0342
2003-08-29,0.0342
2003-09-02,2.8708
2003-09-03,0.8638
2003-09-04,0.2635
2003-09-05,-0.6242
2003-09-08,1.157
2003-09-09,2.0915
2003-09-10,1.8885999999999998
2003-09-11,-2.2934
2003-09-12,2.283
2003-09-15,-0.0943
2003-09-16,-0.7867
2003-09-17,-1.2368999999999999
2003-09-18,1.3809
2003-09-19,0.5702
2003-09-22,-1.0709
2003-09-23,-0.3184
2003-09-24,-0.7346
2003-09-25,0.4505
2003-09-26,1.6015000000000001
2003-09-29,1.6709
2003-09-30,-1.0853
2003-10-01,1.5674000000000001
2003-10-02,0.1543
2003-10-03,-0.5239
2003-10-06,0.1859
2003-10-07,-1.0513
2003-10-08,0.9375
2003-10-09,0.8669
2003-10-10,-1.2584
2003-10-13,0.9636
2003-10-14,1.6625999999999999
2003-10-15,0.3028
2003-10-16,0.2415
2003-10-17,-0.4819
2003-10-20,0.0
2003-10-21,0.4843
2003-10-22,0.0301
2003-10-23,1.3851
2003-10-24,1.0395
2003-10-27,0.2646
2003-10-28,0.1759
2003-10-29,0.7316
2003-10-30,0.9587
2003-10-31,-1.036
2003-11-03,0.9014
2003-11-04,-0.4323
2003-11-05,0.9407
2003-11-06,0.058
2003-11-07,-0.2028
2003-11-10,0.6676
2003-11-11,-0.1153
2003-11-12,0.0866
2003-11-13,-0.0577
2003-11-14,0.2886
2003-11-17,-0.4029
2003-11-18,-1.7913999999999999
2003-11-19,-2.0594
2003-11-20,1.2616
2003-11-21,-0.623
2003-11-24,0.0
2003-11-25,0.1194
2003-11-26,2.266
2003-11-28,1.0204
2003-12-01,0.8658
2003-12-02,-0.4292
2003-12-03,0.3736
2003-12-04,1.9468
2003-12-05,-0.9267
2003-12-08,0.9921
2003-12-09,-2.105
2003-12-10,-0.258
2003-12-11,-0.5461
2003-12-12,0.0
2003-12-15,-0.3179
2003-12-16,1.5367
2003-12-17,0.3998
2003-12-18,0.1706
2003-12-19,-0.8518
2003-12-22,0.7732
2003-12-23,-0.2558
2003-12-24,0.1994
2003-12-26,0.3412
2003-12-29,0.0283
2003-12-30,-0.3966
2003-12-31,0.1138
2004-01-02,0.3977
2004-01-05,1.047
2004-01-06,0.7561
2004-01-07,0.5281
2004-01-08,1.8247
2004-01-09,-1.1132
2004-01-12,-0.6041
2004-01-13,0.8011
2004-01-14,0.7673
2004-01-15,-0.2176
2004-01-16,0.8449
2004-01-20,-0.0811
2004-01-21,0.541
2004-01-22,-0.4574
2004-01-23,0.5405
2004-01-26,-0.5108
2004-01-27,-0.7566
2004-01-28,1.2524
2004-01-29,0.3227
2004-01-30,0.5629
2004-02-02,0.08
2004-02-03,0.6125
2004-02-04,-1.3367
2004-02-05,-1.897
2004-02-06,0.5525
2004-02-09,0.5495
2004-02-10,1.2022
2004-02-11,0.432
2004-02-12,0.672
2004-02-13,0.1602
2004-02-17,0.5065
2004-02-18,1.1936
2004-02-19,0.1048
2004-02-20,-0.707
2004-02-23,-0.5011
2004-02-24,-0.159
2004-02-25,0.7433
2004-02-26,0.2635
2004-02-27,1.5243
2004-03-01,0.0
2004-03-02,-0.5954
2004-03-03,0.0
2004-03-04,0.2604
2004-03-05,0.961
2004-03-08,-0.6432
2004-03-09,0.4402
2004-03-10,-1.6240999999999999
2004-03-11,-1.8606
2004-03-12,1.2016
2004-03-15,-0.1319
2004-03-16,0.7926
2004-03-17,1.4679
2004-03-18,-0.155
2004-03-19,0.0
2004-03-22,-0.1294
2004-03-23,0.0777
2004-03-24,0.6472
2004-03-25,0.0514
2004-03-26,0.2571
2004-03-29,0.0
2004-03-30,-0.0256
2004-03-31,0.2308
2004-04-01,0.3327
2004-04-02,-0.255
2004-04-05,0.0511
2004-04-06,0.1022
2004-04-07,-1.2254
2004-04-08,0.6979
2004-04-12,-1.2577
2004-04-13,-1.1957
2004-04-14,0.684
2004-04-15,0.8623
2004-04-16,0.0
2004-04-19,-0.1295
2004-04-20,-0.1556
2004-04-21,0.7015
2004-04-22,1.2642
2004-04-23,0.0
2004-04-26,0.1274
2004-04-27,-0.3053
2004-04-28,0.0
2004-04-29,-0.4084
2004-04-30,0.205
2004-05-03,0.6394
2004-05-04,-0.2795
2004-05-05,-0.7008
2004-05-06,-0.1555
2004-05-07,-2.4137
2004-05-10,-0.6649
2004-05-11,-0.8568
2004-05-12,0.135
2004-05-13,-0.4854
2004-05-14,1.0027
2004-05-17,-1.0464
2004-05-18,0.8677
2004-05-19,-0.5376
2004-05-20,0.7027
2004-05-21,-0.6441
2004-05-24,1.1075
2004-05-25,1.5228000000000002
2004-05-26,1.1579
2004-05-27,0.8325
2004-05-28,0.6192
