ticker,CMG UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-27,-4.0909
2006-01-30,6.1611
2006-01-31,6.0714
2006-02-01,-2.0202
2006-02-02,-3.8875
2006-02-03,4.0223
2006-02-06,2.4919000000000002
2006-02-07,-2.9973
2006-02-08,-1.1668
2006-02-09,-3.6948
2006-02-10,-3.9501
2006-02-13,-1.9617
2006-02-14,3.6644
2006-02-15,-0.6977
2006-02-16,4.0984
2006-02-17,-1.3498
2006-02-21,-1.7104
2006-02-22,1.7865
2006-02-23,4.3994
2006-02-24,1.8996
2006-02-27,-0.3
2006-02-28,-1.9987
2006-03-01,-0.2193
2006-03-02,0.5495
2006-03-03,-0.5902
2006-03-06,0.6816
2006-03-07,-1.7252999999999998
2006-03-08,-5.5556
2006-03-09,-2.4471
2006-03-10,1.5678
2006-03-13,3.0872
2006-03-14,12.1861
2006-03-15,6.7966999999999995
2006-03-16,5.845
2006-03-17,-2.1617
2006-03-20,-6.9996
2006-03-21,3.8131
2006-03-22,5.3846
2006-03-23,-1.6787999999999998
2006-03-24,1.1693
2006-03-27,-0.7705
2006-03-28,-1.6454
2006-03-29,1.3721999999999999
2006-03-30,2.7443
2006-03-31,-0.0361
2006-04-03,2.8706
2006-04-04,0.0351
2006-04-05,0.2632
2006-04-06,-2.8871
2006-04-07,-1.5314999999999999
2006-04-10,-1.6834
2006-04-11,1.6192
2006-04-12,-1.0073
2006-04-13,-1.9056
2006-04-17,1.9804
2006-04-18,-0.2774
2006-04-19,0.1484
2006-04-20,-1.5556
2006-04-21,0.4515
2006-04-24,-0.1685
2006-04-25,-2.176
2006-04-26,-2.0134
2006-04-27,-0.6262
2006-04-28,2.7767
2006-05-01,-1.0347
2006-05-02,5.6341
2006-05-03,0.8248
2006-05-04,1.0907
2006-05-05,2.3197
2006-05-08,4.1652000000000005
2006-05-09,13.1264
2006-05-10,-3.2811
2006-05-11,-1.0023
2006-05-12,-1.4485999999999999
2006-05-15,-1.7702
2006-05-16,2.8158
2006-05-17,0.4069
2006-05-18,-2.2911
2006-05-19,-1.3718
2006-05-22,-1.6335
2006-05-23,-0.0987
2006-05-24,-1.0039
2006-05-25,1.8288
2006-05-26,-0.5878
2006-05-30,-4.5985
2006-05-31,-0.5509
2006-06-01,3.8601
2006-06-02,0.95
2006-06-05,-2.7571
2006-06-06,-1.2564
2006-06-07,0.7737
2006-06-08,-2.2522
2006-06-09,-1.8153000000000001
2006-06-12,1.5110999999999999
2006-06-13,-1.6637
