ticker,RRD UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-06,0.8451
2009-08-07,8.7989
2009-08-10,1.733
2009-08-11,-0.6309
2009-08-12,2.3492
2009-08-13,3.9702
2009-08-14,-0.9547
2009-08-17,-2.3494
2009-08-18,4.1333
2009-08-19,0.7701
2009-08-20,2.5867
2009-08-21,3.3238
2009-08-24,-1.2202
2009-08-25,1.123
2009-08-26,0.6663
2009-08-27,0.4413
2009-08-28,-1.9769
2009-08-31,-0.056
2009-09-01,-3.5314
2009-09-02,1.3364
2009-09-03,0.344
2009-09-04,0.8571
2009-09-08,0.5666
2009-09-09,5.4648
2009-09-10,1.1218
2009-09-11,1.0037
2009-09-14,3.5042
2009-09-15,0.3032
2009-09-16,6.4484
2009-09-17,0.2366
2009-09-18,0.4249
2009-09-21,-2.2096999999999998
2009-09-22,4.375
2009-09-23,-2.9019
2009-09-24,-1.0436
2009-09-25,-1.9655
2009-09-28,4.6944
2009-09-29,0.2335
2009-09-30,-0.932
2009-10-01,-2.3989
2009-10-02,-2.5542
2009-10-05,4.451
2009-10-06,0.3788
2009-10-07,0.4717
2009-10-08,2.6761
2009-10-09,1.5089000000000001
2009-10-12,-0.8559
2009-10-13,-1.7719
2009-10-14,1.2951
2009-10-15,0.8219
2009-10-16,-1.1775
2009-10-19,1.0999
2009-10-20,0.136
2009-10-21,-1.7654999999999998
2009-10-22,2.1659
2009-10-23,-3.6085000000000003
2009-10-26,0.2808
2009-10-27,-0.4666
2009-10-28,-5.0164
2009-10-29,3.6525
2009-10-30,-4.381
2009-11-02,1.4442
2009-11-03,1.8655
2009-11-04,0.9639
2009-11-05,1.6229
2009-11-06,-1.4561
2009-11-09,1.5253
2009-11-10,-0.9506
2009-11-11,2.1593
2009-11-12,-0.1409
2009-11-13,0.8467
2009-11-16,1.2127
2009-11-17,0.3226
2009-11-18,-1.6996
2009-11-19,-2.9907
2009-11-20,-1.7823
2009-11-23,2.4522
2009-11-24,1.5318
2009-11-25,0.3772
2009-11-27,-2.9122
2009-11-30,-0.4354
2009-12-01,1.4577
2009-12-02,1.341
2009-12-03,-0.4726
2009-12-04,2.8015
2009-12-07,-0.2309
2009-12-08,-1.1574
2009-12-09,0.4684
2009-12-10,2.1911
2009-12-11,-0.2737
2009-12-14,1.1894
2009-12-15,0.4973
2009-12-16,0.1799
2009-12-17,-1.4818
2009-12-18,-1.4585
2009-12-21,1.3414
2009-12-22,1.4149
2009-12-23,0.9451
2009-12-24,-0.0446
