ticker,WDC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.4776
2000-01-04,14.0625
2000-01-05,-2.7397
2000-01-06,2.8169
2000-01-07,15.0685
2000-01-10,-4.7619
2000-01-11,-7.5
2000-01-12,-1.3514
2000-01-13,-6.8493
2000-01-14,5.8824
2000-01-18,12.5
2000-01-19,12.3457
2000-01-20,-2.1978
2000-01-21,-8.9888
2000-01-24,-6.1728
2000-01-25,5.2632
2000-01-26,1.25
2000-01-27,-4.9383
2000-01-28,-1.2987
2000-01-31,0.0
2000-02-01,-1.3158
2000-02-02,-1.3333
2000-02-03,9.4595
2000-02-04,0.0
2000-02-07,3.7037
2000-02-08,-2.3810000000000002
2000-02-09,-3.6585
2000-02-10,-2.5316
2000-02-11,-2.5974
2000-02-14,0.0
2000-02-15,-2.6667
2000-02-16,1.3699
2000-02-17,-1.3514
2000-02-18,-5.4795
2000-02-22,0.0
2000-02-23,-1.4493
2000-02-24,0.0
2000-02-25,-4.4118
2000-02-28,-1.5385
2000-02-29,12.5
2000-03-01,-1.3889
2000-03-02,7.0423
2000-03-03,-5.2632
2000-03-06,6.9444
2000-03-07,-6.4935
2000-03-08,1.3889
2000-03-09,19.1781
2000-03-10,-4.5977
2000-03-13,37.3494
2000-03-14,-6.1404
2000-03-15,-2.8037
2000-03-16,17.3077
2000-03-17,-1.6393
2000-03-20,-8.3333
2000-03-21,3.6364
2000-03-22,16.6667
2000-03-23,0.0
2000-03-24,3.7594
2000-03-27,-4.3478
2000-03-28,-6.8182
2000-03-29,-6.5041
2000-03-30,-4.3478
2000-03-31,8.1818
2000-04-03,-5.8824
2000-04-04,-8.0357
2000-04-05,19.4175
2000-04-06,0.813
2000-04-07,-2.4194
2000-04-10,-6.6116
2000-04-11,-5.3097
2000-04-12,-4.6729
2000-04-13,5.8824
2000-04-14,-11.1111
2000-04-17,-6.25
2000-04-18,10.0
2000-04-19,1.0101
2000-04-20,0.0
2000-04-24,-3.0
2000-04-25,15.4639
2000-04-26,-2.6786
2000-04-27,9.1743
2000-04-28,-6.7227
2000-05-01,0.0
2000-05-02,-4.5045
2000-05-03,0.9434
2000-05-04,-1.8692
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,-8.5714
2000-05-10,-3.125
2000-05-11,1.0753
2000-05-12,-2.1277
2000-05-15,3.2609
2000-05-16,-5.2632
2000-05-17,-7.7778
2000-05-18,1.2048
2000-05-19,-2.3810000000000002
2000-05-22,-2.439
2000-05-23,0.0
