ticker,ED UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.1739
2000-01-04,1.2963
2000-01-05,4.2048
2000-01-06,0.5263
2000-01-07,0.6981
2000-01-10,-2.5997
2000-01-11,-1.9573
2000-01-12,0.363
2000-01-13,-0.9042
2000-01-14,-1.6423
2000-01-18,-3.154
2000-01-19,1.9157
2000-01-20,-1.1278
2000-01-21,2.0913
2000-01-24,1.3035
2000-01-25,-2.9412000000000003
2000-01-26,2.6515
2000-01-27,-1.6604999999999999
2000-01-28,-2.2514
2000-01-31,0.3839
2000-02-01,0.5736
2000-02-02,-1.1407
2000-02-03,0.9615
2000-02-04,-1.7143000000000002
2000-02-07,-2.1318
2000-02-08,-0.198
2000-02-09,-0.1984
2000-02-10,1.1928
2000-02-11,0.7859
2000-02-14,-0.8343
2000-02-15,-0.6
2000-02-16,-0.8048
2000-02-17,-5.071
2000-02-18,-3.4188
2000-02-22,-1.3274
2000-02-23,-1.3453
2000-02-24,-2.7273
2000-02-25,-2.1028000000000002
2000-02-28,4.5346
2000-02-29,0.6849
2000-03-01,-1.5873
2000-03-02,0.4608
2000-03-03,0.4587
2000-03-06,0.2283
2000-03-07,0.6834
2000-03-08,-0.4525
2000-03-09,0.0
2000-03-10,-0.2273
2000-03-13,0.6834
2000-03-14,-0.4525
2000-03-15,5.9091000000000005
2000-03-16,6.4378
2000-03-17,-0.8065
2000-03-20,-0.2033
2000-03-21,-0.611
2000-03-22,-3.6885
2000-03-23,2.5532
2000-03-24,-2.9046
2000-03-27,-0.641
2000-03-28,-1.9355
2000-03-29,1.7544
2000-03-30,0.431
2000-03-31,-0.4292
2000-04-03,0.0
2000-04-04,4.0948
2000-04-05,-1.2422
2000-04-06,0.0
2000-04-07,-0.4193
2000-04-10,0.8421
2000-04-11,1.2526
2000-04-12,1.0309
2000-04-13,4.2857
2000-04-14,-1.9569
2000-04-17,1.996
2000-04-18,0.9785
2000-04-19,0.7752
2000-04-20,1.7308
2000-04-24,5.104
2000-04-25,2.518
2000-04-26,2.9825
2000-04-27,-0.6814
2000-04-28,-3.4305
2000-05-01,-1.9538
2000-05-02,-2.3551
2000-05-03,-0.1855
2000-05-04,2.0446
2000-05-05,-0.9107
2000-05-08,1.4706000000000001
2000-05-09,-0.7246
2000-05-10,1.0949
2000-05-11,1.2635
2000-05-12,-1.426
2000-05-15,1.396
2000-05-16,-2.5362
2000-05-17,-3.3457
2000-05-18,0.3846
2000-05-19,2.2989
2000-05-22,1.3109
