ticker,MI UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.8657
2000-01-04,-1.6026
2000-01-05,-1.4115
2000-01-06,2.9736000000000002
2000-01-07,3.4225
2000-01-10,-2.3785
2000-01-11,-3.072
2000-01-12,-6.8852
2000-01-13,0.7042
2000-01-14,3.4965
2000-01-18,-2.8153
2000-01-19,-3.5921
2000-01-20,-1.4423
2000-01-21,-1.3415
2000-01-24,-2.225
2000-01-25,-0.7585
2000-01-26,1.6561
2000-01-27,2.2556
2000-01-28,0.0
2000-01-31,0.4902
2000-02-01,0.9756
2000-02-02,2.7778
2000-02-03,-1.6451
2000-02-04,5.6152999999999995
2000-02-07,0.4525
2000-02-08,-2.8153
2000-02-09,-3.1286
2000-02-10,-0.8373
2000-02-11,-1.9300000000000002
2000-02-14,-3.075
2000-02-15,1.3959
2000-02-16,-2.1277
2000-02-17,-1.7903
2000-02-18,-2.3438
2000-02-22,0.8
2000-02-23,-3.1746
2000-02-24,-0.8197
2000-02-25,1.9062999999999999
2000-02-28,2.038
2000-02-29,-2.1305
2000-03-01,1.2245
2000-03-02,1.8817
2000-03-03,-0.6596
2000-03-06,-2.1248
2000-03-07,-3.2564
2000-03-08,-1.5428
2000-03-09,3.7037
2000-03-10,-0.1374
2000-03-13,-0.1376
2000-03-14,0.4132
2000-03-15,8.0933
2000-03-16,4.8223
2000-03-17,-1.6949
2000-03-20,-2.0936
2000-03-21,2.7673
2000-03-22,1.1016
2000-03-23,2.0581
2000-03-24,0.3559
2000-03-27,-2.0095
2000-03-28,2.6538
2000-03-29,-1.2926
2000-03-30,0.9524
2000-03-31,8.9623
2000-04-03,-4.2208
2000-04-04,-0.904
2000-04-05,-2.1665
2000-04-06,-0.3497
2000-04-07,-1.6374
2000-04-10,0.4756
2000-04-11,0.0
2000-04-12,1.4201
2000-04-13,-3.3839
2000-04-14,-7.1256
2000-04-17,1.9506000000000001
2000-04-18,2.9337
2000-04-19,-2.1066
2000-04-20,-1.0127
2000-04-24,0.2558
2000-04-25,2.9337
2000-04-26,-3.2218
2000-04-27,-4.0973
2000-04-28,-0.8011
2000-05-01,3.0956
2000-05-02,-1.1749
2000-05-03,-3.0383
2000-05-04,1.0899
2000-05-05,-1.8868
2000-05-08,0.8242
2000-05-09,3.2698
2000-05-10,-1.0554
2000-05-11,1.7332999999999998
2000-05-12,0.5242
2000-05-15,3.3898
2000-05-16,-1.2610000000000001
2000-05-17,-2.1711
2000-05-18,4.3081
2000-05-19,-4.005
