ticker,HWM UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-11-02,-5.1797
2016-11-03,-2.5084
2016-11-04,1.0863
2016-11-07,-1.9231
2016-11-08,0.9227
2016-11-09,0.6893
2016-11-10,5.2481
2016-11-11,2.2222
2016-11-14,1.2195
2016-11-15,4.2954
2016-11-16,-1.5068000000000001
2016-11-17,-0.5609
2016-11-18,2.1026
2016-11-21,1.3561
2016-11-22,-1.4371
2016-11-23,1.9607999999999999
2016-11-25,1.2327
2016-11-28,-1.8509
2016-11-29,-2.3821
2016-11-30,-1.9827
2016-12-01,1.1411
2016-12-02,0.9744
2016-12-05,2.8949
2016-12-06,0.2962
2016-12-07,2.7559
2016-12-08,0.1437
2016-12-09,4.2562999999999995
2016-12-12,-1.0092
2016-12-13,-1.8072
2016-12-14,-2.0765
2016-12-15,-0.9157
2016-12-16,-1.4591
2016-12-19,-1.1846
2016-12-20,0.3996
2016-12-21,-0.398
2016-12-22,0.2498
2016-12-23,-1.4449
2016-12-27,0.0
2016-12-28,-2.6795
2016-12-29,-2.8571
2016-12-30,-0.8556
2017-01-03,3.5059
2017-01-04,2.6576
2017-01-05,2.0305
2017-01-06,2.6368
2017-01-09,-1.1634
2017-01-10,1.5694
2017-01-11,1.8831
2017-01-12,-0.4739
2017-01-13,0.619
2017-01-17,-1.8457
2017-01-18,0.675
2017-01-19,2.0594
2017-01-20,-0.0939
2017-01-23,0.1879
2017-01-24,3.9381
2017-01-25,2.3455
2017-01-26,0.7492
2017-01-27,-1.1374
2017-01-30,-0.4425
2017-01-31,1.2889
2017-02-01,11.1891
2017-02-02,-0.3165
2017-02-03,2.7778
2017-02-06,1.1583
2017-02-07,1.6031
2017-02-08,2.5545
2017-02-09,2.4176
2017-02-10,5.9371
2017-02-13,0.1013
2017-02-14,-0.4384
2017-02-15,-1.0501
2017-02-16,0.9586
2017-02-17,1.4242
2017-02-21,1.2705
2017-02-22,0.8584
2017-02-23,-3.2079
2017-02-24,-0.8455
2017-02-27,-0.2729
2017-02-28,-1.5390000000000001
2017-03-01,2.6051
2017-03-02,-3.3852
2017-03-03,-1.5767
2017-03-06,-1.3884
2017-03-07,-2.5993
2017-03-08,-0.4818
2017-03-09,-1.3408
2017-03-10,1.2835
2017-03-13,-0.1118
2017-03-14,-0.4851
2017-03-15,2.2122
2017-03-16,0.2201
2017-03-17,0.6589
2017-03-20,1.0909
2017-03-21,-3.777
2017-03-22,-0.9346
2017-03-23,0.6792
2017-03-24,0.0
