ticker,1541931D UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,5.8008
2000-01-04,-5.006
2000-01-05,-1.1292
2000-01-06,-2.5381
2000-01-07,10.4167
2000-01-10,6.9575
2000-01-11,-6.8357
2000-01-12,3.5503
2000-01-13,2.7429
2000-01-14,6.1179
2000-01-18,1.2579
2000-01-19,-1.4493
2000-01-20,18.2773
2000-01-21,0.6217
2000-01-24,-1.7652
2000-01-25,2.0665
2000-01-26,-5.5458
2000-01-27,-1.8639000000000001
2000-01-28,-3.7037
2000-01-31,3.7475
2000-02-01,4.8479
2000-02-02,0.544
2000-02-03,8.2958
2000-02-04,-3.4138
2000-02-07,5.431
2000-02-08,0.8177
2000-02-09,-3.974
2000-02-10,3.0405
2000-02-11,-3.8525
2000-02-14,1.8755
2000-02-15,-0.9205
2000-02-16,3.4628
2000-02-17,4.4898
2000-02-18,-7.1094
2000-02-22,-5.635
2000-02-23,4.0998
2000-02-24,6.0788
2000-02-25,-6.6182
2000-02-28,-1.1236
2000-02-29,11.538499999999999
2000-03-01,6.1129
2000-03-02,-3.2496
2000-03-03,18.4733
2000-03-06,-3.0928
2000-03-07,-1.5957
2000-03-08,0.6757
2000-03-09,3.6242
2000-03-10,-2.2668
2000-03-13,-6.6269
2000-03-14,-0.071
2000-03-15,-4.0483
2000-03-16,1.9245
2000-03-17,0.2179
2000-03-20,-0.2899
2000-03-21,1.4535
2000-03-22,1.7191999999999998
2000-03-23,3.8028
2000-03-24,4.0706
2000-03-27,-2.4772
2000-03-28,-6.2166
2000-03-29,-3.2074
2000-03-30,-10.0147
2000-03-31,16.8576
2000-04-03,-8.1933
2000-04-04,4.0427
2000-04-05,1.393
2000-04-06,-2.3138
2000-04-07,9.3264
2000-04-10,-10.2911
2000-04-11,4.2264
2000-04-12,-4.9963999999999995
2000-04-13,-2.8201
2000-04-14,-8.9412
2000-04-17,16.3652
2000-04-18,12.4352
2000-04-19,-5.0691
2000-04-20,1.1789
2000-04-24,-1.5079
2000-04-25,10.0905
2000-04-26,-1.3274
2000-04-27,8.6483
2000-04-28,-3.5377
2000-05-01,1.7115
2000-05-02,-7.2716
2000-05-03,0.1296
2000-05-04,-0.5825
2000-05-05,3.776
2000-05-08,-3.2622
2000-05-09,-7.8469999999999995
2000-05-10,-9.0077
2000-05-11,5.4138
2000-05-12,-1.3206
2000-05-15,3.9405
2000-05-16,6.0086
2000-05-17,-3.2389
2000-05-18,-6.2064
2000-05-19,-5.0558
2000-05-22,5.0117
