ticker,DPZ UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-14,-0.4444
2004-07-15,2.9762
2004-07-16,-0.0723
2004-07-19,-2.2415
2004-07-20,3.0325
2004-07-21,-2.3689999999999998
2004-07-22,0.0
2004-07-23,-0.2941
2004-07-26,-2.6549
2004-07-27,-3.4091
2004-07-28,2.1961
2004-07-29,5.7559000000000005
2004-07-30,0.8708
2004-08-02,-1.4388
2004-08-03,1.7518
2004-08-04,0.0
2004-08-05,-0.3587
2004-08-06,-0.6479
2004-08-09,-0.7246
2004-08-10,0.6569
2004-08-11,-0.6526
2004-08-12,-0.5109
2004-08-13,-1.6875
2004-08-16,0.597
2004-08-17,-0.2226
2004-08-18,1.4126
2004-08-19,-2.4927
2004-08-20,2.5564
2004-08-23,1.5396
2004-08-24,-0.361
2004-08-25,0.0
2004-08-26,-0.7246
2004-08-27,2.4818
2004-08-30,-0.1425
2004-08-31,1.6404999999999998
2004-09-01,1.4035
2004-09-02,-1.0381
2004-09-03,-2.0979
2004-09-07,-0.9286
2004-09-08,-0.5768
2004-09-09,-0.0725
2004-09-10,4.2816
2004-09-13,-0.1392
2004-09-14,3.3449
2004-09-15,2.6298
2004-09-16,1.7083
2004-09-17,-1.8088
2004-09-20,0.3289
2004-09-21,0.9836
2004-09-22,-1.8831
2004-09-23,-0.9265
2004-09-24,0.4676
2004-09-27,-1.0638
2004-09-28,2.4866
2004-09-29,-1.3115
2004-09-30,-2.3256
2004-10-01,-0.6803
2004-10-04,2.6027
2004-10-05,2.2697
2004-10-06,3.7859
2004-10-07,0.0629
2004-10-08,0.2514
2004-10-11,0.3135
2004-10-12,-0.25
2004-10-13,1.2530999999999999
2004-10-14,-1.6707999999999998
2004-10-15,0.5664
2004-10-18,-0.5006
2004-10-19,-1.9497
2004-10-20,0.1283
2004-10-21,1.089
2004-10-22,0.4436
2004-10-25,0.5047
2004-10-26,-0.3139
2004-10-27,0.3778
2004-10-28,-0.0627
2004-10-29,2.9504
2004-11-01,2.439
2004-11-02,0.5952
2004-11-03,-0.1183
2004-11-04,-1.1848
2004-11-05,1.9184999999999999
2004-11-08,-1.1176
2004-11-09,-0.9518
2004-11-10,1.3213
2004-11-11,5.0978
2004-11-12,1.41
2004-11-15,-1.8354
2004-11-16,-1.4163999999999999
2004-11-17,0.5747
2004-11-18,-0.2857
2004-11-19,0.5731
2004-11-22,-0.2849
2004-11-23,1.9428999999999998
2004-11-24,0.0
2004-11-26,0.3924
2004-11-29,0.0279
