ticker,AWK UN Equity
2008-09-15,-3.4712
2008-09-16,0.2956
2008-09-17,-2.2102
2008-09-18,1.7077
2008-09-19,-1.2346
2008-09-22,-1.7
2008-09-23,-1.6277
2008-09-24,1.3444
2008-09-25,2.0408
2008-09-26,-4.25
2008-09-29,4.9608
2008-09-30,6.9652
2008-10-01,-6.186
2008-10-02,-0.2479
2008-10-03,-0.9443
2008-10-06,-2.0572
2008-10-07,0.5123
2008-10-08,-2.8033
2008-10-09,-1.9927000000000001
2008-10-10,-2.0867
2008-10-13,6.0109
2008-10-14,-1.3918
2008-10-15,-5.3842
2008-10-16,1.768
2008-10-17,3.8545
2008-10-20,3.2933
2008-10-21,-0.3543
2008-10-22,-3.6567
2008-10-23,-1.1597
2008-10-24,-3.9467
2008-10-27,-4.7196
2008-10-28,12.7622
2008-10-29,-3.5659
2008-10-30,6.4845
2008-10-31,2.0634
2008-11-03,0.1479
2008-11-04,-0.7878
2008-11-05,-3.3251
2008-11-06,-2.8234
2008-11-07,2.2187
2008-11-10,0.4134
2008-11-11,1.8528
2008-11-12,-4.3456
2008-11-13,10.3011
2008-11-14,-5.6513
2008-11-17,0.2564
2008-11-18,1.9437
2008-11-19,-3.1611
2008-11-20,-2.0725
2008-11-21,5.8201
2008-11-24,3.45
2008-11-25,0.6283
2008-11-26,-3.4582
2008-11-28,0.8955
2008-12-01,-5.9665
2008-12-02,-0.5244
2008-12-03,6.5366
2008-12-04,0.2969
2008-12-05,1.0853
2008-12-08,2.2938
2008-12-09,-1.145
2008-12-10,-0.2413
2008-12-11,0.1451
2008-12-12,-1.401
2008-12-15,1.1269
2008-12-16,1.4535
2008-12-17,4.2025
2008-12-18,-4.9496
2008-12-19,1.6876
2008-12-22,4.5993
2008-12-23,0.4533
2008-12-24,-1.083
2008-12-26,-0.6387
2008-12-29,-3.8567
2008-12-30,-5.6829
2008-12-31,5.7215
2009-01-02,1.1494
2009-01-05,-2.983
2009-01-06,0.0
2009-01-07,-2.2938
2009-01-08,0.8492
2009-01-09,2.5755
2009-01-12,-4.2009
2009-01-13,1.2097
2009-01-14,-0.8964
2009-01-15,2.2111
2009-01-16,0.5408
2009-01-20,-0.4401
2009-01-21,2.112
2009-01-22,-0.4329
2009-01-23,0.3865
2009-01-26,0.3369
2009-01-27,2.0144
2009-01-28,0.4231
2009-01-29,-1.03
2009-01-30,0.1892
2009-02-02,-1.983
2009-02-03,1.4451
2009-02-04,-1.6619000000000002
2009-02-05,0.9174
2009-02-06,0.622
2009-02-09,2.1398
2009-02-10,-1.1173
2009-02-11,-0.5179
2009-02-12,-0.3786
2009-02-13,-0.9976
2009-02-17,0.9205
2009-02-18,-1.2482
2009-02-19,0.8751
2009-02-20,-0.241
2009-02-23,-2.3670999999999998
2009-02-24,-2.2761
2009-02-25,-2.7342
2009-02-26,-3.6959999999999997
2009-02-27,0.2703
2009-03-02,-3.8814
2009-03-03,-5.6085
2009-03-04,2.0796
2009-03-05,-1.2806
2009-03-06,-0.8255
2009-03-09,-0.9512
2009-03-10,-0.7803
2009-03-11,1.0889
2009-03-12,-0.5984
2009-03-13,9.3317
2009-03-16,4.6806
2009-03-17,-3.9979
2009-03-18,2.0822
2009-03-19,-1.7713
2009-03-20,0.4918
2009-03-23,-1.8488
2009-03-24,0.2216
2009-03-25,1.6031
2009-03-26,0.7073
2009-03-27,0.2161
2009-03-30,-0.2695
2009-03-31,4.0
2009-04-01,-5.0416
2009-04-02,-0.4926
2009-04-03,0.8801
2009-04-06,-0.5453
2009-04-07,-0.3838
2009-04-08,1.2658
2009-04-09,-0.8696
2009-04-13,-3.0154
2009-04-14,-0.5088
2009-04-15,1.1364
2009-04-16,4.6629000000000005
2009-04-17,0.8588
2009-04-20,-1.5966
2009-04-21,-0.1082
2009-04-22,-2.0032
2009-04-23,-0.1657
2009-04-24,-0.3874
2009-04-27,2.2778
2009-04-28,-1.032
2009-04-29,1.0977
2009-04-30,-2.2801
2009-05-01,-2.2778
2009-05-04,0.1137
2009-05-05,0.2839
2009-05-06,2.8313
2009-05-07,0.9912
2009-05-08,1.145
2009-05-11,-0.3235
2009-05-12,-2.1092
2009-05-13,-1.0497
2009-05-14,-0.2233
2009-05-15,-3.1126
2009-05-18,0.4673
2009-05-19,0.4651
2009-05-20,-0.1157
2009-05-21,-0.7532
2009-05-22,-0.3503
2009-05-26,2.4605
2009-05-27,-3.0875
2009-05-28,1.6519
2009-05-29,0.2902
2009-06-01,-2.7778
2009-06-02,1.5476
2009-06-03,0.9965
2009-06-04,1.509
2009-06-05,-0.3431
2009-06-08,1.8933
2009-06-09,1.3514
2009-06-10,1.7222
2009-06-11,1.6931
2009-06-12,0.3222
2009-06-15,-1.0707
2009-06-16,-0.8117
2009-06-17,0.1637
2009-06-18,1.0349
2009-06-19,0.1617
2009-06-22,0.1076
2009-06-23,0.1613
2009-06-24,-0.4294
2009-06-25,1.2938
2009-06-26,1.4902
2009-06-29,0.9963
2009-06-30,-0.7788
2009-07-01,0.0
2009-07-02,-1.7268
2009-07-06,-0.852
2009-07-07,-1.3963
2009-07-08,0.1634
2009-07-09,-0.5982
2009-07-10,0.6565
2009-07-13,1.5760999999999998
2009-07-14,1.2841
2009-07-15,-2.5357
2009-07-16,0.7588
2009-07-17,0.6455
2009-07-20,0.8017
2009-07-21,-0.1591
2009-07-22,0.1062
2009-07-23,2.1751
2009-07-24,0.5192
2009-07-27,0.9814
2009-07-28,1.4322
2009-07-29,-0.4034
2009-07-30,-0.9114
2009-07-31,0.7154
2009-08-03,1.1669
2009-08-04,0.2508
2009-08-05,0.05
2009-08-06,-1.0
2009-08-07,1.6667
2009-08-10,1.2419
2009-08-11,-0.7851
2009-08-12,-3.4125
2009-08-13,-0.9729
2009-08-14,0.0517
2009-08-17,0.5747
2009-08-18,0.7273
2009-08-19,2.4239
2009-08-20,1.0574
2009-08-21,0.0997
2009-08-24,-0.5475
2009-08-25,1.3013
2009-08-26,1.1364
2009-08-27,-0.5374
2009-08-28,-0.7367
2009-08-31,-0.5443
2009-09-01,-0.6965
2009-09-02,-0.3507
2009-09-03,-0.553
2009-09-04,0.1517
2009-09-08,0.9086
2009-09-09,-0.4502
2009-09-10,0.201
2009-09-11,-0.6018
2009-09-14,0.4036
2009-09-15,1.3568
2009-09-16,1.289
2009-09-17,0.2447
2009-09-18,-1.123
2009-09-21,-0.1975
2009-09-22,-0.6927
2009-09-23,0.1495
2009-09-24,-1.3433
2009-09-25,-0.4539
2009-09-28,2.1783
2009-09-29,0.0992
2009-09-30,-1.2382
2009-10-01,-0.8526
2009-10-02,-1.214
2009-10-05,-0.4096
2009-10-06,0.2571
2009-10-07,0.4103
2009-10-08,0.5107
2009-10-09,0.5589
2009-10-12,1.5664
2009-10-13,-0.2488
2009-10-14,-1.1471
2009-10-15,-0.3027
2009-10-16,0.9615
2009-10-19,-0.2005
2009-10-20,-0.2009
2009-10-21,-0.4529
2009-10-22,0.6067
2009-10-23,-2.0603
2009-10-26,-1.0775
2009-10-27,-1.1411
2009-10-28,-0.0525
2009-10-29,0.8399
2009-10-30,-1.2493
2009-11-02,0.369
2009-11-03,1.5231
2009-11-04,-0.2587
2009-11-05,1.6078999999999999
2009-11-06,-0.1531
2009-11-09,4.8057
2009-11-10,-1.7561
2009-11-11,-1.142
2009-11-12,1.8081
2009-11-13,0.0987
2009-11-16,1.6757
2009-11-17,5.9256
2009-11-18,-0.9246
2009-11-19,0.1867
2009-11-20,-0.8384
2009-11-23,0.0
2009-11-24,2.5834
2009-11-25,0.7784
2009-11-27,0.0
2009-11-30,1.045
2009-12-01,0.1799
2009-12-02,-0.8977
2009-12-03,-1.2681
2009-12-04,0.0
2009-12-07,-0.1835
2009-12-08,-0.7353
2009-12-09,0.6481
2009-12-10,0.092
2009-12-11,1.4245999999999999
2009-12-14,0.0906
2009-12-15,-0.1358
2009-12-16,1.1786
2009-12-17,0.9857
2009-12-18,-0.5768
2009-12-21,1.2048
2009-12-22,-2.0723
2009-12-23,0.1801
2009-12-24,0.6742
2009-12-28,-0.2679
2009-12-29,0.5819
2009-12-30,0.356
2009-12-31,-0.6208
2010-01-04,1.071
2010-01-05,1.0155
2010-01-06,0.5245
2010-01-07,0.2174
2010-01-08,-0.2169
2010-01-11,1.0
2010-01-12,-0.4735
2010-01-13,0.4325
2010-01-14,-1.0336
2010-01-15,-1.6536
2010-01-19,-0.4425
2010-01-20,-0.2222
2010-01-21,-1.5145
2010-01-22,-0.2261
2010-01-25,0.408
2010-01-26,-0.5869
2010-01-27,0.0
2010-01-28,-1.6349
2010-01-29,0.6464
2010-02-01,1.5596
2010-02-02,-0.1807
2010-02-03,1.1764999999999999
2010-02-04,-2.7281
2010-02-05,-0.3218
2010-02-08,-0.3229
2010-02-09,-0.9718
2010-02-10,0.7944
2010-02-11,1.159
2010-02-12,1.5582
2010-02-16,0.7671
2010-02-17,0.4069
2010-02-18,1.3507
2010-02-19,1.6437
2010-02-22,-0.8304
2010-02-23,-1.0577
2010-02-24,-0.8463
2010-02-25,0.2246
2010-02-26,-0.2241
2010-03-01,-5.301
2010-03-02,-1.5655000000000001
2010-03-03,0.8193
2010-03-04,1.5774
2010-03-05,0.7529
2010-03-08,-0.2802
2010-03-09,-0.6089
2010-03-10,-0.7069
2010-03-11,-0.2373
2010-03-12,-0.2854
2010-03-15,0.6679
2010-03-16,-0.1422
2010-03-17,0.9492
2010-03-18,0.6112
2010-03-19,-0.7009
2010-03-22,-0.6588
2010-03-23,2.3685
2010-03-24,0.4165
2010-03-25,-0.8756
2010-03-26,-1.2086999999999999
2010-03-29,0.8471
2010-03-30,-0.28
2010-03-31,1.825
2010-04-01,0.2298
2010-04-05,1.5589
2010-04-06,-0.0451
2010-04-07,-1.9422000000000001
2010-04-08,-1.6582
2010-04-09,1.2646
2010-04-12,-0.3238
2010-04-13,-0.3248
2010-04-14,-0.1862
2010-04-15,-0.0466
2010-04-16,0.1867
2010-04-19,-1.1644
2010-04-20,1.0839
2010-04-21,0.8858
2010-04-22,-0.9704
2010-04-23,-0.3266
2010-04-26,-1.4045
2010-04-27,-1.0921
2010-04-28,1.9683000000000002
2010-04-29,2.1186
2010-04-30,0.4149
2010-05-03,0.7346
2010-05-04,0.2735
2010-05-05,0.0455
2010-05-06,-2.7715
2010-05-07,-3.2243
2010-05-10,5.8909
2010-05-11,-1.2768
2010-05-12,0.2309
2010-05-13,0.2304
2010-05-14,-0.7356
2010-05-17,-0.421
2010-05-18,-1.7379
2010-05-19,-1.2906
2010-05-20,-3.3898
2010-05-21,0.7018
2010-05-24,-0.1991
2010-05-25,-0.1995
2010-05-26,-0.05
2010-05-27,1.4
2010-05-28,0.2959
2010-06-01,-1.5733000000000001
2010-06-02,0.999
2010-06-03,0.9397
2010-06-04,-2.4008
2010-06-07,0.0
2010-06-08,1.4558
2010-06-09,-0.5443
2010-06-10,-0.4478
2010-06-11,0.4498
2010-06-14,2.7861000000000002
2010-06-15,0.9681
2010-06-16,0.1438
2010-06-17,0.9574
2010-06-18,3.082
2010-06-21,-1.3338999999999999
2010-06-22,-1.6317
2010-06-23,-0.6161
2010-06-24,-0.8107
2010-06-25,1.0577
2010-06-28,0.7612
2010-06-29,-1.983
2010-06-30,-0.7707
2010-07-01,-2.9126
2010-07-02,0.15
2010-07-06,1.2981
2010-07-07,3.8935
2010-07-08,0.6167
2010-07-09,0.0943
2010-07-12,-0.8008
2010-07-13,0.2849
2010-07-14,0.7576
2010-07-15,0.3759
2010-07-16,-2.4345
2010-07-19,1.0557
2010-07-20,1.8993
2010-07-21,-2.1901
2010-07-22,1.858
2010-07-23,-0.1871
2010-07-26,1.7807
2010-07-27,0.5525
2010-07-28,-1.3277999999999999
2010-07-29,-1.3921000000000001
2010-07-30,0.6118
2010-08-02,1.9645000000000001
2010-08-03,-1.1009
2010-08-04,0.0928
2010-08-05,4.8193
2010-08-06,-0.2653
2010-08-09,0.1773
2010-08-10,0.9735
2010-08-11,-0.4382
2010-08-12,-1.0563
2010-08-13,0.8007
2010-08-16,-1.5004
2010-08-17,1.0407
2010-08-18,-0.2687
2010-08-19,-0.8083
2010-08-20,-0.0453
2010-08-23,-0.3623
2010-08-24,-0.2273
2010-08-25,3.2346
2010-08-26,0.1324
2010-08-27,0.2204
2010-08-30,-0.6157
2010-08-31,-0.0885
2010-09-01,2.0372
2010-09-02,0.9549
2010-09-03,0.3439
2010-09-07,-1.9708999999999999
2010-09-08,-1.6608
2010-09-09,0.2667
2010-09-10,0.2216
2010-09-13,0.7077
2010-09-14,0.0439
2010-09-15,0.3073
2010-09-16,-0.5252
2010-09-17,1.8037999999999998
2010-09-20,0.2161
2010-09-21,-0.5606
2010-09-22,0.7806
2010-09-23,-0.8606
2010-09-24,1.9531
2010-09-27,-0.6811
2010-09-28,-0.2572
2010-09-29,-0.9024
2010-09-30,0.9107
2010-10-01,1.1173
2010-10-04,-0.255
2010-10-05,0.9374
2010-10-06,0.2111
2010-10-07,0.1264
2010-10-08,-0.2945
2010-10-11,-0.1688
2010-10-12,0.2536
2010-10-13,-1.054
2010-10-14,0.213
2010-10-15,0.5102
2010-10-18,0.0423
2010-10-19,0.3383
2010-10-20,0.5478
2010-10-21,-0.5029
2010-10-22,-0.2527
2010-10-25,-0.549
2010-10-26,0.3397
2010-10-27,1.1426
2010-10-28,0.0
2010-10-29,-0.0837
2010-11-01,-0.6281
2010-11-02,0.59
2010-11-03,0.9636
2010-11-04,1.8256999999999999
2010-11-05,1.1002
2010-11-08,-0.3628
2010-11-09,-1.1327
2010-11-10,1.2684
2010-11-11,0.5253
2010-11-12,-1.5272999999999999
2010-11-15,1.4694
2010-11-16,-2.4939999999999998
2010-11-17,0.4163
2010-11-18,-0.7877
2010-11-19,1.3372
2010-11-22,0.1649
2010-11-23,0.6175
2010-11-24,0.8183
2010-11-26,0.6088
2010-11-29,-1.0085
2010-11-30,-0.1222
2010-12-01,1.1016
2010-12-02,0.8878
2010-12-03,-0.32
2010-12-06,0.1605
2010-12-07,-0.7212
2010-12-08,-0.0807
2010-12-09,0.5654
2010-12-10,-0.7229
2010-12-13,1.1327
2010-12-14,-0.24
2010-12-15,-0.1203
2010-12-16,1.2043
2010-12-17,0.0793
2010-12-20,1.1494
2010-12-21,-1.0972
2010-12-22,-0.1585
2010-12-23,0.7937
2010-12-27,0.0394
2010-12-28,0.3935
2010-12-29,0.8624
2010-12-30,-1.1271
2010-12-31,-0.5896
2011-01-03,0.9885
2011-01-04,0.509
2011-01-05,-0.5454
2011-01-06,-1.1751
2011-01-07,1.744
2011-01-10,-0.6233
2011-01-11,-0.588
2011-01-12,0.8675
2011-01-13,0.3909
2011-01-14,1.1682
2011-01-18,-2.1555
2011-01-19,0.4327
2011-01-20,0.5092
2011-01-21,-0.2728
2011-01-24,1.2114
2011-01-25,0.1931
2011-01-26,0.7707
2011-01-27,-0.9943
2011-01-28,-1.9699
2011-01-31,0.4728
2011-02-01,0.6667
2011-02-02,2.0647
2011-02-03,1.6794
2011-02-04,0.3378
2011-02-07,0.2619
2011-02-08,-0.6343
2011-02-09,-0.2629
2011-02-10,-0.3765
2011-02-11,0.6047
2011-02-14,1.4275
2011-02-15,1.0
2011-02-16,0.6601
2011-02-17,0.3305
2011-02-18,1.8668
2011-02-22,-1.2576
2011-02-23,-0.2911
2011-02-24,-1.1679
2011-02-25,1.0709
2011-02-28,1.3518
2011-03-01,-1.0094
2011-03-02,0.8376
2011-03-03,1.8418
2011-03-04,-1.8085
2011-03-07,-0.1445
2011-03-08,0.868
2011-03-09,-0.0717
2011-03-10,-1.6864
2011-03-11,0.1825
2011-03-14,0.1821
2011-03-15,-2.0364
2011-03-16,0.6682
2011-03-17,-0.4425
2011-03-18,0.1111
2011-03-21,1.7388
2011-03-22,-0.2909
2011-03-23,-0.0729
2011-03-24,1.0584
2011-03-25,0.325
2011-03-28,-1.0079
2011-03-29,0.6182
2011-03-30,1.0119
2011-03-31,0.3578
2011-04-01,0.9269
2011-04-04,0.4945
2011-04-05,-0.1054
2011-04-06,1.0556
2011-04-07,-0.383
2011-04-08,-0.3146
2011-04-11,-0.561
2011-04-12,-1.6219999999999999
2011-04-13,0.9677
2011-04-14,0.6745
2011-04-15,1.0931
2011-04-18,-1.0464
2011-04-19,0.0352
2011-04-20,0.3524
2011-04-21,-0.5969
2011-04-25,0.0706
2011-04-26,1.1648
2011-04-27,1.5003
2011-04-28,0.3438
2011-04-29,0.6509
2011-05-02,0.4425
2011-05-03,0.1017
2011-05-04,-0.7109
2011-05-05,-0.4432
2011-05-06,0.274
2011-05-09,1.2295
2011-05-10,3.2726
2011-05-11,-3.0709
2011-05-12,0.1348
2011-05-13,-1.1444
2011-05-16,-1.2598
2011-05-17,-0.0695
2011-05-18,0.5563
2011-05-19,1.4177
2011-05-20,0.2387
2011-05-23,-1.2925
2011-05-24,-0.0345
2011-05-25,2.6198
2011-05-26,0.3695
2011-05-27,-0.2008
2011-05-31,0.6372
2011-06-01,-1.3329
2011-06-02,-0.6417
2011-06-03,-1.2576
2011-06-06,-0.895
2011-06-07,-0.1389
2011-06-08,0.0
2011-06-09,-0.7652
2011-06-10,0.2103
2011-06-13,0.7345
2011-06-14,1.0764
2011-06-15,-1.1336
2011-06-16,0.0
2011-06-17,1.2509000000000001
2011-06-20,0.4804
2011-06-21,0.2732
2011-06-22,-0.2044
2011-06-23,0.3754
2011-06-24,-0.578
2011-06-27,-0.2394
2011-06-28,0.6856
2011-06-29,1.5662
2011-06-30,-1.2739
2011-07-01,2.2071
2011-07-05,-0.6312
2011-07-06,0.3343
2011-07-07,0.4998
2011-07-08,0.0
2011-07-11,-1.6578
2011-07-12,-0.3372
2011-07-13,0.3721
2011-07-14,-0.8763
2011-07-15,0.408
2011-07-18,-1.3207
2011-07-19,0.3432
2011-07-20,0.4788
2011-07-21,1.0892
2011-07-22,-0.7407
2011-07-25,-0.7802
2011-07-26,-0.8889
2011-07-27,-2.5526
2011-07-28,0.0708
2011-07-29,-0.9551
2011-08-01,0.1786
2011-08-02,-1.4617
2011-08-03,2.3517
2011-08-04,-2.439
2011-08-05,-0.6884
2011-08-08,-6.7858
2011-08-09,9.002
2011-08-10,-2.8725
2011-08-11,6.3758
2011-08-12,-1.0515
2011-08-15,2.9756
2011-08-16,-0.5848
2011-08-17,-1.0035
2011-08-18,-2.4816
2011-08-19,-2.4013999999999998
2011-08-22,1.0283
2011-08-23,1.7812000000000001
2011-08-24,2.8214
2011-08-25,-0.8684
2011-08-26,1.6819
2011-08-29,1.6196000000000002
2011-08-30,0.2374
2011-08-31,0.7442
2011-09-01,-0.4365
2011-09-02,-0.5396
2011-09-06,-1.1868
2011-09-07,1.4413
2011-09-08,0.3383
2011-09-09,-3.3041
2011-09-12,-0.5579
2011-09-13,1.087
2011-09-14,2.428
2011-09-15,0.8127
2011-09-16,-0.2687
2011-09-19,-0.6399
2011-09-20,2.2712
2011-09-21,0.3977
2011-09-22,-0.7263
2011-09-23,-0.9312
2011-09-26,1.6113
2011-09-27,0.7598
2011-09-28,-1.2131
2011-09-29,0.7634
2011-09-30,-0.5929
2011-10-03,-3.0152
2011-10-04,0.615
2011-10-05,-0.781
2011-10-06,1.0267
2011-10-07,-0.5081
2011-10-10,2.5196
2011-10-11,-0.0996
2011-10-12,-2.1609
2011-10-13,1.597
2011-10-14,-0.2676
2011-10-17,1.0731
2011-10-18,0.7299
2011-10-19,0.9223
2011-10-20,-0.2937
2011-10-21,-0.1309
2011-10-24,1.3766
2011-10-25,-3.3301
2011-10-26,-0.7692
2011-10-27,2.2919
2011-10-28,0.2636
2011-10-31,0.3286
2011-11-01,-2.3911
2011-11-02,1.0067
2011-11-03,2.99
2011-11-04,-1.3226
2011-11-07,1.9614
2011-11-08,-0.0962
2011-11-09,-1.0911
2011-11-10,1.2005
2011-11-11,-0.0962
2011-11-14,-0.7381
2011-11-15,0.4203
2011-11-16,-0.8693
2011-11-17,-0.6545
2011-11-18,0.2964
2011-11-21,-0.1642
2011-11-22,-0.5592
2011-11-23,-1.3232
2011-11-25,-0.0335
2011-11-28,0.3689
2011-11-29,2.4724
2011-11-30,1.3042
2011-12-01,1.0621
2011-12-02,-0.0318
2011-12-05,0.7646
2011-12-06,0.0632
2011-12-07,-1.8009
2011-12-08,-0.3218
2011-12-09,0.3228
2011-12-12,-0.1931
2011-12-13,-0.2257
2011-12-14,-1.874
2011-12-15,1.811
2011-12-16,1.0996
2011-12-19,-0.9597
2011-12-20,1.4535
2011-12-21,1.2416
2011-12-22,0.0943
2011-12-23,0.8168
2011-12-27,1.4335
2011-12-28,-2.1198
2011-12-29,1.0044
2011-12-30,-0.9944
2012-01-03,-1.1613
2012-01-04,-0.3493
2012-01-05,0.9879
2012-01-06,0.6627
2012-01-09,-0.2508
2012-01-10,-1.3514
2012-01-11,1.115
2012-01-12,0.6616
2012-01-13,-0.0626
2012-01-17,1.3780000000000001
2012-01-18,0.2162
2012-01-19,1.5105
2012-01-20,-0.1215
2012-01-23,0.0304
2012-01-24,-0.7295
2012-01-25,0.7348
2012-01-26,1.5198
2012-01-27,0.2096
2012-01-30,0.2988
2012-01-31,0.4766
2012-02-01,0.5336
2012-02-02,0.0891
2012-02-03,0.5933
2012-02-06,-0.118
2012-02-07,1.24
2012-02-08,0.5249
2012-02-09,-0.5512
2012-02-10,-0.846
2012-02-13,-0.1177
2012-02-14,0.0884
2012-02-15,-0.9123
2012-02-16,1.2771
2012-02-17,-0.8211
2012-02-21,-0.9462
2012-02-22,0.4776
2012-02-23,1.3666
2012-02-24,-0.5862
2012-02-27,-0.059
2012-02-28,-0.5015
2012-02-29,1.6306
2012-03-01,-0.2625
2012-03-02,-0.9067
2012-03-05,0.5608
2012-03-06,-1.4969000000000001
2012-03-07,1.1025
2012-03-08,-0.2063
2012-03-09,0.4725
2012-03-12,0.2352
2012-03-13,0.8504
2012-03-14,-1.1631
2012-03-15,-0.1471
2012-03-16,-0.4125
2012-03-19,-1.213
2012-03-20,0.1198
2012-03-21,0.0598
2012-03-22,0.1196
2012-03-23,0.4479
2012-03-26,1.1296
2012-03-27,0.0588
2012-03-28,-0.7932
2012-03-29,1.0364
2012-03-30,-0.2638
2012-04-02,0.9403
2012-04-03,0.262
2012-04-04,-1.4228
2012-04-05,-0.4124
2012-04-09,-0.9169
2012-04-10,-1.2836
2012-04-11,0.0907
2012-04-12,0.8157
2012-04-13,-0.9589
2012-04-16,0.0605
2012-04-17,0.9072
2012-04-18,0.5993
2012-04-19,-0.06
2012-04-20,1.3505
2012-04-23,-1.8063
2012-04-24,1.538
2012-04-25,1.0098
2012-04-26,0.7351
2012-04-27,0.934
2012-04-30,-0.9832
2012-05-01,0.6717
2012-05-02,-0.4642
2012-05-03,-0.6121
2012-05-04,0.0
2012-05-07,-0.2639
2012-05-08,-0.4116
2012-05-09,0.4724
2012-05-10,0.9991
2012-05-11,-0.1164
2012-05-14,-1.3691
2012-05-15,-0.2067
2012-05-16,-0.1184
2012-05-17,-1.4222000000000001
2012-05-18,-0.7815
2012-05-21,0.515
2012-05-22,0.9042
2012-05-23,0.0597
2012-05-24,2.209
2012-05-25,-0.5257
2012-05-29,0.7927
2012-05-30,-0.9904
2012-05-31,0.6472
2012-06-01,-0.1462
2012-06-04,-0.8489
2012-06-05,0.9743
2012-06-06,2.193
2012-06-07,-1.8026
2012-06-08,0.0
2012-06-11,-1.4277
2012-06-12,0.473
2012-06-13,-0.559
2012-06-14,0.5325
2012-06-15,-0.824
2012-06-18,0.5935
2012-06-19,-0.2655
2012-06-20,-0.769
2012-06-21,-0.2683
2012-06-22,-0.3586
2012-06-25,-0.5399
2012-06-26,0.4222
2012-06-27,1.4414
2012-06-28,0.7401
2012-06-29,0.7346
2012-07-02,1.1377
2012-07-03,1.1537
2012-07-05,-0.2872
2012-07-06,-0.0288
2012-07-09,0.3457
2012-07-10,0.6604
2012-07-11,-0.4564
2012-07-12,0.0573
2012-07-13,1.6609
2012-07-16,-0.1408
2012-07-17,0.4231
2012-07-18,1.0955
2012-07-19,-0.1667
2012-07-20,0.3896
2012-07-23,0.7208
2012-07-24,-0.1927
2012-07-25,-1.7099
2012-07-26,0.7856
2012-07-27,1.9766
2012-07-30,0.2184
2012-07-31,-1.2530999999999999
2012-08-01,0.0
2012-08-02,0.0
2012-08-03,3.7793
2012-08-06,1.4354
2012-08-07,-0.7075
2012-08-08,-1.7947
2012-08-09,1.7737
2012-08-10,-0.2112
2012-08-13,0.344
2012-08-14,0.5011
2012-08-15,0.6298
2012-08-16,-0.8344
2012-08-17,-0.6574
2012-08-20,-0.7411
2012-08-21,-0.6933
2012-08-22,0.2148
2012-08-23,-0.268
2012-08-24,0.4567
2012-08-27,0.0267
2012-08-28,0.1872
2012-08-29,-0.2936
2012-08-30,-0.9904
2012-08-31,-0.3244
2012-09-04,1.3832
2012-09-05,-1.2039
2012-09-06,2.0309
2012-09-07,-1.0616
2012-09-10,0.0805
2012-09-11,0.2144
2012-09-12,-0.2942
2012-09-13,-0.2414
2012-09-14,-3.5762
2012-09-17,-0.6135
2012-09-18,1.3187
2012-09-19,0.72
2012-09-20,0.9348
2012-09-21,0.2724
2012-09-24,1.304
2012-09-25,-0.7777
