ticker,ANRZQ UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-02-16,8.4178
2005-02-17,1.626
2005-02-18,-0.84
2005-02-22,-1.5732
2005-02-23,3.2787
2005-02-24,4.7222
2005-02-25,1.7431
2005-02-28,-3.1657
2005-03-01,-3.8846
2005-03-02,1.6407
2005-03-03,3.9370000000000003
2005-03-04,5.1136
2005-03-07,4.3243
2005-03-08,-2.2453
2005-03-09,-4.735
2005-03-10,-2.2626
2005-03-11,0.9488
2005-03-14,1.5038
2005-03-15,3.1481
2005-03-16,3.1957
2005-03-17,0.5567
2005-03-18,3.1834
2005-03-21,0.7378
2005-03-22,-2.5965
2005-03-23,-4.648
2005-03-24,1.9713
2005-03-28,-1.3357
2005-03-29,-2.6719
2005-03-30,2.8184
2005-03-31,2.0648
2005-04-01,0.279
2005-04-04,-2.6087
2005-04-05,-2.1429
2005-04-06,0.5474
2005-04-07,-1.3067
2005-04-08,-4.4502
2005-04-11,-2.0785
2005-04-12,-2.0833
2005-04-13,-3.5728999999999997
2005-04-14,-7.2856
2005-04-15,2.3799
2005-04-18,4.1228
2005-04-19,5.3075
2005-04-20,-3.44
2005-04-21,3.5625999999999998
2005-04-22,-1.6400000000000001
2005-04-25,3.7007
2005-04-26,-2.9412000000000003
2005-04-27,-4.9697
2005-04-28,-3.0612
2005-04-29,1.5351
2005-05-02,2.8942
2005-05-03,-0.3778
2005-05-04,5.1411999999999995
2005-05-05,2.4449
2005-05-06,2.8951000000000002
2005-05-09,1.5209000000000001
2005-05-10,-4.8689
2005-05-11,-0.5906
2005-05-12,-6.9307
2005-05-13,-2.8510999999999997
2005-05-16,0.4818
2005-05-17,-1.3078
2005-05-18,2.606
2005-05-19,0.2583
2005-05-20,-2.705
2005-05-23,0.9267
2005-05-24,0.5684
2005-05-25,-0.6522
2005-05-26,4.07
2005-05-27,0.5046
2005-05-31,0.0
2005-06-01,2.1757
2005-06-02,-1.4742
2005-06-03,-0.2494
2005-06-06,1.0417
2005-06-07,-1.732
2005-06-08,-3.1473
2005-06-09,-1.6463999999999999
2005-06-10,0.0881
2005-06-13,1.6724999999999999
2005-06-14,6.1905
2005-06-15,-0.4892
2005-06-16,0.5735
2005-06-17,-0.5295
2005-06-20,1.8837000000000002
2005-06-21,-0.3617
2005-06-22,-1.7346
2005-06-23,-3.3251
2005-06-24,-4.2463
2005-06-27,2.306
2005-06-28,1.7772000000000001
2005-06-29,0.2129
2005-06-30,1.4875
2005-07-01,1.9263
2005-07-05,1.8899
