ticker,BDK UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.7081
2000-01-04,-1.7391
2000-01-05,-0.2528
2000-01-06,0.2535
2000-01-07,0.0
2000-01-10,-2.2756
2000-01-11,-2.0699
2000-01-12,0.6605
2000-01-13,-0.1312
2000-01-14,-0.657
2000-01-18,-0.6614
2000-01-19,-2.1305
2000-01-20,-5.9864
2000-01-21,-3.1838
2000-01-24,0.0
2000-01-25,-5.0822
2000-01-26,-1.7323
2000-01-27,1.9231
2000-01-28,-5.3459
2000-01-31,6.4784
2000-02-01,2.8081
2000-02-02,-1.3657
2000-02-03,0.0
2000-02-04,-5.6923
2000-02-07,5.8728
2000-02-08,-3.2357
2000-02-09,-3.0255
2000-02-10,0.1642
2000-02-11,-0.8197
2000-02-14,-2.6446
2000-02-15,3.056
2000-02-16,0.3295
2000-02-17,-1.8062
2000-02-18,-7.0234
2000-02-22,-2.518
2000-02-23,7.0111
2000-02-24,-4.6552
2000-02-25,-5.0633
2000-02-28,2.0952
2000-02-29,-1.6791
2000-03-01,-3.6052999999999997
2000-03-02,0.1969
2000-03-03,0.1965
2000-03-06,-2.3529
2000-03-07,-4.4177
2000-03-08,4.4118
2000-03-09,7.2435
2000-03-10,-4.1276
2000-03-13,-1.7612999999999999
2000-03-14,2.7888
2000-03-15,7.155
2000-03-16,10.526299999999999
2000-03-17,-4.4335
2000-03-20,-1.0309
2000-03-21,-0.8681
2000-03-22,-1.4011
2000-03-23,0.1776
2000-03-24,-2.305
2000-03-27,-0.1815
2000-03-28,-2.1818
2000-03-29,8.1784
2000-03-30,-0.8591
2000-03-31,4.1594
2000-04-03,0.6656
2000-04-04,-1.3223
2000-04-05,-2.0101
2000-04-06,2.3932
2000-04-07,2.3372
2000-04-10,-0.8157
2000-04-11,1.3158
2000-04-12,2.1104
2000-04-13,-0.159
2000-04-14,-6.8471
2000-04-17,2.906
2000-04-18,-2.8239
2000-04-19,-3.7607
2000-04-20,11.0124
2000-04-24,8.16
2000-04-25,0.2959
2000-04-26,-2.3599
2000-04-27,0.7553
2000-04-28,0.8996
2000-05-01,3.5661
2000-05-02,-3.5868
2000-05-03,-3.2738
2000-05-04,-1.8462
2000-05-05,2.1944
2000-05-08,-2.7607
2000-05-09,0.3155
2000-05-10,0.1572
2000-05-11,3.9246
2000-05-12,-0.6042
2000-05-15,-0.304
2000-05-16,2.439
2000-05-17,-0.4464
2000-05-18,1.6442
2000-05-19,-5.0
2000-05-22,-1.548
