ticker,FITB UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.77
2000-01-04,-4.2039
2000-01-05,-1.4939
2000-01-06,3.5071
2000-01-07,-0.641
2000-01-10,-2.6267
2000-01-11,-2.9815
2000-01-12,-0.5854
2000-01-13,2.8459
2000-01-14,1.3359
2000-01-18,-2.0716
2000-01-19,-4.9038
2000-01-20,-2.9323
2000-01-21,0.2083
2000-01-24,-4.0021
2000-01-25,4.9269
2000-01-26,4.3344
2000-01-27,1.1869
2000-01-28,-1.564
2000-01-31,5.4618
2000-02-01,-2.919
2000-02-02,-3.0068
2000-02-03,4.7
2000-02-04,-4.8711
2000-02-07,-0.6024
2000-02-08,0.101
2000-02-09,-2.22
2000-02-10,-0.516
2000-02-11,-0.3631
2000-02-14,-3.3837
2000-02-15,1.2931
2000-02-16,0.7979
2000-02-17,-3.1135
2000-02-18,-3.3769
2000-02-22,-1.8037999999999998
2000-02-23,-2.8703
2000-02-24,-0.8274
2000-02-25,-4.41
2000-02-28,5.2369
2000-02-29,-1.3033000000000001
2000-03-01,-3.8415
2000-03-02,-1.2484
2000-03-03,-0.5057
2000-03-06,-4.9555
2000-03-07,-1.3369
2000-03-08,-2.439
2000-03-09,5.0347
2000-03-10,-2.9421
2000-03-13,0.2725
2000-03-14,5.2989
2000-03-15,9.4194
2000-03-16,11.2028
2000-03-17,2.2269
2000-03-20,-5.6017
2000-03-21,4.9451
2000-03-22,0.9424
2000-03-23,4.668
2000-03-24,0.5946
2000-03-27,-1.9704000000000002
2000-03-28,2.1106
2000-03-29,-1.0984
2000-03-30,-1.6983000000000001
2000-03-31,2.439
2000-04-03,6.5476
2000-04-04,-3.0261
2000-04-05,-2.8325
2000-04-06,1.9022000000000001
2000-04-07,-3.7091
2000-04-10,3.6254
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,-1.5549
2000-04-14,-6.7127
2000-04-17,4.8677
2000-04-18,4.9445
2000-04-19,-3.0769
2000-04-20,0.9921
2000-04-24,1.498
2000-04-25,5.2988
2000-04-26,-3.6765
2000-04-27,-3.1489
2000-04-28,-0.4926
2000-05-01,0.099
2000-05-02,0.2967
2000-05-03,-3.7475
2000-05-04,-3.6885
2000-05-05,0.6383
2000-05-08,3.0655
2000-05-09,1.9487
2000-05-10,-0.503
2000-05-11,3.9434
2000-05-12,2.9183
2000-05-15,1.1342
2000-05-16,-0.9346
2000-05-17,-1.1320999999999999
2000-05-18,2.1947
2000-05-19,-1.8674
2000-05-22,2.6641
