ticker,605555Q UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.8214
2000-01-04,5.176
2000-01-05,-3.7401999999999997
2000-01-06,3.0675
2000-01-07,5.3571
2000-01-10,-1.3183
2000-01-11,3.4351
2000-01-12,-2.7675
2000-01-13,-2.0873
2000-01-14,-4.4574
2000-01-18,4.2596
2000-01-19,5.0584
2000-01-20,-5.0
2000-01-21,-0.1949
2000-01-24,-4.1016
2000-01-25,-0.8147
2000-01-26,2.0534
2000-01-27,0.6036
2000-01-28,-3.8
2000-01-31,2.9106
2000-02-01,1.6162
2000-02-02,-0.994
2000-02-03,0.2008
2000-02-04,2.4048
2000-02-07,-6.8493
2000-02-08,2.1008
2000-02-09,1.6461000000000001
2000-02-10,-4.251
2000-02-11,-1.0571
2000-02-14,-2.3504
2000-02-15,2.407
2000-02-16,-0.4274
2000-02-17,-4.5064
2000-02-18,1.3483
2000-02-22,0.4435
2000-02-23,-3.3113
2000-02-24,-7.7626
2000-02-25,2.7228
2000-02-28,6.188
2000-02-29,0.9153
2000-03-01,0.2268
2000-03-02,0.0
2000-03-03,1.3575
2000-03-06,-2.2321
2000-03-07,-2.968
2000-03-08,1.6471
2000-03-09,5.5556
2000-03-10,-2.6316
2000-03-13,-1.1261
2000-03-14,2.5057
2000-03-15,3.3333
2000-03-16,5.3763
2000-03-17,1.0204
2000-03-20,0.202
2000-03-21,5.0403
2000-03-22,-3.6468
2000-03-23,-1.3944
2000-03-24,-2.0202
2000-03-27,-2.0619
2000-03-28,0.6316
2000-03-29,0.0
2000-03-30,0.8368
2000-03-31,2.4896
2000-04-03,4.251
2000-04-04,-5.2427
2000-04-05,23.5656
2000-04-06,-1.8242
2000-04-07,0.6757
2000-04-10,1.8456000000000001
2000-04-11,7.743
2000-04-12,-8.104
2000-04-13,0.3328
2000-04-14,-2.9851
2000-04-17,0.5128
2000-04-18,4.7619
2000-04-19,3.2468
2000-04-20,-2.8302
2000-04-24,4.8544
2000-04-25,4.9383
2000-04-26,-7.2059
2000-04-27,-6.0222
2000-04-28,-1.1804000000000001
2000-05-01,5.9727
2000-05-02,0.6441
2000-05-03,-6.72
2000-05-04,0.5146
2000-05-05,3.2423
2000-05-08,1.8182
2000-05-09,-2.9221
2000-05-10,2.0067
2000-05-11,2.2951
2000-05-12,-0.4808
2000-05-15,-2.5765000000000002
2000-05-16,2.4793
2000-05-17,-2.2580999999999998
2000-05-18,2.3102
2000-05-19,-1.9355
2000-05-22,-0.6579
