ticker,MOLX UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.8512
2000-01-04,-5.562
2000-01-05,-1.7178
2000-01-06,-1.623
2000-01-07,1.7766
2000-01-10,1.7456
2000-01-11,-4.902
2000-01-12,0.7732
2000-01-13,1.6623999999999999
2000-01-14,4.5283
2000-01-18,4.8135
2000-01-19,0.4592
2000-01-20,2.0
2000-01-21,1.4006
2000-01-24,-3.7569
2000-01-25,-1.1481
2000-01-26,0.813
2000-01-27,-4.3779
2000-01-28,-4.8193
2000-01-31,3.038
2000-02-01,-0.6143
2000-02-02,-1.3597000000000001
2000-02-03,5.6391
2000-02-04,1.5421
2000-02-07,5.6075
2000-02-08,-0.6637
2000-02-09,-2.8952999999999998
2000-02-10,2.867
2000-02-11,-3.233
2000-02-14,-1.3825
2000-02-15,1.6355
2000-02-16,-4.1379
2000-02-17,2.8777
2000-02-18,-5.3613
2000-02-22,0.6158
2000-02-23,0.612
2000-02-24,3.163
2000-02-25,1.533
2000-02-28,-0.5807
2000-02-29,4.4393
2000-03-01,0.783
2000-03-02,-1.2209
2000-03-03,2.0225
2000-03-06,7.8194
2000-03-07,10.4443
2000-03-08,-1.9653
2000-03-09,13.3255
2000-03-10,4.3444
2000-03-13,-5.8589
2000-03-14,-5.7203
2000-03-15,4.382
2000-03-16,3.014
2000-03-17,-0.209
2000-03-20,-3.0366
2000-03-21,-2.9158
2000-03-22,2.4472
2000-03-23,-1.4115
2000-03-24,2.8634
2000-03-27,-0.1071
2000-03-28,-3.537
2000-03-29,-0.7333
2000-03-30,-7.2788
2000-03-31,13.5266
2000-04-03,-8.4043
2000-04-04,6.6202
2000-04-05,-5.9913
2000-04-06,6.9525
2000-04-07,-0.1083
2000-04-10,-6.5076
2000-04-11,1.2761
2000-04-12,-7.6747
2000-04-13,2.1092
2000-04-14,-4.6173
2000-04-17,8.1529
2000-04-18,3.6513999999999998
2000-04-19,-5.4545
2000-04-20,0.8413
2000-04-24,-1.907
2000-04-25,1.7010999999999998
2000-04-26,-0.5974
2000-04-27,4.3269
2000-04-28,1.2673
2000-05-01,0.2275
2000-05-02,-4.6538
2000-05-03,-4.4048
2000-05-04,-0.6227
2000-05-05,1.5038
2000-05-08,-2.4691
2000-05-09,-0.1266
2000-05-10,-5.7034
2000-05-11,3.7634
2000-05-12,0.2591
2000-05-15,2.584
2000-05-16,2.5189
2000-05-17,-1.2285
2000-05-18,-2.3632
2000-05-19,-6.4968
2000-05-22,2.8609999999999998
