ticker,NYX UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-09,-4.875
2006-03-10,-2.0499
2006-03-13,9.3239
2006-03-14,3.6936999999999998
2006-03-15,3.5858
2006-03-16,-0.6741
2006-03-17,-0.1035
2006-03-20,-0.5757
2006-03-21,-2.8373
2006-03-22,-4.1716
2006-03-23,-5.0995
2006-03-24,2.9751
2006-03-27,1.1455
2006-03-28,0.0
2006-03-29,0.6669
2006-03-30,-1.875
2006-03-31,0.9554
2006-04-03,-1.4511
2006-04-04,-1.7029
2006-04-05,1.0812
2006-04-06,0.8376
2006-04-07,-0.2556
2006-04-10,-2.5625
2006-04-11,-3.8527
2006-04-12,-0.5744
2006-04-13,3.2737
2006-04-17,-1.1055
2006-04-18,-1.9529
2006-04-19,3.6401
2006-04-20,-0.7687
2006-04-21,-1.3624
2006-04-24,-5.1591
2006-04-25,-0.6996
2006-04-26,-0.8627
2006-04-27,-1.4213
2006-04-28,-2.3098
2006-05-01,-3.991
2006-05-02,2.5412
2006-05-03,0.3365
2006-05-04,-4.1317
2006-05-05,9.0967
2006-05-08,5.6851
2006-05-09,-3.1034
2006-05-10,3.3452
2006-05-11,0.1653
2006-05-12,-0.3713
2006-05-15,-4.8999
2006-05-16,0.9579
2006-05-17,-4.0541
2006-05-18,-3.8807
2006-05-19,0.5456
2006-05-22,-2.5581
2006-05-23,-4.4551
2006-05-24,-5.4122
2006-05-25,7.7465
2006-05-26,0.3268
2006-05-30,-5.1303
2006-05-31,2.6609
2006-06-01,4.4314
2006-06-02,3.2986
2006-06-05,-1.5655999999999999
2006-06-06,-4.7244
2006-06-07,-1.3223
2006-06-08,-0.5025
2006-06-09,-3.7879
2006-06-12,-7.9265
2006-06-13,-5.0171
2006-06-14,1.8207
2006-06-15,7.0937
2006-06-16,1.0642
2006-06-19,-0.5084
2006-06-20,1.4781
2006-06-21,7.3548
2006-06-22,1.675
2006-06-23,1.2356
2006-06-26,4.7193000000000005
2006-06-27,-1.8026
2006-06-28,-2.5953
2006-06-29,6.3850999999999996
2006-06-30,4.5816
2006-07-03,-0.3651
2006-07-05,-0.3371
2006-07-06,-1.6176
2006-07-07,-0.852
2006-07-10,-0.2412
2006-07-11,-1.2392
2006-07-12,-0.6886
2006-07-13,-2.8505000000000003
2006-07-14,-4.5202
2006-07-17,2.7409
2006-07-18,-2.9911
2006-07-19,4.7667
2006-07-20,-2.5772
2006-07-21,-2.0901
2006-07-24,5.0033
2006-07-25,-1.5565
2006-07-26,-0.2259
