ticker,TXN UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,6.1935
2000-01-04,-4.2527
2000-01-05,-2.5381
2000-01-06,-2.6042
2000-01-07,1.5373999999999999
2000-01-10,5.7933
2000-01-11,-1.369
2000-01-12,3.4699999999999998
2000-01-13,-0.122
2000-01-14,5.4945
2000-01-18,2.0255
2000-01-19,-0.6239
2000-01-20,2.4543
2000-01-21,-0.9471
2000-01-24,-1.0124
2000-01-25,3.125
2000-01-26,-1.0468
2000-01-27,0.8731
2000-01-28,-5.5218
2000-01-31,0.8767
2000-02-01,4.6929
2000-02-02,6.3088
2000-02-03,12.025
2000-02-04,-1.8123
2000-02-07,1.7037
2000-02-08,3.5831
2000-02-09,1.5274
2000-02-10,2.6549
2000-02-11,-5.5172
2000-02-14,-1.7336
2000-02-15,0.2321
2000-02-16,0.7874
2000-02-17,6.6176
2000-02-18,-7.2414
2000-02-22,10.6413
2000-02-23,-1.134
2000-02-24,7.2218
2000-02-25,-3.1696
2000-02-28,2.0458
2000-02-29,6.8164
2000-03-01,-1.5015
2000-03-02,5.6402
2000-03-03,8.4416
2000-03-06,-1.8296999999999999
2000-03-07,-3.4903
2000-03-08,-3.3708
2000-03-09,4.8692
2000-03-10,0.9009
2000-03-13,-5.6319
2000-03-14,-8.8792
2000-03-15,-6.0703
2000-03-16,8.8435
2000-03-17,6.25
2000-03-20,-1.6912
2000-03-21,2.4682
2000-03-22,4.635
2000-03-23,-3.0345
2000-03-24,1.0432
2000-03-27,3.0616
2000-03-28,-1.1399
2000-03-29,-4.682
2000-03-30,-4.3255
2000-03-31,-1.9157
2000-04-03,-6.25
2000-04-04,-3.3333
2000-04-05,5.0
2000-04-06,5.0082
2000-04-07,4.1439
2000-04-10,-6.2312
2000-04-11,-1.5211999999999999
2000-04-12,-9.5935
2000-04-13,2.0683
2000-04-14,-7.1366
2000-04-17,19.1176
2000-04-18,-5.2569
2000-04-19,-3.8251
2000-04-20,1.3986
2000-04-24,-2.5862
2000-04-25,7.6106
2000-04-26,-2.1382
2000-04-27,7.5076
2000-04-28,1.8765
2000-05-01,-1.7652
2000-05-02,-2.8125
2000-05-03,-3.336
2000-05-04,3.368
2000-05-05,-1.0056
2000-05-08,-4.551
2000-05-09,-3.7462999999999997
2000-05-10,-8.536
2000-05-11,8.2689
2000-05-12,0.9826
2000-05-15,0.9288
2000-05-16,3.5057
2000-05-17,-1.8628
2000-05-18,0.0863
2000-05-19,-3.7931
2000-05-22,-4.1219
