ticker,GENZ UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.6389
2000-01-04,-6.7047
2000-01-05,5.9633
2000-01-06,6.2049
2000-01-07,4.212
2000-01-10,1.9557
2000-01-11,-0.2558
2000-01-12,2.6923
2000-01-13,7.3658
2000-01-14,-1.8605
2000-01-18,-0.9479
2000-01-19,-0.4785
2000-01-20,0.0
2000-01-21,-1.4423
2000-01-24,-6.7073
2000-01-25,1.5686
2000-01-26,4.3758
2000-01-27,-0.4932
2000-01-28,-3.3457
2000-01-31,6.6667
2000-02-01,3.726
2000-02-02,-0.1159
2000-02-03,1.1601
2000-02-04,-0.4587
2000-02-07,3.2258
2000-02-08,1.7856999999999998
2000-02-09,-1.5351
2000-02-10,-3.3407999999999998
2000-02-11,-6.4516
2000-02-14,-1.3547
2000-02-15,4.2447
2000-02-16,1.4371
2000-02-17,8.1464
2000-02-18,7.2052
2000-02-22,-3.7678000000000003
2000-02-23,3.3862
2000-02-24,-1.3306
2000-02-25,-2.5934
2000-02-28,-4.4728
2000-02-29,2.4526
2000-03-01,4.4614
2000-03-02,-6.1458
2000-03-03,7.2142
2000-03-06,-1.0352
2000-03-07,-4.9163
2000-03-08,-0.5501
2000-03-09,0.885
2000-03-10,1.0965
2000-03-13,-9.8698
2000-03-14,-10.5897
2000-03-15,-4.4415
2000-03-16,10.1408
2000-03-17,0.7673
2000-03-20,-6.4721
2000-03-21,8.0054
2000-03-22,8.2915
2000-03-23,-5.8004999999999995
2000-03-24,1.7241
2000-03-27,-3.1477
2000-03-28,-4.5
2000-03-29,0.6545
2000-03-30,0.2601
2000-03-31,4.0208
2000-04-03,-2.4938000000000002
2000-04-04,-4.8593
2000-04-05,1.0753
2000-04-06,2.5266
2000-04-07,-0.1297
2000-04-10,-2.7273
2000-04-11,-0.6676
2000-04-12,0.4032
2000-04-13,-3.2129
2000-04-14,-8.2988
2000-04-17,2.4133
2000-04-18,2.7982
2000-04-19,-6.5903
2000-04-20,3.8344
2000-04-24,-3.1019
2000-04-25,10.8232
2000-04-26,-6.3274
2000-04-27,-1.4684
2000-04-28,16.3934
2000-05-01,0.0
2000-05-02,-1.6644999999999999
2000-05-03,-0.5208
2000-05-04,1.8325
2000-05-05,4.6272
2000-05-08,0.86
2000-05-09,-1.5834000000000001
2000-05-10,-5.9406
2000-05-11,6.8421
2000-05-12,0.3695
2000-05-15,-0.8589
2000-05-16,11.1386
2000-05-17,-2.0045
2000-05-18,-3.6364
2000-05-19,-1.0613
