ticker,BMC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-03-14,-3.1471999999999998
2001-03-15,-3.1121
2001-03-16,-9.4473
2001-03-19,9.2853
2001-03-20,-2.864
2001-03-21,0.0
2001-03-22,-4.6683
2001-03-23,6.134
2001-03-26,-1.6513
2001-03-27,9.284
2001-03-28,-10.5287
2001-03-29,0.7576
2001-03-30,7.7694
2001-04-02,-2.3256
2001-04-03,-9.2857
2001-04-04,0.1575
2001-04-05,22.1174
2001-04-06,-0.8584
2001-04-09,3.8961
2001-04-10,6.875
2001-04-11,-1.9102999999999999
2001-04-12,5.3259
2001-04-16,-5.3208
2001-04-17,11.6381
2001-04-18,1.1782
2001-04-19,2.6817
2001-04-20,-1.512
2001-04-23,-6.9086
2001-04-24,1.7616
2001-04-25,-13.2965
2001-04-26,-0.3823
2001-04-27,0.6397
2001-04-30,2.5
2001-05-01,1.3229
2001-05-02,4.6512
2001-05-03,-5.4581
2001-05-04,4.7835
2001-05-07,-1.4168
2001-05-08,1.0778
2001-05-09,-2.2907
2001-05-10,-5.1738
2001-05-11,-5.4987
2001-05-14,0.5413
2001-05-15,-1.0767
2001-05-16,7.7097999999999995
2001-05-17,1.6
2001-05-18,0.7045
2001-05-21,7.4074
2001-05-22,-2.8736
2001-05-23,-3.2742
2001-05-24,1.6313
2001-05-25,1.3242
2001-05-29,-4.5545
2001-05-30,-5.0622
2001-05-31,4.458
2001-06-01,5.0209
2001-06-04,-0.3984
2001-06-05,6.24
2001-06-06,0.1883
2001-06-07,3.3822
2001-06-08,0.0727
2001-06-11,-0.109
2001-06-12,-0.5818
2001-06-13,1.3168
2001-06-14,-3.9711
2001-06-15,0.4511
2001-06-18,-2.5823
2001-06-19,1.1141
2001-06-20,4.4453
2001-06-21,5.0564
2001-06-22,-3.4972
2001-06-25,0.287
2001-06-26,-3.7925
2001-06-27,-4.9833
2001-06-28,-8.4149
2001-06-29,-3.6752000000000002
2001-07-02,3.2831
2001-07-03,1.4175
2001-07-05,-3.6425
2001-07-06,-9.0989
2001-07-09,-2.3694
2001-07-10,-5.052
2001-07-11,0.9911
2001-07-12,12.5
2001-07-13,-3.0762
2001-07-16,-3.6002
2001-07-17,-1.1302
2001-07-18,-4.0755
2001-07-19,5.7513
2001-07-20,1.1759
2001-07-23,-0.9685
2001-07-24,-7.0905
2001-07-25,3.7368
2001-07-26,1.9787
2001-07-27,4.0796
2001-07-30,-2.9637000000000002
2001-07-31,-1.4778
2001-08-01,1.0
