ticker,UNM UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.8733
2000-01-04,-2.459
2000-01-05,-2.7311
2000-01-06,2.1598
2000-01-07,1.4799
2000-01-10,-0.4167
2000-01-11,-1.2551999999999999
2000-01-12,-1.2711999999999999
2000-01-13,0.6438
2000-01-14,0.4264
2000-01-18,-0.2123
2000-01-19,-1.0638
2000-01-20,-4.9462
2000-01-21,-3.1673999999999998
2000-01-24,-0.2336
2000-01-25,-0.2342
2000-01-26,3.2864
2000-01-27,-3.3273
2000-01-28,-1.8913
2000-01-31,3.1325
2000-02-01,-1.6355
2000-02-02,-1.4252
2000-02-03,1.9277
2000-02-04,0.2364
2000-02-07,-0.7075
2000-02-08,-1.9002
2000-02-09,-0.4843
2000-02-10,-40.146
2000-02-11,-4.878
2000-02-14,-2.5641
2000-02-15,-5.7018
2000-02-16,-0.4651
2000-02-17,11.215
2000-02-18,-4.2017
2000-02-22,0.8772
2000-02-23,-3.4783
2000-02-24,-2.7027
2000-02-25,3.2407
2000-02-28,0.0
2000-02-29,-4.0359
2000-03-01,7.0093
2000-03-02,-2.1834
2000-03-03,-0.4464
2000-03-06,-2.6906
2000-03-07,-0.9217
2000-03-08,-3.2558
2000-03-09,-1.4423
2000-03-10,-3.9024
2000-03-13,-1.5228000000000002
2000-03-14,-1.0309
2000-03-15,12.5
2000-03-16,4.6296
2000-03-17,-1.3274
2000-03-20,-1.7936999999999999
2000-03-21,0.4566
2000-03-22,-3.6364
2000-03-23,11.3208
2000-03-24,-4.2373
2000-03-27,0.885
2000-03-28,2.6316
2000-03-29,2.5641
2000-03-30,7.5
2000-03-31,5.4264
2000-04-03,1.8382
2000-04-04,-3.9711
2000-04-05,2.2556
2000-04-06,0.3676
2000-04-07,-2.5641
2000-04-10,2.2556
2000-04-11,-1.4706000000000001
2000-04-12,1.8657
2000-04-13,-1.4652
2000-04-14,-2.974
2000-04-17,-3.0651
2000-04-18,-0.3953
2000-04-19,0.1429
2000-04-20,1.6
2000-04-24,-1.1811
2000-04-25,4.3825
2000-04-26,0.0
2000-04-27,-6.4885
2000-04-28,11.0204
2000-05-01,-1.1029
2000-05-02,-1.1152
2000-05-03,-7.8947
2000-05-04,16.7347
2000-05-05,3.8462
2000-05-08,2.6936
2000-05-09,-2.623
2000-05-10,0.0
2000-05-11,2.6936
2000-05-12,0.0
2000-05-15,1.9672
2000-05-16,1.9293
2000-05-17,-1.8927
2000-05-18,5.4662
2000-05-19,-1.5244
