ticker,SYY UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.6334999999999997
2000-01-04,-3.1148
2000-01-05,1.1709
2000-01-06,4.1946
2000-01-07,0.161
2000-01-10,0.3215
2000-01-11,0.0
2000-01-12,3.6859
2000-01-13,-0.7728
2000-01-14,-1.8692
2000-01-18,-0.6349
2000-01-19,-2.3962
2000-01-20,-5.7283
2000-01-21,-1.3889
2000-01-24,-4.2254
2000-01-25,1.2868
2000-01-26,1.4519
2000-01-27,-1.2522
2000-01-28,-1.2681
2000-01-31,4.4037
2000-02-01,-0.8787
2000-02-02,0.3546
2000-02-03,-2.6502
2000-02-04,-1.9964
2000-02-07,-3.1481
2000-02-08,0.1912
2000-02-09,0.1908
2000-02-10,0.7619
2000-02-11,-0.7561
2000-02-14,0.5714
2000-02-15,2.0833
2000-02-16,1.8553
2000-02-17,2.1858
2000-02-18,-3.0303
2000-02-22,0.0
2000-02-23,-2.2059
2000-02-24,-3.7594
2000-02-25,-0.5859
2000-02-28,1.5716999999999999
2000-02-29,1.5474
2000-03-01,0.9524
2000-03-02,-3.0189
2000-03-03,-0.7782
2000-03-06,-7.451
2000-03-07,-7.6271
2000-03-08,1.8349
2000-03-09,6.7568
2000-03-10,-2.9536
2000-03-13,-0.6522
2000-03-14,-0.6565
2000-03-15,13.2159
2000-03-16,7.5875
2000-03-17,-1.4466999999999999
2000-03-20,-1.1009
2000-03-21,1.6698
2000-03-22,0.1825
2000-03-23,-1.0929
2000-03-24,1.105
2000-03-27,0.9107
2000-03-28,-1.8051
2000-03-29,0.0
2000-03-30,5.1471
2000-03-31,-0.1748
2000-04-03,2.4518
2000-04-04,4.9573
2000-04-05,-0.6645
2000-04-06,1.1513
2000-04-07,-1.7886
2000-04-10,-0.9934
2000-04-11,1.505
2000-04-12,-1.318
2000-04-13,-2.8381
2000-04-14,-2.4055
2000-04-17,1.2324
2000-04-18,-2.087
2000-04-19,2.3091
2000-04-20,0.0
2000-04-24,1.3889
2000-04-25,2.0548
2000-04-26,3.3557
2000-04-27,-1.9481000000000002
2000-04-28,-0.3311
2000-05-01,0.9967
2000-05-02,-0.8224
2000-05-03,1.8242
2000-05-04,2.1173
2000-05-05,-1.2759
2000-05-08,2.2617
2000-05-09,0.0
2000-05-10,1.2638
2000-05-11,2.3401
2000-05-12,-0.9146
2000-05-15,-0.4615
2000-05-16,1.391
2000-05-17,-1.0671
2000-05-18,1.3867
2000-05-19,-1.0638
2000-05-22,-0.1536
