ticker,LNT UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-01-02,-2.6036
2019-01-03,0.1701
2019-01-04,1.213
2019-01-07,-0.6951
2019-01-08,1.5448
2019-01-09,-0.9033
2019-01-10,1.9668999999999999
2019-01-11,-1.2938
2019-01-14,-1.6921
2019-01-15,1.8909
2019-01-16,0.8565
2019-01-17,0.3303
2019-01-18,0.9875
2019-01-22,0.4424
2019-01-23,1.159
2019-01-24,0.6416
2019-01-25,-1.867
2019-01-28,-0.3248
2019-01-29,0.1862
2019-01-30,1.4986
2019-01-31,2.6310000000000002
2019-02-01,-0.6971
2019-02-04,0.2038
2019-02-05,0.2486
2019-02-06,-0.2931
2019-02-07,1.1531
2019-02-08,0.5811
2019-02-11,-0.1778
2019-02-12,0.0668
2019-02-13,-0.1112
2019-02-14,-0.0445
2019-02-15,0.2228
2019-02-19,0.3779
2019-02-20,0.0443
2019-02-21,1.0184
2019-02-22,0.1096
2019-02-25,-0.7443
2019-02-26,0.2647
2019-02-27,-0.022
2019-02-28,0.9241
2019-03-01,0.0
2019-03-04,0.8938
2019-03-05,-0.8211
2019-03-06,0.2614
2019-03-07,0.3694
2019-03-08,0.1299
2019-03-11,0.9514
2019-03-12,0.9852
2019-03-13,-0.0212
2019-03-14,-0.4455
2019-03-15,1.0015
2019-03-18,-0.6329
2019-03-19,-1.3588
2019-03-20,0.2583
2019-03-21,1.1593
2019-03-22,0.9126
2019-03-25,0.0841
2019-03-26,0.5673
2019-03-27,-0.585
2019-03-28,-1.4292
2019-03-29,0.4904
2019-04-01,-0.5941
2019-04-02,-0.6403
2019-04-03,-0.043
2019-04-04,-0.4513
2019-04-05,0.9067
2019-04-08,-0.813
2019-04-09,0.1726
2019-04-10,-0.323
2019-04-11,0.7345
2019-04-12,0.386
2019-04-15,-0.1709
2019-04-16,-1.3482
2019-04-17,-0.4338
2019-04-18,0.1743
2019-04-22,-0.087
2019-04-23,0.653
2019-04-24,0.9516
2019-04-25,0.407
2019-04-26,0.2347
2019-04-29,-0.7344
2019-04-30,2.0527
2019-05-01,-0.9528
2019-05-02,-0.2138
2019-05-03,1.1568
2019-05-06,-0.1906
2019-05-07,-0.5304
2019-05-08,-1.5358
2019-05-09,0.26
2019-05-10,1.9447
2019-05-13,1.4201
2019-05-14,-1.0449
2019-05-15,-0.0845
2019-05-16,0.9723
2019-05-17,0.6908
2019-05-20,0.2079
2019-05-21,-0.249
2019-05-22,0.8111
2019-05-23,0.6189
2019-05-24,-0.1025
