ticker,LNT UW Equity
2019-05-28,-2.1962
2019-05-29,-1.595
2019-05-30,0.0
2019-05-31,1.2156
2019-06-03,1.1378
2019-06-04,-0.1042
2019-06-05,2.3358
2019-06-06,0.428
2019-06-07,-0.5682
2019-06-10,-0.449
2019-06-11,-1.1685
2019-06-12,1.7216
2019-06-13,0.3874
2019-06-14,1.5641
2019-06-17,-0.8
2019-06-18,-0.8266
2019-06-19,0.9351
2019-06-20,0.6647
2019-06-21,-0.04
2019-06-24,-0.3002
2019-06-25,-0.0602
2019-06-26,-1.6071
2019-06-27,-0.1021
2019-06-28,0.3066
2019-07-01,-0.1834
2019-07-02,1.4289
2019-07-03,0.9861
2019-07-05,-0.4583
2019-07-08,-0.04
2019-07-09,0.3605
2019-07-10,0.5189
2019-07-11,-0.1588
2019-07-12,-0.8749
2019-07-15,0.3009
2019-07-16,-0.1
2019-07-17,0.6406
2019-07-18,1.1538
2019-07-19,-1.8092000000000001
2019-07-22,-0.0801
2019-07-23,-0.6013
2019-07-24,-0.1613
2019-07-25,-0.2424
2019-07-26,0.8099
2019-07-29,0.723
2019-07-30,-0.2493
2019-07-31,-0.2617
2019-08-01,0.8882
2019-08-02,0.3001
2019-08-05,-0.758
2019-08-06,1.3869
2019-08-07,0.4956
2019-08-08,1.2823
2019-08-09,0.2922
2019-08-12,-0.2136
2019-08-13,0.1168
2019-08-14,-1.147
2019-08-15,1.4159
2019-08-16,0.1163
2019-08-19,0.6779
2019-08-20,-0.2116
2019-08-21,0.5591
2019-08-22,0.0383
2019-08-23,-1.0349
2019-08-26,1.2006000000000001
2019-08-27,0.1531
2019-08-28,0.0764
2019-08-29,0.2864
2019-08-30,-0.1523
2019-09-03,2.1163
2019-09-04,-0.0934
2019-09-05,-1.7753999999999999
2019-09-06,-0.5708
2019-09-09,-1.8561
2019-09-10,-0.6434
2019-09-11,0.9223
2019-09-12,0.525
2019-09-13,-0.0967
2019-09-16,0.5421
2019-09-17,1.6945999999999999
2019-09-18,0.2651
2019-09-19,0.3022
2019-09-20,0.1318
2019-09-23,0.1692
2019-09-24,1.6707
2019-09-25,-0.24
2019-09-26,0.4257
2019-09-27,-0.4239
2019-09-30,-0.1851
2019-10-01,-0.0742
2019-10-02,-1.0763
2019-10-03,0.1313
2019-10-04,1.8172000000000001
2019-10-07,-1.0488
2019-10-08,-0.7252
2019-10-09,0.2716
2019-10-10,-0.0841
2019-10-11,-0.8693
2019-10-14,-1.2164
2019-10-15,-0.7446
2019-10-16,0.577
2019-10-17,0.8606
2019-10-18,0.4551
2019-10-21,0.3209
2019-10-22,0.4139
2019-10-23,0.5059
2019-10-24,0.0373
2019-10-25,-0.8945
2019-10-28,-0.8462
2019-10-29,-0.3983
2019-10-30,1.4947
2019-10-31,0.7365
2019-11-01,-0.5812
2019-11-04,-1.6029
2019-11-05,-0.9007
2019-11-06,0.3674
2019-11-07,-0.7707
2019-11-08,0.3495
2019-11-11,-0.1548
2019-11-12,0.155
2019-11-13,1.8382
2019-11-14,0.817
2019-11-15,-0.3392
2019-11-18,-0.0567
2019-11-19,-0.5109
2019-11-20,1.065
2019-11-21,0.4516
2019-11-22,0.0187
2019-11-25,-1.1987
2019-11-26,0.4171
2019-11-27,0.151
2019-11-29,-0.0943
2019-12-02,-1.0755
2019-12-03,0.515
2019-12-04,0.8918
2019-12-05,0.0
2019-12-06,-0.1128
2019-12-09,-0.4331
2019-12-10,0.1324
2019-12-11,0.17
2019-12-12,-0.8484
2019-12-13,0.637
2019-12-16,1.0487
2019-12-17,0.7386
2019-12-18,0.7517
2019-12-19,-0.1105
2019-12-20,1.3464
2019-12-23,-1.1829
2019-12-24,-0.0552
2019-12-26,-0.0921
2019-12-27,0.2213
2019-12-30,0.0736
2019-12-31,0.6252
2020-01-02,-1.992
2020-01-03,0.317
2020-01-06,-0.0929
2020-01-07,0.093
2020-01-08,0.223
2020-01-09,1.1313
2020-01-10,0.9903
2020-01-13,0.9261
2020-01-14,0.072
2020-01-15,1.1507
2020-01-16,0.9243
2020-01-17,0.6692
2020-01-21,0.3499
2020-01-22,0.6799
2020-01-23,1.2294
2020-01-24,0.804
2020-01-27,-0.1697
2020-01-28,0.5439
2020-01-29,-0.1183
2020-01-30,1.2187000000000001
2020-01-31,-0.101
2020-02-03,0.2695
2020-02-04,-1.4449
2020-02-05,-0.1705
2020-02-06,-0.0512
2020-02-07,-0.3417
2020-02-10,0.1543
2020-02-11,-0.0514
2020-02-12,0.4624
2020-02-13,1.2274
2020-02-14,0.6063
2020-02-18,0.7114
2020-02-19,-1.1635
2020-02-20,0.1766
2020-02-21,-0.7218
2020-02-24,-0.5157
2020-02-25,-1.4022000000000001
2020-02-26,-0.3103
2020-02-27,-4.9801
2020-02-28,-5.1501
2020-03-02,6.2164
2020-03-03,-1.0658
2020-03-04,5.6418
2020-03-05,-0.8123
2020-03-06,0.1742
2020-03-09,-5.7923
2020-03-10,-0.2954
2020-03-11,-4.463
2020-03-12,-6.6098
2020-03-13,5.6455
2020-03-16,-6.5619
2020-03-17,10.1135
2020-03-18,-6.4923
2020-03-19,-8.0457
2020-03-20,-9.6158
2020-03-23,-1.7445
2020-03-24,9.6774
2020-03-25,0.7296
2020-03-26,8.4201
2020-03-27,-0.3132
2020-03-30,5.9058
2020-03-31,-4.5086
2020-04-01,-6.8751
2020-04-02,4.3362
2020-04-03,-3.7724
2020-04-06,5.9358
2020-04-07,0.4181
2020-04-08,6.6625
2020-04-09,3.7283
2020-04-13,-3.5002
2020-04-14,4.5632
2020-04-15,-3.9537
2020-04-16,0.2136
2020-04-17,2.4414
2020-04-20,-5.4473
2020-04-21,-0.5801
2020-04-22,2.6761
2020-04-23,-1.8420999999999998
2020-04-24,-0.2196
2020-04-27,0.7203
2020-04-28,0.6158
2020-04-29,-1.6979
2020-04-30,-1.7405
2020-05-01,-2.6776999999999997
2020-05-04,0.5185
2020-05-05,1.1054
2020-05-06,-3.8526
2020-05-07,0.1516
2020-05-08,3.7846
2020-05-11,-1.8961999999999999
2020-05-12,-1.455
2020-05-13,-1.1531
2020-05-14,0.1744
2020-05-15,0.0218
2020-05-18,3.8955
2020-05-19,-2.9744
2020-05-20,0.734
2020-05-21,-1.3502
2020-05-22,0.7604
2020-05-26,1.1427
2020-05-27,0.8953
2020-05-28,3.2326
2020-05-29,1.0233
2020-06-01,0.2026
2020-06-02,1.4153
2020-06-03,1.7544
2020-06-04,-1.8417
2020-06-05,1.0778
2020-06-08,3.3175
2020-06-09,-2.9625
2020-06-10,-0.0985
2020-06-11,-4.0024
2020-06-12,-0.2875
2020-06-15,0.7621
2020-06-16,0.1635
2020-06-17,-0.1837
2020-06-18,0.2453
2020-06-19,-2.1212
2020-06-22,1.0315
2020-06-23,-1.2272
2020-06-24,-1.6078999999999999
2020-06-25,-0.7428
2020-06-26,0.5987
2020-06-29,0.7439
2020-06-30,0.9283
2020-07-01,1.9231
2020-07-02,1.3536000000000001
2020-07-06,-0.8499
2020-07-07,-1.0816
2020-07-08,0.0825
2020-07-09,-0.536
2020-07-10,1.6373
2020-07-13,-0.1937
2020-07-14,1.1135
2020-07-15,-0.2425
2020-07-16,0.7292
2020-07-17,2.0913
2020-07-20,-0.6303
2020-07-21,0.555
2020-07-22,3.5876
2020-07-23,1.3321
2020-07-24,-0.2441
2020-07-27,-0.4706
2020-07-28,1.4186
2020-07-29,0.7273
2020-07-30,0.2592
2020-07-31,0.1488
2020-08-03,-0.6314
2020-08-04,0.542
2020-08-05,-1.7286000000000001
2020-08-06,0.889
2020-08-07,2.5872
2020-08-10,1.1513
2020-08-11,-3.0533
2020-08-12,0.5032
2020-08-13,0.0927
2020-08-14,-0.389
2020-08-17,0.2418
2020-08-18,-0.4638
2020-08-19,0.3169
2020-08-20,-0.3716
2020-08-21,0.8579
2020-08-24,1.054
2020-08-25,-0.7319
2020-08-26,-0.3871
2020-08-27,-0.074
2020-08-28,0.5926
2020-08-31,-0.313
2020-09-01,-1.2373
2020-09-02,2.2064
2020-09-03,-1.2623
2020-09-04,-1.26
2020-09-08,-1.201
2020-09-09,2.1462
2020-09-10,-3.161
2020-09-11,-0.4224
2020-09-14,0.9063
2020-09-15,0.8217
2020-09-16,0.5686
2020-09-17,-1.6585
2020-09-18,-2.2997
2020-09-21,-2.2558
2020-09-22,0.3612
2020-09-23,-0.3599
2020-09-24,0.2007
2020-09-25,2.844
2020-09-28,0.2726
2020-09-29,-0.7963
2020-09-30,1.1159
2020-10-01,1.3166
2020-10-02,1.4523
2020-10-05,0.4144
2020-10-06,2.0259
2020-10-07,-0.57
2020-10-08,2.034
2020-10-09,-0.7974
2020-10-12,-0.0365
2020-10-13,-1.1696
2020-10-14,-0.0555
2020-10-15,0.9251
2020-10-16,0.6233
2020-10-19,-0.3097
2020-10-20,0.7675
2020-10-21,0.9068
2020-10-22,1.4738
2020-10-23,0.3719
2020-10-26,0.2823
2020-10-27,0.5807
2020-10-28,-2.8691
2020-10-29,0.7745
2020-10-30,-0.5219
2020-11-02,2.5507
2020-11-03,-0.441
2020-11-04,-1.9489999999999998
2020-11-05,-0.8312
2020-11-06,-0.5649
2020-11-09,3.775
2020-11-10,0.5827
2020-11-11,0.8076
2020-11-12,-2.2466
2020-11-13,0.1247
2020-11-16,0.427
2020-11-17,-3.0298
2020-11-18,-3.0513
2020-11-19,-1.1118999999999999
2020-11-20,0.7623
2020-11-23,-0.227
2020-11-24,1.1754
2020-11-25,0.2623
2020-11-27,-1.4016
2020-11-30,-0.3033
2020-12-01,1.4639
2020-12-02,0.8432
2020-12-03,-0.8547
2020-12-04,-0.8996
2020-12-07,0.8604
2020-12-08,-1.0781
2020-12-09,-0.8813
2020-12-10,-0.8318
2020-12-11,-0.2989
2020-12-14,-0.7059
2020-12-15,2.0257
2020-12-16,-1.4128
2020-12-17,0.1743
2020-12-18,-1.3145
2020-12-21,-1.3908
2020-12-22,-0.3278
2020-12-23,-1.2656
2020-12-24,0.9689
2020-12-28,0.5798
2020-12-29,0.3379
2020-12-30,0.5547
2020-12-31,1.5169000000000001
2021-01-04,-2.0182
2021-01-05,-0.4852
2021-01-06,1.5026000000000002
2021-01-07,-3.7058999999999997
2021-01-08,0.4887
2021-01-11,-1.6211
2021-01-12,-1.0711
2021-01-13,1.4887000000000001
2021-01-14,-1.3437000000000001
2021-01-15,2.8696
2021-01-19,0.3234
2021-01-20,0.5843
2021-01-21,-0.3405
2021-01-22,-0.6834
2021-01-25,2.206
2021-01-26,-1.3069
