ticker,JBL UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.8801
2000-01-04,-6.9307
2000-01-05,-0.1934
2000-01-06,-3.1977
2000-01-07,2.9029
2000-01-10,6.2257
2000-01-11,-2.5641
2000-01-12,-1.8797000000000001
2000-01-13,-0.3831
2000-01-14,2.6923
2000-01-18,0.1873
2000-01-19,1.6822
2000-01-20,3.4007
2000-01-21,-0.2667
2000-01-24,-1.7825
2000-01-25,-2.1779
2000-01-26,3.8033
2000-01-27,-5.3619
2000-01-28,-5.4769
2000-01-31,1.0989
2000-02-01,3.4585
2000-02-02,4.107
2000-02-03,3.8532
2000-02-04,-1.6784
2000-02-07,0.9883
2000-02-08,7.8292
2000-02-09,1.8977
2000-02-10,-2.5101
2000-02-11,-1.9102999999999999
2000-02-14,-1.3548
2000-02-15,1.03
2000-02-16,-1.1045
2000-02-17,-3.0928
2000-02-18,-3.4574
2000-02-22,-1.1938
2000-02-23,2.4164
2000-02-24,-0.363
2000-02-25,4.1894
2000-02-28,-1.2238
2000-02-29,-1.6814
2000-03-01,0.27
2000-03-02,1.7056
2000-03-03,3.3539
2000-03-06,12.041
2000-03-07,-2.3628
2000-03-08,-2.498
2000-03-09,5.5244
2000-03-10,8.346
2000-03-13,-3.6414999999999997
2000-03-14,-1.1628
2000-03-15,-7.9412
2000-03-16,5.2716
2000-03-17,-0.4552
2000-03-20,0.9146
2000-03-21,-1.5106000000000002
2000-03-22,0.7669
2000-03-23,-1.6743000000000001
2000-03-24,2.1672
2000-03-27,6.5908999999999995
2000-03-28,0.5686
2000-03-29,-5.583
2000-03-30,-3.9671
2000-03-31,7.8722
2000-04-03,-5.2023
2000-04-04,-7.7744
2000-04-05,3.8017
2000-04-06,3.1847
2000-04-07,1.8519
2000-04-10,-5.303
2000-04-11,-2.88
2000-04-12,-13.0148
2000-04-13,3.9773
2000-04-14,-6.0109
2000-04-17,0.3876
2000-04-18,9.0734
2000-04-19,7.2566
2000-04-20,-2.8053
2000-04-24,1.6978
2000-04-25,5.8431
2000-04-26,-1.5773000000000001
2000-04-27,4.0064
2000-04-28,0.9245
2000-05-01,1.9847000000000001
2000-05-02,-5.8383
2000-05-03,-1.9078
2000-05-04,1.7828
2000-05-05,-2.8662
2000-05-08,-4.5902
2000-05-09,-1.2027
2000-05-10,-8.5217
2000-05-11,-1.3308
2000-05-12,5.973
2000-05-15,4.9091000000000005
2000-05-16,2.5997
2000-05-17,2.5338000000000003
2000-05-18,-2.8007
