ticker,STE UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.4242
2000-01-04,-3.1056
2000-01-05,-0.641
2000-01-06,1.9355
2000-01-07,-1.2658
2000-01-10,1.2821
2000-01-11,-1.8987
2000-01-12,13.5484
2000-01-13,5.6818
2000-01-14,-1.0753
2000-01-18,-3.2609
2000-01-19,-4.4944
2000-01-20,-0.5882
2000-01-21,-2.3669000000000002
2000-01-24,-3.0303
2000-01-25,0.0
2000-01-26,7.5
2000-01-27,-2.3256
2000-01-28,-2.9762
2000-01-31,3.0675
2000-02-01,5.9524
2000-02-02,5.618
2000-02-03,-4.2553
2000-02-04,1.1111
2000-02-07,-3.2967
2000-02-08,2.2727
2000-02-09,-0.5556
2000-02-10,1.1173
2000-02-11,-1.6575
2000-02-14,-2.2472
2000-02-15,-0.5747
2000-02-16,-0.578
2000-02-17,-1.1628
2000-02-18,-1.1764999999999999
2000-02-22,-1.1905000000000001
2000-02-23,-0.6024
2000-02-24,-1.2121
2000-02-25,-1.227
2000-02-28,-1.8634
2000-02-29,-1.8987
2000-03-01,0.6452
2000-03-02,-0.641
2000-03-03,3.2258
2000-03-06,-1.875
2000-03-07,-0.6369
2000-03-08,-2.5641
2000-03-09,0.0
2000-03-10,7.8947
2000-03-13,0.0
2000-03-14,-2.439
2000-03-15,0.0
2000-03-16,0.625
2000-03-17,-1.2422
2000-03-20,0.0
2000-03-21,-4.4025
2000-03-22,9.8684
2000-03-23,-3.5928
2000-03-24,-1.8634
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,-1.2658
2000-03-30,1.2821
2000-03-31,3.7975
2000-04-03,0.6098
2000-04-04,10.303
2000-04-05,1.6484
2000-04-06,-2.1622
2000-04-07,-1.6575
2000-04-10,6.1798
2000-04-11,-3.1746
2000-04-12,-3.2787
2000-04-13,-3.3898
2000-04-14,-4.6784
2000-04-17,-0.6135
2000-04-18,0.6173
2000-04-19,-1.227
2000-04-20,1.8634
2000-04-24,-3.0488
2000-04-25,1.2579
2000-04-26,-3.1056
2000-04-27,-9.6154
2000-04-28,2.1277
2000-05-01,0.0
2000-05-02,-2.0833
2000-05-03,-2.8369
2000-05-04,2.9196999999999997
2000-05-05,3.5461
2000-05-08,-2.0548
2000-05-09,0.0
2000-05-10,-2.0979
2000-05-11,-1.4285999999999999
2000-05-12,0.0
2000-05-15,0.7246
2000-05-16,0.7194
2000-05-17,-1.4285999999999999
2000-05-18,-0.7246
2000-05-19,0.7299
2000-05-22,-2.1739
