ticker,AMG UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-9.119
2000-01-04,-7.9932
2000-01-05,-2.403
2000-01-06,3.0303
2000-01-07,2.3897
2000-01-10,2.5135
2000-01-11,-0.3503
2000-01-12,0.1757
2000-01-13,5.0877
2000-01-14,2.1703
2000-01-18,3.7582
2000-01-19,-1.2598
2000-01-20,-0.1595
2000-01-21,-5.4313
2000-01-24,-0.1689
2000-01-25,-3.3841
2000-01-26,1.7513
2000-01-27,0.1721
2000-01-28,-1.2027
2000-01-31,-3.6522
2000-02-01,0.9025
2000-02-02,1.7889
2000-02-03,2.9877000000000002
2000-02-04,3.5836
2000-02-07,0.3295
2000-02-08,-1.3136
2000-02-09,6.822
2000-02-10,-0.9346
2000-02-11,0.7862
2000-02-14,-0.468
2000-02-15,-1.4107
2000-02-16,-0.6359
2000-02-17,-1.28
2000-02-18,-3.2415
2000-02-22,-1.8425
2000-02-23,-0.1706
2000-02-24,6.3248
2000-02-25,-0.3215
2000-02-28,-1.129
2000-02-29,2.6101
2000-03-01,2.3847
2000-03-02,0.1553
2000-03-03,4.8062000000000005
2000-03-06,-2.3669000000000002
2000-03-07,-1.8182
2000-03-08,-1.3889
2000-03-09,-1.0955
2000-03-10,-0.7911
2000-03-13,-0.9569
2000-03-14,0.4831
2000-03-15,-0.9615
2000-03-16,6.9579
2000-03-17,4.236
2000-03-20,1.8868
2000-03-21,1.8519
2000-03-22,6.2937
2000-03-23,4.7368
2000-03-24,-1.3819
2000-03-27,-5.3503
2000-03-28,-0.8075
2000-03-29,2.171
2000-03-30,-1.8592
2000-03-31,2.8417
2000-04-03,-5.2632
2000-04-04,-8.1944
2000-04-05,-3.3283
2000-04-06,-5.1643
2000-04-07,9.2409
2000-04-10,-3.0211
2000-04-11,2.3364
2000-04-12,-1.3699
2000-04-13,2.7778
2000-04-14,-11.2613
2000-04-17,0.1692
2000-04-18,2.1959
2000-04-19,2.4793
2000-04-20,3.5484
2000-04-24,0.0
2000-04-25,1.0903
2000-04-26,0.3082
2000-04-27,-0.4608
2000-04-28,-0.9259
2000-05-01,-0.7788
2000-05-02,-5.8085
2000-05-03,-0.6667
2000-05-04,-2.5168
2000-05-05,1.0327
2000-05-08,-5.6218
2000-05-09,-2.7076000000000002
2000-05-10,-4.2672
2000-05-11,-2.3256
2000-05-12,3.7698
2000-05-15,2.4857
2000-05-16,4.4776
2000-05-17,-1.25
2000-05-18,1.8083
2000-05-19,-0.3552
2000-05-22,-2.6738
