ticker,OMX UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5432000000000001
2000-01-04,-1.4107
2000-01-05,3.9746
2000-01-06,4.4343
2000-01-07,-3.0747
2000-01-10,1.6616
2000-01-11,0.0
2000-01-12,3.2689
2000-01-13,-0.5755
2000-01-14,0.7236
2000-01-18,-5.7471
2000-01-19,-0.1524
2000-01-20,-3.9695
2000-01-21,-3.0207
2000-01-24,-5.4098
2000-01-25,-1.2132
2000-01-26,-0.8772
2000-01-27,0.354
2000-01-28,1.7637
2000-01-31,-1.9064
2000-02-01,-2.4735
2000-02-02,-0.1812
2000-02-03,-1.8149
2000-02-04,-1.2939
2000-02-07,-3.3708
2000-02-08,2.5194
2000-02-09,-3.4026
2000-02-10,5.0881
2000-02-11,-1.4898
2000-02-14,-1.3233
2000-02-15,4.7893
2000-02-16,-1.0969
2000-02-17,-2.2181
2000-02-18,-4.3478
2000-02-22,-1.581
2000-02-23,-6.4257
2000-02-24,9.0129
2000-02-25,-6.8898
2000-02-28,-1.2685
2000-02-29,2.1413
2000-03-01,-3.9832
2000-03-02,-2.4017
2000-03-03,3.3557
2000-03-06,-1.5152
2000-03-07,-6.5934
2000-03-08,6.1176
2000-03-09,-2.6608
2000-03-10,2.7335000000000003
2000-03-13,0.2217
2000-03-14,-2.4336
2000-03-15,7.7097999999999995
2000-03-16,9.473700000000001
2000-03-17,-4.2308
2000-03-20,2.2088
2000-03-21,0.1965
2000-03-22,-4.5098
2000-03-23,4.7228
2000-03-24,-0.1961
2000-03-27,0.7859
2000-03-28,-1.5594999999999999
2000-03-29,3.4455
2000-03-30,-0.7692
2000-03-31,7.7519
2000-04-03,0.3597
2000-04-04,-2.3297
2000-04-05,-4.0367
2000-04-06,-0.956
2000-04-07,-0.5792
2000-04-10,4.0777
2000-04-11,2.9851
2000-04-12,-2.3551
2000-04-13,-1.2987
2000-04-14,-7.5188
2000-04-17,1.4228
2000-04-18,-0.6012
2000-04-19,1.2097
2000-04-20,3.1873
2000-04-24,-2.1236
2000-04-25,6.5089
2000-04-26,-0.1852
2000-04-27,-3.3395
2000-04-28,0.0
2000-05-01,3.071
2000-05-02,2.2346
2000-05-03,-2.9144
2000-05-04,-1.3133
2000-05-05,1.5209000000000001
2000-05-08,-1.3109
2000-05-09,1.3283
2000-05-10,7.8652
2000-05-11,-1.3889
2000-05-12,-3.8731999999999998
2000-05-15,8.4249
2000-05-16,-3.0405
2000-05-17,1.7422
2000-05-18,-1.3699
