ticker,C UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.8369
2000-01-04,-4.3735
2000-01-05,0.4944
2000-01-06,6.6421
2000-01-07,0.5767
2000-01-10,-1.1468
2000-01-11,-1.2761
2000-01-12,3.1727
2000-01-13,1.2528000000000001
2000-01-14,4.3870000000000005
2000-01-18,-0.431
2000-01-19,3.355
2000-01-20,-3.6649000000000003
2000-01-21,-1.8477999999999999
2000-01-24,-1.9933999999999998
2000-01-25,0.904
2000-01-26,3.8074
2000-01-27,1.8338999999999999
2000-01-28,-4.8729
2000-01-31,2.3385
2000-02-01,1.4146
2000-02-02,-2.0386
2000-02-03,-1.2530000000000001
2000-02-04,-2.3359
2000-02-07,-0.5695
2000-02-08,2.1764
2000-02-09,-2.8026999999999997
2000-02-10,-0.9227
2000-02-11,0.4657
2000-02-14,-2.2016
2000-02-15,2.9621
2000-02-16,-1.496
2000-02-17,-1.8692
2000-02-18,-2.1429
2000-02-22,-0.2433
2000-02-23,-1.0976
2000-02-24,-2.4661
2000-02-25,-2.7813
2000-02-28,2.7308
2000-02-29,4.6835
2000-03-01,0.3628
2000-03-02,-0.4819
2000-03-03,3.5109
2000-03-06,-2.1053
2000-03-07,-3.7037
2000-03-08,-0.9926
2000-03-09,0.7519
2000-03-10,-2.6119
2000-03-13,0.1277
2000-03-14,1.4031
2000-03-15,4.9056999999999995
2000-03-16,9.2326
2000-03-17,0.1098
2000-03-20,-1.6447
2000-03-21,3.5674
2000-03-22,1.3994
2000-03-23,4.9894
2000-03-24,-2.1234
2000-03-27,-0.7231
2000-03-28,1.5609
2000-03-29,-0.6148
2000-03-30,-1.8557000000000001
2000-03-31,-0.3151
2000-04-03,4.4257
2000-04-04,-4.6418
2000-04-05,-0.7407
2000-04-06,1.1727
2000-04-07,-0.5269
2000-04-10,5.5085
2000-04-11,1.9076
2000-04-12,-0.4926
2000-04-13,-1.5842
2000-04-14,-7.2435
2000-04-17,3.4707
2000-04-18,4.6122
2000-04-19,-4.3086
2000-04-20,2.6178
2000-04-24,0.8163
2000-04-25,4.251
2000-04-26,-2.6214
2000-04-27,-1.5394
2000-04-28,-3.4518
2000-05-01,1.4721
2000-05-02,1.3472
2000-05-03,-1.6360000000000001
2000-05-04,-2.4948
2000-05-05,1.5991
2000-05-08,0.9444
2000-05-09,-1.3514
2000-05-10,-4.8472
2000-05-11,4.4297
2000-05-12,2.1209
2000-05-15,4.4652
2000-05-16,-1.8887
2000-05-17,-0.2026
2000-05-18,0.203
