ticker,0964591D UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.0625
2000-01-04,-6.5147
2000-01-05,5.2265
2000-01-06,2.4834
2000-01-07,3.231
2000-01-10,4.8513
2000-01-11,-3.8806000000000003
2000-01-12,-0.6211
2000-01-13,6.4063
2000-01-14,-0.1468
2000-01-18,3.3824
2000-01-19,1.138
2000-01-20,-0.4219
2000-01-21,-6.0734
2000-01-24,-8.5714
2000-01-25,0.6579
2000-01-26,-1.3072
2000-01-27,2.4834
2000-01-28,-5.9774
2000-01-31,9.4502
2000-02-01,-2.1978
2000-02-02,-3.8523
2000-02-03,0.8347
2000-02-04,-0.4967
2000-02-07,-4.1597
2000-02-08,2.6042
2000-02-09,0.3384
2000-02-10,-0.6745
2000-02-11,-3.2258
2000-02-14,0.3509
2000-02-15,-1.2238
2000-02-16,-2.3009
2000-02-17,1.4493
2000-02-18,-6.6071
2000-02-22,-1.3384
2000-02-23,-0.5814
2000-02-24,-0.1949
2000-02-25,1.9531
2000-02-28,2.682
2000-02-29,-1.4925
2000-03-01,-3.0303
2000-03-02,-0.1953
2000-03-03,0.5871
2000-03-06,-4.8638
2000-03-07,-8.589
2000-03-08,6.9351
2000-03-09,3.1381
2000-03-10,1.0142
2000-03-13,-9.8394
2000-03-14,16.7038
2000-03-15,-1.3359
2000-03-16,11.1702
2000-03-17,4.2192
2000-03-20,-8.0134
2000-03-21,4.5372
2000-03-22,5.5556
2000-03-23,-7.7303
2000-03-24,-0.3565
2000-03-27,-3.3989
2000-03-28,-1.1111
2000-03-29,1.3109
2000-03-30,-1.4787
2000-03-31,9.1932
2000-04-03,-1.3746
2000-04-04,1.9163999999999999
2000-04-05,-1.8803
2000-04-06,-11.4983
2000-04-07,2.5591
2000-04-10,-0.1919
2000-04-11,2.5
2000-04-12,-1.6886
2000-04-13,0.3817
2000-04-14,-8.365
2000-04-17,6.8465
2000-04-18,3.6893000000000002
2000-04-19,-0.7491
2000-04-20,5.283
2000-04-24,3.2258
2000-04-25,1.9097
2000-04-26,-4.2589
2000-04-27,3.2028
2000-04-28,-1.5516999999999999
2000-05-01,0.7005
2000-05-02,-0.3478
2000-05-03,-0.349
2000-05-04,-0.7005
2000-05-05,3.8801
2000-05-08,-1.6978
2000-05-09,-2.0725
2000-05-10,1.4109
2000-05-11,0.0
2000-05-12,-4.6957
2000-05-15,0.5474
2000-05-16,-1.2704
2000-05-17,-0.9191
2000-05-18,0.5566
2000-05-19,-2.583
2000-05-22,-0.3788
