ticker,FMCC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.8433
2000-01-04,-1.2694
2000-01-05,0.0
2000-01-06,4.8571
2000-01-07,3.951
2000-01-10,-2.8834
2000-01-11,-0.8097
2000-01-12,1.7687
2000-01-13,5.615
2000-01-14,2.1519
2000-01-18,-3.8414
2000-01-19,-3.0928
2000-01-20,-3.4574
2000-01-21,-0.2755
2000-01-24,-1.105
2000-01-25,-0.838
2000-01-26,5.9155
2000-01-27,5.7181
2000-01-28,0.6289
2000-01-31,0.375
2000-02-01,-1.8679999999999999
2000-02-02,-0.6345
2000-02-03,2.5543
2000-02-04,-2.1171
2000-02-07,-4.1985
2000-02-08,0.9296
2000-02-09,-4.2105
2000-02-10,-4.2582
2000-02-11,0.2869
2000-02-14,-2.289
2000-02-15,3.0747
2000-02-16,-1.8466
2000-02-17,-0.8683
2000-02-18,-4.5255
2000-02-22,5.5046
2000-02-23,-2.1739
2000-02-24,-3.7037
2000-02-25,-0.9231
2000-02-28,4.0373
2000-02-29,-0.2985
2000-03-01,-0.7485
2000-03-02,-3.3183
2000-03-03,3.1201
2000-03-06,-3.4796
2000-03-07,-5.4859
2000-03-08,3.8143000000000002
2000-03-09,-2.4409
2000-03-10,-0.8224
2000-03-13,3.4826
2000-03-14,-2.0833
2000-03-15,11.784
2000-03-16,11.8594
2000-03-17,1.5707
2000-03-20,-5.9277999999999995
2000-03-21,3.5616
2000-03-22,-1.7196
2000-03-23,1.2113
2000-03-24,0.266
2000-03-27,-1.9893999999999998
2000-03-28,-1.4885
2000-03-29,-0.5495
2000-03-30,-4.1436
2000-03-31,1.8732
2000-04-03,5.2334
2000-04-04,-2.0161
2000-04-05,0.9602
2000-04-06,4.3478
2000-04-07,-2.0833
2000-04-10,-1.1968
2000-04-11,1.2113
2000-04-12,8.5106
2000-04-13,-1.4706000000000001
2000-04-14,-5.5969999999999995
2000-04-17,-0.527
2000-04-18,1.7219
2000-04-19,-1.5625
2000-04-20,0.6614
2000-04-24,4.9934
2000-04-25,2.0025
2000-04-26,-2.3313
2000-04-27,-2.8894
2000-04-28,-4.9159
2000-05-01,-1.7687
2000-05-02,-1.8006
2000-05-03,-1.2694
2000-05-04,-2.8571
2000-05-05,0.0
2000-05-08,1.4706000000000001
2000-05-09,0.8696
2000-05-10,0.431
2000-05-11,3.5765000000000002
2000-05-12,-1.105
2000-05-15,4.6089
2000-05-16,-0.534
2000-05-17,0.2685
2000-05-18,1.071
2000-05-19,-2.5166
