ticker,HON UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.7335
2000-01-04,-1.7641
2000-01-05,-1.0101
2000-01-06,1.5873
2000-01-07,5.3571
2000-01-10,0.5297
2000-01-11,-0.7376
2000-01-12,0.9554
2000-01-13,0.7361
2000-01-14,0.0
2000-01-18,-0.6263
2000-01-19,-9.6639
2000-01-20,-1.6279
2000-01-21,-4.2553
2000-01-24,-6.0494
2000-01-25,0.2628
2000-01-26,-0.1311
2000-01-27,-2.8871
2000-01-28,-2.2973
2000-01-31,6.2241
2000-02-01,-0.9115
2000-02-02,1.4455
2000-02-03,-1.5544
2000-02-04,-0.6579
2000-02-07,-4.6358
2000-02-08,0.5556
2000-02-09,-3.3149
2000-02-10,-1.1429
2000-02-11,-2.3121
2000-02-14,2.9586
2000-02-15,6.4655000000000005
2000-02-16,-2.4291
2000-02-17,3.1944
2000-02-18,-5.249
2000-02-22,7.3864
2000-02-23,-4.3651
2000-02-24,1.2448
2000-02-25,1.776
2000-02-28,3.0872
2000-02-29,0.2604
2000-03-01,0.0
2000-03-02,-4.6753
2000-03-03,-0.8174
2000-03-06,-2.6099
2000-03-07,-5.6417
2000-03-08,2.0927
2000-03-09,3.5139
2000-03-10,2.6874000000000002
2000-03-13,-1.6529
2000-03-14,-0.8403
2000-03-15,3.8136
2000-03-16,8.2993
2000-03-17,-5.7789
2000-03-20,0.9333
2000-03-21,4.6235
2000-03-22,-6.5657
2000-03-23,0.0
2000-03-24,7.2973
2000-03-27,-3.2746
2000-03-28,-2.474
2000-03-29,4.6729
2000-03-30,4.4643
2000-03-31,2.9304
2000-04-03,3.2028
2000-04-04,-1.7241
2000-04-05,-1.2865
2000-04-06,-1.1848
2000-04-07,-0.9592
2000-04-10,3.632
2000-04-11,4.7897
2000-04-12,-5.6856
2000-04-13,4.8463
2000-04-14,-2.7057
2000-04-17,1.9699
2000-04-18,-0.1136
2000-04-19,-1.1377
2000-04-20,3.9125
2000-04-24,-0.3322
2000-04-25,2.7778
2000-04-26,-3.6757
2000-04-27,-0.6734
2000-04-28,1.2429000000000001
2000-05-01,-0.8929
2000-05-02,-2.7027
2000-05-03,0.3472
2000-05-04,-1.7301
2000-05-05,1.9952999999999999
2000-05-08,0.0
2000-05-09,-0.5754
2000-05-10,-0.3472
2000-05-11,-0.3484
2000-05-12,-0.6993
2000-05-15,4.3427
2000-05-16,1.0124
2000-05-17,-3.2294
2000-05-18,1.6166
2000-05-19,-1.3636
