ticker,1539941D UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-15,1.0714
2006-12-18,-1.0601
2006-12-19,0.7143
2006-12-20,-1.0638
2006-12-21,1.2545
2006-12-22,0.708
2006-12-26,0.7733
2006-12-27,-0.593
2006-12-28,-0.4561
2006-12-29,-2.1854
2007-01-03,3.1351
2007-01-04,1.5024
2007-01-05,-0.654
2007-01-08,-3.7422
2007-01-09,-0.072
2007-01-10,-3.7464
2007-01-11,-1.1228
2007-01-12,-1.4005
2007-01-16,-0.7678
2007-01-17,3.675
2007-01-18,0.1866
2007-01-19,-0.1862
2007-01-22,-0.4104
2007-01-23,0.8617
2007-01-24,-0.26
2007-01-25,-2.3836
2007-01-26,-1.7551
2007-01-29,0.2718
2007-01-30,1.2393
2007-01-31,-0.0765
2007-02-01,-0.6508
2007-02-02,0.1541
2007-02-05,1.9623
2007-02-06,1.2075
2007-02-07,0.2983
2007-02-08,-0.2974
2007-02-09,-3.2438
2007-02-12,-0.6936
2007-02-13,0.4269
2007-02-14,1.932
2007-02-15,-0.1529
2007-02-16,-0.7274
2007-02-20,-1.0798
2007-02-21,-0.5068
2007-02-22,-0.5486
2007-02-23,-0.2364
2007-02-26,2.9226
2007-02-27,-1.6117
2007-02-28,0.351
2007-03-01,1.0105
2007-03-02,-2.6164
2007-03-05,-2.4891
2007-03-06,1.8639000000000001
2007-03-07,-0.4773
2007-03-08,-0.9992
2007-03-09,0.8478
2007-03-12,-1.5612
2007-03-13,-2.318
2007-03-14,1.249
2007-03-15,-0.6168
2007-03-16,-0.7861
2007-03-19,-0.6255
2007-03-20,1.133
2007-03-21,3.3195
2007-03-22,1.245
2007-03-23,1.4677
2007-03-26,-0.2346
2007-03-27,0.1567
2007-03-28,0.7825
2007-03-29,0.7764
2007-03-30,1.1941
2007-04-02,0.1903
2007-04-03,-0.4559
2007-04-04,-0.8779
2007-04-05,-0.4236
2007-04-09,0.6574
2007-04-10,0.8452
2007-04-11,-0.8
2007-04-12,-0.9601
2007-04-13,-0.2714
2007-04-16,1.5941
2007-04-17,1.416
2007-04-18,-2.0
2007-04-19,0.6546
2007-04-20,3.3282
2007-04-23,-1.1107
2007-04-24,-0.337
2007-04-25,1.8782999999999999
2007-04-26,-1.9174
2007-04-27,-0.6767
2007-04-30,-1.2112
2007-05-01,1.2261
2007-05-02,0.7949
2007-05-03,-0.6008
2007-05-04,0.6422
2007-05-07,-0.4129
2007-05-08,-1.47
2007-05-09,0.8034
2007-05-10,-0.8419
