ticker,1518855D US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,9.779
2000-01-04,-6.7368
2000-01-05,-7.3363
2000-01-06,-10.3076
2000-01-07,10.6094
2000-01-10,7.0749
2000-01-11,-8.872
2000-01-12,-10.0189
2000-01-13,-2.989
2000-01-14,1.7658
2000-01-18,-3.3463
2000-01-19,6.6862
2000-01-20,-3.3139
2000-01-21,0.0
2000-01-24,-7.8494
2000-01-25,6.5523
2000-01-26,-4.9195
2000-01-27,2.6821
2000-01-28,-7.0767
2000-01-31,2.7313
2000-02-01,-1.4555
2000-02-02,3.3478
2000-02-03,9.8323
2000-02-04,-1.8737
2000-02-07,0.1414
2000-02-08,5.4025
2000-02-09,-2.8978
2000-02-10,0.7418
2000-02-11,-6.113
2000-02-14,-51.6323
2000-02-15,2.5641
2000-02-16,-4.9632
2000-02-17,1.0058
2000-02-18,-4.3278
2000-02-22,-1.4812
2000-02-23,8.0557
2000-02-24,1.1187
2000-02-25,-1.7107
2000-02-28,-1.9675
2000-02-29,-1.3894
2000-03-01,-0.7436
2000-03-02,-2.2476
2000-03-03,1.9766
2000-03-06,8.5839
2000-03-07,-0.1093
2000-03-08,3.2823
2000-03-09,3.5311
2000-03-10,-2.8308
2000-03-13,-1.2636
2000-03-14,-4.0171
2000-03-15,-6.0741
2000-03-16,7.3738
2000-03-17,0.5509
2000-03-20,0.5205
2000-03-21,11.4724
2000-03-22,2.8357
2000-03-23,-3.1379
2000-03-24,1.5707
2000-03-27,3.4794
2000-03-28,-2.8643
2000-03-29,-9.1987
2000-03-30,-4.2711
2000-03-31,1.1062
2000-04-03,-6.5646
2000-04-04,4.5277
2000-04-05,-1.0829
2000-04-06,-6.9838000000000005
2000-04-07,-1.8669
2000-04-10,-6.0794
2000-04-11,-5.9445
2000-04-12,2.0131
2000-04-13,-0.0459
2000-04-14,-14.7842
2000-04-17,-1.4009
2000-04-18,10.765
2000-04-19,-0.6413
2000-04-20,-2.1847
2000-04-24,-7.5127
2000-04-25,9.330400000000001
2000-04-26,-4.3173
2000-04-27,4.3547
2000-04-28,4.7763
2000-05-01,0.4798
2000-05-02,-6.3515
2000-05-03,-0.408
2000-05-04,1.7409
2000-05-05,1.2079
2000-05-08,-3.9284
2000-05-09,-2.7433
2000-05-10,1.2374
2000-05-11,5.4015
2000-05-12,0.2993
2000-05-15,3.4311
2000-05-16,4.3269
2000-05-17,1.6129
2000-05-18,-4.2177
2000-05-19,-8.8542
2000-05-22,4.9351
