ticker,CHD UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.5761
2000-01-04,-2.4038
2000-01-05,0.0
2000-01-06,3.4483
2000-01-07,3.8095
2000-01-10,-1.3761
2000-01-11,-0.9302
2000-01-12,0.0
2000-01-13,2.3474
2000-01-14,-0.6881
2000-01-18,-3.2333
2000-01-19,-1.1933
2000-01-20,-0.4831
2000-01-21,-3.6408
2000-01-24,-2.0151
2000-01-25,-5.9126
2000-01-26,1.9125999999999999
2000-01-27,-1.6086
2000-01-28,-3.2698
2000-01-31,-0.5634
2000-02-01,-6.7989
2000-02-02,3.3435
2000-02-03,-2.6471
2000-02-04,-2.1148
2000-02-07,-4.0123
2000-02-08,-5.7492
2000-02-09,-9.9315
2000-02-10,-0.3802
2000-02-11,-2.6718
2000-02-14,5.4902
2000-02-15,10.0372
2000-02-16,-1.6892
2000-02-17,-0.6873
2000-02-18,-5.5363
2000-02-22,0.7326
2000-02-23,0.7273
2000-02-24,-2.5271
2000-02-25,-1.4815
2000-02-28,3.3835
2000-02-29,-0.7273
2000-03-01,0.0
2000-03-02,-1.4652
2000-03-03,4.8327
2000-03-06,1.4184
2000-03-07,-4.1958
2000-03-08,-1.8248
2000-03-09,0.7435
2000-03-10,-11.8081
2000-03-13,0.4184
2000-03-14,-1.25
2000-03-15,2.5316
2000-03-16,3.7037
2000-03-17,-2.7778
2000-03-20,4.4898
2000-03-21,-0.3906
2000-03-22,-0.7843
2000-03-23,1.9763
2000-03-24,-4.6512
2000-03-27,-0.813
2000-03-28,-1.6393
2000-03-29,0.4167
2000-03-30,9.1286
2000-03-31,4.5626999999999995
2000-04-03,2.5455
2000-04-04,-3.1915
2000-04-05,0.0
2000-04-06,-2.1978
2000-04-07,-1.1236
2000-04-10,3.0303
2000-04-11,-1.1029
2000-04-12,-1.1152
2000-04-13,3.0075
2000-04-14,-4.3796
2000-04-17,2.2901
2000-04-18,-0.7463
2000-04-19,-1.5038
2000-04-20,2.2901
2000-04-24,0.7463
2000-04-25,-4.4444
2000-04-26,3.4884
2000-04-27,0.7491
2000-04-28,6.3197
2000-05-01,5.5944
2000-05-02,0.6623
2000-05-03,-0.9868
2000-05-04,1.9933999999999998
2000-05-05,2.2801
2000-05-08,-2.2293
2000-05-09,-0.6515
2000-05-10,-0.2885
2000-05-11,1.3201
2000-05-12,-5.2117
2000-05-15,2.0619
2000-05-16,-0.6734
2000-05-17,-1.0169
2000-05-18,0.0
2000-05-19,-2.0548
2000-05-22,-0.3497
