ticker,EXC UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-09-26,0.3469
2019-09-27,-1.22
2019-09-30,-0.5558
2019-10-01,-0.6831
2019-10-02,-0.7503
2019-10-03,0.21
2019-10-04,1.5298
2019-10-07,0.0206
2019-10-08,-1.4239
2019-10-09,0.2931
2019-10-10,-1.0228
2019-10-11,0.1898
2019-10-14,-0.8525
2019-10-15,-0.0955
2019-10-16,-4.5686
2019-10-17,-1.8927
2019-10-18,1.3731
2019-10-21,0.1008
2019-10-22,1.2078
2019-10-23,0.884
2019-10-24,1.161
2019-10-25,-0.628
2019-10-28,-0.6319
2019-10-29,0.5702
2019-10-30,1.7444
2019-10-31,-2.5075
2019-11-01,-0.3297
2019-11-04,-1.8527
2019-11-05,0.6292
2019-11-06,0.0893
2019-11-07,-0.2677
2019-11-08,0.0224
2019-11-11,-1.5433
2019-11-12,0.6815
2019-11-13,0.4061
2019-11-14,1.1067
2019-11-15,0.8739
2019-11-18,0.8663
2019-11-19,-0.0881
2019-11-20,-0.022
2019-11-21,-2.1384
2019-11-22,0.0901
2019-11-25,-0.5852
2019-11-26,-0.3622
2019-11-27,0.5908
2019-11-29,0.2937
2019-12-02,-1.1036
2019-12-03,0.7971
2019-12-04,0.6326
2019-12-05,0.7185
2019-12-06,0.0
2019-12-09,0.156
2019-12-10,-0.4674
2019-12-11,-1.174
2019-12-12,-0.215
2019-12-13,-0.6349
2019-12-16,2.0082
2019-12-17,0.6264
2019-12-18,0.8671
2019-12-19,-0.8596
2019-12-20,1.0449
2019-12-23,-0.5501
2019-12-24,0.2655
2019-12-26,0.0
2019-12-27,0.1986
2019-12-30,-0.0661
2019-12-31,0.4628
2020-01-02,-0.351
2020-01-03,0.3082
2020-01-06,0.1426
2020-01-07,0.0986
2020-01-08,0.7115
2020-01-09,0.3152
2020-01-10,0.2384
2020-01-13,-0.1513
2020-01-14,-0.8227
2020-01-15,1.6154
2020-01-16,0.4082
2020-01-17,1.3907
2020-01-21,0.4009
2020-01-22,0.1681
2020-01-23,0.6085
2020-01-24,-0.4588
2020-01-27,-0.9638
2020-01-28,0.9731
2020-01-29,0.1676
2020-01-30,0.5229
2020-01-31,-0.9779
2020-02-03,1.2818
2020-02-04,-0.2282
2020-02-05,0.4991
2020-02-06,-0.1448
2020-02-07,-0.145
2020-02-10,0.249
2020-02-11,2.1321
2020-02-12,-0.1621
2020-02-13,0.6293
2020-02-14,0.3833
2020-02-18,1.246
2020-02-19,-0.789
2020-02-20,0.504
