ticker,EXC UW Equity
2020-02-21,-0.2608
2020-02-24,-1.8101
2020-02-25,-2.4375
2020-02-26,-1.2177
2020-02-27,-4.0595
2020-02-28,-4.4971
2020-03-02,5.3816
2020-03-03,-2.7295
2020-03-04,5.9516
2020-03-05,-1.4737
2020-03-06,-2.0811
2020-03-09,-7.2172
2020-03-10,2.8871
2020-03-11,-7.6763
2020-03-12,-11.4042
2020-03-13,3.0904
2020-03-16,-16.0891
2020-03-17,17.9941
2020-03-18,-8.2222
2020-03-19,-1.9068
2020-03-20,-4.3505
2020-03-23,-3.2903000000000002
2020-03-24,15.1101
2020-03-25,0.1159
2020-03-26,5.9045
2020-03-27,-2.979
2020-03-30,4.8732
2020-03-31,-1.1280999999999999
2020-04-01,-9.0465
2020-04-02,3.5842
2020-04-03,-5.5652
2020-04-06,10.9008
2020-04-07,-1.4593
2020-04-08,5.0293
2020-04-09,4.15
2020-04-13,-3.576
2020-04-14,3.4967
2020-04-15,-5.2214
2020-04-16,0.189
2020-04-17,3.6119
2020-04-20,-3.564
2020-04-21,-3.7497
2020-04-22,4.2600999999999996
2020-04-23,-2.3656
2020-04-24,0.7709
2020-04-27,3.347
2020-04-28,0.0397
2020-04-29,1.2685
2020-04-30,-3.2359
2020-05-01,-3.452
2020-05-04,-0.9777
2020-05-05,1.1848
2020-05-06,-3.8890000000000002
2020-05-07,1.6389
2020-05-08,6.8208
2020-05-11,-0.4007
2020-05-12,-1.2071
2020-05-13,-3.1225
2020-05-14,2.2492
2020-05-15,-2.2438
2020-05-18,6.3757
2020-05-19,-2.211
2020-05-20,0.7083
2020-05-21,-1.4336
2020-05-22,1.1251
2020-05-26,2.0353
2020-05-27,0.9043
2020-05-28,0.8434
2020-05-29,0.1307
2020-06-01,1.3835
2020-06-02,0.2317
2020-06-03,2.5173
2020-06-04,-2.3302
2020-06-05,3.5403000000000002
2020-06-08,3.7166
2020-06-09,-3.225
2020-06-10,-1.2589000000000001
2020-06-11,-4.875
2020-06-12,-0.3679
2020-06-15,1.0551
2020-06-16,0.7309
2020-06-17,-0.3628
2020-06-18,-0.6502
2020-06-19,-1.7539
2020-06-22,0.1066
2020-06-23,-0.8517
2020-06-24,-2.094
2020-06-25,-2.8791
2020-06-26,-2.0045
2020-06-29,3.6877
2020-06-30,0.8336
2020-07-01,2.9485
2020-07-02,0.3212
2020-07-06,-0.2134
2020-07-07,-1.0695000000000001
2020-07-08,0.4054
2020-07-09,-1.4266
2020-07-10,2.1027
2020-07-13,0.214
2020-07-14,1.0675
2020-07-15,0.4753
2020-07-16,0.0263
2020-07-17,3.5076
2020-07-20,-2.7288
2020-07-21,1.0699
2020-07-22,0.6584
2020-07-23,-0.885
2020-07-24,-2.1739
2020-07-27,-0.582
2020-07-28,1.0378
2020-07-29,1.5539
2020-07-30,-0.2334
2020-07-31,0.3639
2020-08-03,-1.6058
2020-08-04,2.0005
2020-08-05,-2.6581
2020-08-06,0.4772
2020-08-07,2.7177
2020-08-10,-1.5926
2020-08-11,-1.0702
2020-08-12,2.1372
2020-08-13,-1.001
2020-08-14,-0.0264
2020-08-17,-1.5554999999999999
2020-08-18,-0.7231
2020-08-19,-0.1349
2020-08-20,-1.9179
2020-08-21,0.5784
2020-08-24,3.2037
2020-08-25,-1.4858
2020-08-26,0.3905
2020-08-27,-1.0329
2020-08-28,0.4066
2020-08-31,-0.351
2020-09-01,-1.5714000000000001
2020-09-02,4.6793
2020-09-03,-1.9458
2020-09-04,-0.5363
2020-09-08,-1.8064
2020-09-09,0.6864
2020-09-10,-2.2634
2020-09-11,-0.0279
2020-09-14,1.2001
2020-09-15,-0.262
2020-09-16,0.2627
2020-09-17,-0.9101
2020-09-18,-2.3935
2020-09-21,-0.9125
2020-09-22,1.3237
2020-09-23,-2.0733
2020-09-24,0.9571
2020-09-25,2.0396
2020-09-28,0.6194
2020-09-29,-1.1752
2020-09-30,1.2458
2020-10-01,0.1957
2020-10-02,0.307
2020-10-05,2.3651
2020-10-06,1.0329
2020-10-07,1.8294000000000001
2020-10-08,3.8838
2020-10-09,-0.3052
2020-10-12,1.9898
2020-10-13,2.5013
2020-10-14,0.122
2020-10-15,0.9018
2020-10-16,1.6667
2020-10-19,-0.5464
2020-10-20,1.29
2020-10-21,-0.6132
2020-10-22,0.2136
2020-10-23,-0.071
2020-10-26,-1.1848
2020-10-27,-1.3189
2020-10-28,-3.8396
2020-10-29,1.491
2020-10-30,-0.6723
2020-11-02,2.6824
2020-11-03,3.6865
2020-11-04,-0.5887
2020-11-05,2.0133
2020-11-06,-0.534
2020-11-09,1.1204
2020-11-10,-0.7618
2020-11-11,1.9656
2020-11-12,-2.5893
2020-11-13,1.3407
2020-11-16,1.0492
2020-11-17,-0.623
2020-11-18,-0.8591
2020-11-19,-0.8197
2020-11-20,-1.1334
2020-11-23,-0.7165
2020-11-24,2.8386
2020-11-25,-1.2398
2020-11-27,-1.1369
2020-11-30,-1.6052
2020-12-01,0.4383
2020-12-02,0.7758
2020-12-03,-1.2509000000000001
2020-12-04,-0.2923
2020-12-07,0.6474
2020-12-08,0.3034
2020-12-09,-0.5566
2020-12-10,0.2677
2020-12-11,-0.0243
2020-12-14,-0.3156
2020-12-15,4.0429
2020-12-16,-0.6554
2020-12-17,0.4948
2020-12-18,-0.1876
2020-12-21,-2.49
2020-12-22,0.6023
2020-12-23,-0.1197
2020-12-24,0.2877
2020-12-28,0.9084
2020-12-29,-0.9003
2020-12-30,0.2391
2020-12-31,0.6916
2021-01-04,-2.487
2021-01-05,-0.1457
2021-01-06,3.2595
2021-01-07,-0.9894
2021-01-08,0.4283
2021-01-11,-0.8292
2021-01-12,0.5256
2021-01-13,1.7109999999999999
2021-01-14,-0.514
2021-01-15,1.8317999999999999
2021-01-19,-1.2454
2021-01-20,0.5371
2021-01-21,-0.0697
2021-01-22,-1.1158
2021-01-25,1.9041000000000001
2021-01-26,-1.1534
