ticker,NBL UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.5394
2000-01-04,-3.3951000000000002
2000-01-05,-0.9585
2000-01-06,5.8065
2000-01-07,1.5244
2000-01-10,-3.3033
2000-01-11,1.8634
2000-01-12,-0.3049
2000-01-13,0.6116
2000-01-14,-3.0395
2000-01-18,9.7179
2000-01-19,0.8571
2000-01-20,-0.2833
2000-01-21,1.9886
2000-01-24,-4.4568
2000-01-25,-2.0408
2000-01-26,-1.1905000000000001
2000-01-27,-1.2048
2000-01-28,-2.439
2000-01-31,0.3125
2000-02-01,6.2305
2000-02-02,-0.8798
2000-02-03,5.0296
2000-02-04,-3.3803
2000-02-07,4.0816
2000-02-08,-3.9215999999999998
2000-02-09,-3.7901
2000-02-10,6.9697
2000-02-11,-2.9348
2000-02-14,1.1696
2000-02-15,5.2023
2000-02-16,-0.5495
2000-02-17,1.3812
2000-02-18,-3.2698
2000-02-22,-1.9718
2000-02-23,-2.5862
2000-02-24,-1.1799
2000-02-25,-1.4925
2000-02-28,4.2424
2000-02-29,4.6512
2000-03-01,5.5556
2000-03-02,10.2632
2000-03-03,-2.3866
2000-03-06,-0.2445
2000-03-07,13.7255
2000-03-08,-0.6466
2000-03-09,-1.0846
2000-03-10,-3.9474
2000-03-13,-1.1416
2000-03-14,1.8476
2000-03-15,-0.907
2000-03-16,4.5767
2000-03-17,-1.7505
2000-03-20,1.5590000000000002
2000-03-21,-1.3158
2000-03-22,-0.4444
2000-03-23,0.0
2000-03-24,2.9018
2000-03-27,-1.5184
2000-03-28,0.2203
2000-03-29,6.5934
2000-03-30,5.9794
2000-03-31,2.1401
2000-04-03,2.8571
2000-04-04,-5.3704
2000-04-05,-2.544
2000-04-06,0.8032
2000-04-07,-2.5896
2000-04-10,-3.0675
2000-04-11,1.2658
2000-04-12,6.4583
2000-04-13,-0.1957
2000-04-14,-0.7843
2000-04-17,-3.9526
2000-04-18,4.7325
2000-04-19,4.9116
2000-04-20,0.5618
2000-04-24,5.0279
2000-04-25,1.7730000000000001
2000-04-26,-3.3101
2000-04-27,2.7027
2000-04-28,1.2281
2000-05-01,8.3189
2000-05-02,1.28
2000-05-03,-5.8452
2000-05-04,5.9799
2000-05-05,-1.2678
2000-05-08,-0.1605
2000-05-09,1.4469
2000-05-10,0.6339
2000-05-11,5.5118
2000-05-12,-0.7463
2000-05-15,-3.7594
2000-05-16,-0.9375
2000-05-17,2.0505
2000-05-18,-0.6182
2000-05-19,-1.7107
