ticker,ORCL UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,5.4099
2000-01-04,-8.836
2000-01-05,-5.2815
2000-01-06,-5.8824
2000-01-07,7.6823
2000-01-10,11.971
2000-01-11,-2.9158
2000-01-12,-6.0067
2000-01-13,-0.5325
2000-01-14,1.6657
2000-01-18,4.1545
2000-01-19,2.6966
2000-01-20,3.7199
2000-01-21,0.7384
2000-01-24,-9.2147
2000-01-25,4.1522
2000-01-26,-2.4363
2000-01-27,-5.9024
2000-01-28,-8.5645
2000-01-31,5.442
2000-02-01,8.1013
2000-02-02,0.5787
2000-02-03,4.3728
2000-02-04,1.9846
2000-02-07,3.6757
2000-02-08,-0.6257
2000-02-09,0.6296
2000-02-10,3.9625
2000-02-11,-4.2126
2000-02-14,4.1885
2000-02-15,-1.3065
2000-02-16,-0.2037
2000-02-17,0.6122
2000-02-18,-4.9696
2000-02-22,1.2807
2000-02-23,6.3224
2000-02-24,-1.7839
2000-02-25,14.0262
2000-02-28,-2.8319
2000-02-29,8.1967
2000-03-01,-3.7037
2000-03-02,-4.1958
2000-03-03,9.4891
2000-03-06,1.0
2000-03-07,-1.0726
2000-03-08,10.9258
2000-03-09,1.0526
2000-03-10,-2.8274
2000-03-13,-3.5221999999999998
2000-03-14,-2.2222
2000-03-15,2.1104
2000-03-16,4.213
2000-03-17,-2.5934
2000-03-20,-2.1143
2000-03-21,3.2800000000000002
2000-03-22,4.1828
2000-03-23,3.3457
2000-03-24,0.1439
2000-03-27,1.6522999999999999
2000-03-28,-2.1201
2000-03-29,-4.6931
2000-03-30,-4.9242
2000-03-31,-0.4781
2000-04-03,-1.5211999999999999
2000-04-04,-1.2195
2000-04-05,3.0453
2000-04-06,5.0319
2000-04-07,6.0076
2000-04-10,-5.3085
2000-04-11,-6.2121
2000-04-12,-5.4927
2000-04-13,-1.6239
2000-04-14,-11.7072
2000-04-17,17.786
2000-04-18,5.5138
2000-04-19,-5.5424
2000-04-20,-5.0293
2000-04-24,2.2948
2000-04-25,4.3141
2000-04-26,-4.4665
2000-04-27,7.0996
2000-04-28,3.3952999999999998
2000-05-01,-0.3127
2000-05-02,-2.3529
2000-05-03,-2.5703
2000-05-04,-2.061
2000-05-05,3.4512
2000-05-08,-5.8584
2000-05-09,-0.4322
2000-05-10,-6.0764
2000-05-11,7.024
2000-05-12,2.5042999999999997
2000-05-15,3.7911
2000-05-16,2.8409
2000-05-17,-1.2628
2000-05-18,-6.5548
2000-05-19,-4.1061
