ticker,MHK UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.872
2000-01-04,-2.2901
2000-01-05,1.8229
2000-01-06,-0.5115
2000-01-07,1.2852999999999999
2000-01-10,0.7614
2000-01-11,-1.7631999999999999
2000-01-12,-3.0769
2000-01-13,3.1746
2000-01-14,2.5641
2000-01-18,-1.0
2000-01-19,0.5051
2000-01-20,-5.2764
2000-01-21,0.5305
2000-01-24,-0.5277
2000-01-25,-5.5703
2000-01-26,0.2809
2000-01-27,1.6806999999999999
2000-01-28,1.6529
2000-01-31,1.626
2000-02-01,0.5333
2000-02-02,-0.7958
2000-02-03,-0.5348
2000-02-04,0.2688
2000-02-07,-2.1448
2000-02-08,-0.8219
2000-02-09,-3.8674
2000-02-10,2.0115
2000-02-11,-1.6901000000000002
2000-02-14,2.5788
2000-02-15,1.1173
2000-02-16,0.0
2000-02-17,-0.8287
2000-02-18,1.6713
2000-02-22,-6.3014
2000-02-23,-2.0468
2000-02-24,-1.194
2000-02-25,4.5317
2000-02-28,1.1561
2000-02-29,1.4285999999999999
2000-03-01,0.2817
2000-03-02,-1.4045
2000-03-03,-2.2792
2000-03-06,-3.7901
2000-03-07,1.8182
2000-03-08,-5.3571
2000-03-09,2.2013
2000-03-10,-2.4615
2000-03-13,-2.8391
2000-03-14,5.8442
2000-03-15,4.2945
2000-03-16,-0.8824
2000-03-17,-1.4837
2000-03-20,-5.1205
2000-03-21,0.0
2000-03-22,-0.3175
2000-03-23,4.7771
2000-03-24,0.0
2000-03-27,-2.4316
2000-03-28,1.2461
2000-03-29,4.0
2000-03-30,10.6509
2000-03-31,-4.2781
2000-04-03,2.7933
2000-04-04,-0.2717
2000-04-05,-4.0872
2000-04-06,1.7045
2000-04-07,-0.5587
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,3.6517
2000-04-13,-0.271
2000-04-14,-4.0761
2000-04-17,0.2833
2000-04-18,-1.4123999999999999
2000-04-19,2.2923
2000-04-20,5.042
2000-04-24,5.0667
2000-04-25,-0.2538
2000-04-26,-1.0178
2000-04-27,1.2852999999999999
2000-04-28,0.7614
2000-05-01,2.7708
2000-05-02,-3.9215999999999998
2000-05-03,0.2551
2000-05-04,1.5267
2000-05-05,0.0
2000-05-08,-4.01
2000-05-09,-0.2611
2000-05-10,1.3089
2000-05-11,5.168
2000-05-12,-3.9312
2000-05-15,-1.2788
2000-05-16,2.3316
2000-05-17,-3.5443
2000-05-18,-1.0499
2000-05-19,-1.8568
