ticker,HAS UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-12-22,0.7104
2010-12-23,-2.2168
2010-12-27,-0.0206
2010-12-28,-2.2676
2010-12-29,1.7718
2010-12-30,0.0829
2010-12-31,-2.2986
2011-01-03,-1.1657
2011-01-04,-1.3296000000000001
2011-01-05,0.4999
2011-01-06,-0.4109
2011-01-07,0.0434
2011-01-10,-0.1954
2011-01-11,0.0217
2011-01-12,-2.0657
2011-01-13,-0.8659
2011-01-14,-0.3583
2011-01-18,-0.989
2011-01-19,1.1351
2011-01-20,0.2245
2011-01-21,-0.0896
2011-01-24,-0.269
2011-01-25,-0.1349
2011-01-26,0.9453
2011-01-27,0.2899
2011-01-28,-1.8675000000000002
2011-01-31,0.4557
2011-02-01,-0.5217
2011-02-02,-1.0716
2011-02-03,2.7656
2011-02-04,0.5158
2011-02-07,1.7849
2011-02-08,0.4603
2011-02-09,-0.6982
2011-02-10,0.3955
2011-02-11,-0.5253
2011-02-14,-0.8141
2011-02-15,-1.8412
2011-02-16,1.1525
2011-02-17,1.899
2011-02-18,0.285
2011-02-22,-1.5741
2011-02-23,-2.0435
2011-02-24,-0.1587
2011-02-25,1.3173
2011-02-28,0.6501
2011-03-01,-0.7572
2011-03-02,0.9874
2011-03-03,2.5111
2011-03-04,0.9972
2011-03-07,0.88
2011-03-08,0.6596
2011-03-09,0.0423
2011-03-10,-0.8663
2011-03-11,-0.1279
2011-03-14,-0.3841
2011-03-15,-1.371
2011-03-16,-0.9123
2011-03-17,0.3288
2011-03-18,1.1143
2011-03-21,0.9075
2011-03-22,-1.5417999999999998
2011-03-23,0.522
2011-03-24,1.4062999999999999
2011-03-25,0.7467
2011-03-28,-0.9953
2011-03-29,0.1925
2011-03-30,0.9821
2011-03-31,-0.9725
2011-04-01,1.1742
2011-04-04,-0.422
2011-04-05,-0.1483
2011-04-06,0.2971
2011-04-07,0.0635
2011-04-08,-0.9516
2011-04-11,0.1921
2011-04-12,-2.6848
2011-04-13,0.3284
2011-04-14,-3.0991
2011-04-15,0.9009
2011-04-18,-1.0937000000000001
2011-04-19,-0.2031
2011-04-20,1.5604
2011-04-21,-0.7793
2011-04-25,2.4686
2011-04-26,1.0512
2011-04-27,0.1517
2011-04-28,1.201
2011-04-29,0.8071
2011-05-02,0.7365
2011-05-03,-0.5192
2011-05-04,1.1504
2011-05-05,-0.3791
2011-05-06,0.0846
2011-05-09,-0.8872
2011-05-10,1.4706000000000001
2011-05-11,0.231
2011-05-12,1.2783
