ticker,AMCR UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-06-12,0.6261
2019-06-13,-2.0444
2019-06-14,-0.8167
2019-06-17,-2.5618
2019-06-18,1.4085
2019-06-19,-1.9444
2019-06-20,2.644
2019-06-21,1.3799000000000001
2019-06-24,1.0889
2019-06-25,2.8725
2019-06-26,0.4363
2019-06-27,-0.1738
2019-06-28,0.0
2019-07-01,-0.5222
2019-07-02,1.3123
2019-07-03,0.8636
2019-07-05,-0.5993
2019-07-08,-1.4643
2019-07-09,-3.6713
2019-07-10,-0.5445
2019-07-11,1.0949
2019-07-12,0.6318
2019-07-15,-0.6278
2019-07-16,-1.6245
2019-07-17,2.5688
2019-07-18,0.8945
2019-07-19,-0.0887
2019-07-22,-4.7028
2019-07-23,1.1173
2019-07-24,-0.6446
2019-07-25,1.7609
2019-07-26,-0.1821
2019-07-29,-0.8212
2019-07-30,-2.3919
2019-07-31,-0.0943
2019-08-01,-0.8491
2019-08-02,0.2854
2019-08-05,-2.277
2019-08-06,-0.5825
2019-08-07,1.8555000000000001
2019-08-08,1.7258
2019-08-09,-1.3195000000000001
2019-08-12,-1.9102000000000001
2019-08-13,1.5579
2019-08-14,-4.6021
2019-08-15,-2.5126
2019-08-16,2.268
2019-08-19,1.9153
2019-08-20,-1.3848
2019-08-21,-3.2096
2019-08-22,-1.1399
2019-08-23,-1.0482
2019-08-26,2.9661
2019-08-27,0.6173
2019-08-28,-0.7157
2019-08-29,0.309
2019-08-30,0.8214
2019-09-03,-1.1202
2019-09-04,0.0
2019-09-05,0.6179
2019-09-06,1.0235
2019-09-09,-0.6079
2019-09-10,3.7717
2019-09-11,0.7952
2019-09-12,-0.3945
2019-09-13,1.1881
2019-09-16,-5.3816
2019-09-17,0.9307
2019-09-18,0.6148
2019-09-19,-0.3055
2019-09-20,-1.3279
2019-09-23,-0.1035
2019-09-24,-0.5181
2019-09-25,0.5208
2019-09-26,-0.4145
2019-09-27,1.2487
2019-09-30,0.2055
2019-10-01,-2.0513
2019-10-02,-1.3613
2019-10-03,1.38
2019-10-04,-0.6283
2019-10-07,-1.0537
2019-10-08,-1.7039
2019-10-09,0.9751
2019-10-10,0.0
2019-10-11,3.0043
2019-10-14,-0.1042
2019-10-15,0.0
2019-10-16,-2.0855
2019-10-17,2.1299
2019-10-18,0.0
2019-10-21,0.9385
2019-10-22,-0.2066
2019-10-23,0.5176
2019-10-24,-2.4717000000000002
2019-10-25,2.6399
2019-10-28,-1.4403000000000001
