ticker,AMCR UN Equity
2019-10-29,-1.0438
2019-10-30,0.8439
2019-10-31,-0.4184
2019-11-01,2.2059
2019-11-04,1.6444
2019-11-05,1.1122
2019-11-06,-0.3
2019-11-07,-1.9057
2019-11-08,-0.1022
2019-11-11,0.4094
2019-11-12,0.2039
2019-11-13,0.3052
2019-11-14,0.9128
2019-11-15,0.7035
2019-11-18,0.0
2019-11-19,1.1976
2019-11-20,-3.0572
2019-11-21,0.7121
2019-11-22,1.6162
2019-11-25,0.497
2019-11-26,1.5331000000000001
2019-11-27,1.4778
2019-11-29,-0.3883
2019-12-02,-0.8772
2019-12-03,-0.9833
2019-12-04,1.0924
2019-12-05,1.4735
2019-12-06,1.3553
2019-12-09,-0.382
2019-12-10,-0.767
2019-12-11,1.256
2019-12-12,1.9083999999999999
2019-12-13,-1.1236
2019-12-16,1.8939
2019-12-17,0.4647
2019-12-18,-0.37
2019-12-19,0.2786
2019-12-20,-0.2778
2019-12-23,1.2999
2019-12-24,-1.0999
2019-12-26,0.5561
2019-12-27,0.9217
2019-12-30,-0.9132
2019-12-31,-0.0922
2020-01-02,-1.9373
2020-01-03,-1.317
2020-01-06,-0.6673
2020-01-07,-0.8637
2020-01-08,0.3872
2020-01-09,0.2893
2020-01-10,0.4808
2020-01-13,2.2967
2020-01-14,-0.6548
2020-01-15,0.4708
2020-01-16,1.4058
2020-01-17,0.7394
2020-01-21,-1.8349
2020-01-22,0.2804
2020-01-23,0.0
2020-01-24,-2.2367
2020-01-27,2.6692
2020-01-28,1.1142
2020-01-29,-0.3673
2020-01-30,-0.1843
2020-01-31,-2.2161
2020-02-03,0.8499
2020-02-04,1.779
2020-02-05,1.3799000000000001
2020-02-06,-0.0907
2020-02-07,-1.7257
2020-02-10,-0.0924
2020-02-11,1.4801
2020-02-12,-4.5579
2020-02-13,-2.9608
2020-02-14,0.4921
2020-02-18,0.0
2020-02-19,-0.2938
2020-02-20,0.8841
2020-02-21,-0.2921
2020-02-24,-3.0273
2020-02-25,-2.6183
2020-02-26,0.9307
2020-02-27,-3.0738
2020-02-28,-1.4799
2020-03-02,5.0429
2020-03-03,-0.8682
2020-03-04,1.877
2020-03-05,-3.8895
2020-03-06,-0.7455
2020-03-09,-4.721
2020-03-10,1.0135
2020-03-11,-10.9253
2020-03-12,-16.1452
2020-03-13,1.791
2020-03-16,-12.7566
2020-03-17,4.7059
2020-03-18,2.5682
2020-03-19,16.2754
2020-03-20,-1.7497
2020-03-23,-9.3151
2020-03-24,13.5952
2020-03-25,2.5266
2020-03-26,5.4475
2020-03-27,-4.059
2020-03-30,6.1538
2020-03-31,-1.9324
2020-04-01,-3.202
2020-04-02,4.0712
2020-04-03,-4.1565
2020-04-06,4.8469
2020-04-07,-1.0949
2020-04-08,4.674
2020-04-09,7.6381
2020-04-13,-2.8384
2020-04-14,1.573
2020-04-15,-4.3142
2020-04-16,-2.1965
2020-04-17,3.7824999999999998
2020-04-20,-1.5945
2020-04-21,-4.3981
2020-04-22,1.2107
2020-04-23,-1.7943
2020-04-24,2.5579
2020-04-27,3.0879
2020-04-28,3.9171
2020-04-29,2.439
2020-04-30,-2.9221
2020-05-01,-3.233
2020-05-04,0.1152
2020-05-05,-1.2658
2020-05-06,-1.1655
2020-05-07,1.533
2020-05-08,4.1812
2020-05-11,-1.5608
2020-05-12,3.171
2020-05-13,0.0
2020-05-14,-0.2195
2020-05-15,0.11
2020-05-18,5.9341
2020-05-19,-2.4896
2020-05-20,0.5319
2020-05-21,0.3175
2020-05-22,1.2658
2020-05-26,4.1667
2020-05-27,-0.25
2020-05-28,1.4199
2020-05-29,2.1
2020-06-01,-0.2938
2020-06-02,1.4735
2020-06-03,1.6457000000000002
2020-06-04,0.2857
2020-06-05,3.3238
2020-06-08,-3.4926
2020-06-09,-2.8571
2020-06-10,-3.7255000000000003
2020-06-11,-6.4155
2020-06-12,6.7465
2020-06-15,3.9755000000000003
2020-06-16,0.5882
2020-06-17,0.0975
2020-06-18,0.0974
2020-06-19,0.2918
2020-06-22,-0.388
2020-06-23,-0.2921
2020-06-24,-2.7344
2020-06-25,0.502
2020-06-26,-3.3966
2020-06-29,2.8956
2020-06-30,2.6131
2020-07-01,1.1753
2020-07-02,2.6137
2020-07-06,1.4151
2020-07-07,-1.2093
2020-07-08,-1.6008
2020-07-09,-0.7656
2020-07-10,1.35
2020-07-13,-0.9515
2020-07-14,1.9212
2020-07-15,0.8483
2020-07-16,0.4673
2020-07-17,0.186
2020-07-20,-0.3714
2020-07-21,1.1184
2020-07-22,0.4608
2020-07-23,-1.4679
2020-07-24,-0.6518
2020-07-27,1.4058
2020-07-28,-1.0166
2020-07-29,-0.8403
2020-07-30,-2.4482
2020-07-31,-0.5792
2020-08-03,1.3592
2020-08-04,2.4904
2020-08-05,-0.0935
2020-08-06,1.029
2020-08-07,0.0926
2020-08-10,2.6827
2020-08-11,-0.1802
2020-08-12,0.9928
2020-08-13,0.0894
2020-08-14,0.0
2020-08-17,0.9821
2020-08-18,-2.0336
2020-08-19,1.8953
2020-08-20,-0.0886
2020-08-21,-1.5070999999999999
2020-08-24,-2.1602
2020-08-25,0.0
2020-08-26,0.736
2020-08-27,1.0959
2020-08-28,1.626
2020-08-31,-1.6888999999999998
2020-09-01,1.6275
2020-09-02,2.7135
2020-09-03,-3.0621
2020-09-04,-0.5415
2020-09-08,-2.2686
2020-09-09,2.2284
2020-09-10,0.9083
2020-09-11,-0.45
2020-09-14,0.8137
2020-09-15,0.5381
2020-09-16,-0.1784
2020-09-17,1.1618
2020-09-18,-0.6184
2020-09-21,-2.1333
2020-09-22,0.2725
2020-09-23,-4.1667
2020-09-24,0.0
2020-09-25,2.2684
2020-09-28,0.8318
2020-09-29,-0.55
2020-09-30,1.8433000000000002
2020-10-01,-0.362
2020-10-02,0.0
2020-10-05,1.0899
2020-10-06,-1.0782
2020-10-07,1.9982
2020-10-08,0.9795
2020-10-09,0.7055
2020-10-12,0.0876
2020-10-13,-0.175
2020-10-14,-0.0876
2020-10-15,0.614
2020-10-16,0.2616
2020-10-19,-1.913
2020-10-20,-0.7979
2020-10-21,-0.983
2020-10-22,-0.361
2020-10-23,-0.6341
2020-10-26,-3.0994
2020-10-27,-0.5644
2020-10-28,-2.3652
2020-10-29,1.7442
2020-10-30,-0.6667
2020-11-02,4.0268
2020-11-03,2.6728
2020-11-04,-0.4488
2020-11-05,3.7872
2020-11-06,0.0869
2020-11-09,4.5139
2020-11-10,-1.495
2020-11-11,0.5902
2020-11-12,-3.1852
2020-11-13,2.0779
2020-11-16,3.0534
2020-11-17,-1.8107
2020-11-18,-0.7544
2020-11-19,0.6757
2020-11-20,0.0839
2020-11-23,-2.0327
2020-11-24,1.9879
2020-11-25,-1.7797
2020-11-27,-0.9491
2020-11-30,-1.3066
2020-12-01,1.7652
2020-12-02,-0.5204
2020-12-03,-0.2616
2020-12-04,0.8741
2020-12-07,-1.6463999999999999
2020-12-08,1.674
2020-12-09,0.6066
2020-12-10,-0.6891
2020-12-11,-0.7806
2020-12-14,-1.486
2020-12-15,2.3957
2020-12-16,-1.2132
2020-12-17,1.4035
2020-12-18,0.8651
2020-12-21,-1.6295
2020-12-22,0.2616
2020-12-23,0.5217
2020-12-24,0.692
2020-12-28,-0.4296
2020-12-29,0.0863
2020-12-30,1.2069
2020-12-31,0.2555
2021-01-04,-3.3135
2021-01-05,0.703
2021-01-06,2.7923
2021-01-07,-0.8489
2021-01-08,-1.5411000000000001
2021-01-11,0.3478
2021-01-12,0.7799
2021-01-13,-1.7197
2021-01-14,-0.35
2021-01-15,-2.9851
2021-01-19,-0.905
2021-01-20,2.5571
2021-01-21,0.1781
2021-01-22,-1.4222000000000001
2021-01-25,-1.0821
2021-01-26,2.1878
