ticker,297504Q UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.8965
2000-01-04,-2.3018
2000-01-05,-0.3927
2000-01-06,1.8397000000000001
2000-01-07,4.5161
2000-01-10,-2.716
2000-01-11,-2.4112
2000-01-12,1.0403
2000-01-13,-0.6435
2000-01-14,0.3886
2000-01-18,-3.0968
2000-01-19,-0.2663
2000-01-20,-0.534
2000-01-21,1.4765
2000-01-24,-1.1905000000000001
2000-01-25,-4.1499
2000-01-26,-0.2793
2000-01-27,-0.5602
2000-01-28,-2.8169
2000-01-31,1.5941999999999998
2000-02-01,-2.4251
2000-02-02,-0.4386
2000-02-03,-0.7342
2000-02-04,-0.1479
2000-02-07,-0.5926
2000-02-08,1.1923
2000-02-09,-5.3962
2000-02-10,2.9827
2000-02-11,3.5061
2000-02-14,1.4727999999999999
2000-02-15,-1.1611
2000-02-16,0.1468
2000-02-17,0.4399
2000-02-18,-1.4599
2000-02-22,1.1852
2000-02-23,1.6105
2000-02-24,-4.3228
2000-02-25,11.747
2000-02-28,-2.4259
2000-02-29,6.0773
2000-03-01,16.6667
2000-03-02,-3.4598
2000-03-03,-3.4682
2000-03-06,8.8623
2000-03-07,-3.3003
2000-03-08,-2.1615
2000-03-09,0.0
2000-03-10,-0.1163
2000-03-13,-2.0955
2000-03-14,-0.4756
2000-03-15,5.3763
2000-03-16,2.1542
2000-03-17,-0.222
2000-03-20,0.4449
2000-03-21,0.9967
2000-03-22,-1.8639999999999999
2000-03-23,-0.7821
2000-03-24,2.3649
2000-03-27,12.8713
2000-03-28,-3.6062
2000-03-29,0.2022
2000-03-30,1.6145
2000-03-31,-7.0506
2000-04-03,-7.265
2000-04-04,3.2258
2000-04-05,-0.4464
2000-04-06,3.5874
2000-04-07,-3.7879
2000-04-10,2.6997
2000-04-11,2.1906
2000-04-12,-4.6088000000000005
2000-04-13,1.0112
2000-04-14,-8.4538
2000-04-17,1.3366
2000-04-18,1.3189
2000-04-19,-0.1183
2000-04-20,3.1991
2000-04-24,-0.6889
2000-04-25,5.5491
2000-04-26,0.7667
2000-04-27,2.3913
2000-04-28,-0.6369
2000-05-01,2.4573
2000-05-02,-0.5214
2000-05-03,-2.7254
2000-05-04,-0.2155
2000-05-05,0.9719
2000-05-08,0.107
2000-05-09,-0.8547
2000-05-10,-2.3405
2000-05-11,0.5549
2000-05-12,-1.2141
2000-05-15,0.1117
2000-05-16,0.6696
2000-05-17,-1.2195
2000-05-18,-1.459
2000-05-19,-3.7584999999999997
