ticker,MCD UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.7054
2000-01-04,-2.0505
2000-01-05,1.6103
2000-01-06,-1.4263
2000-01-07,2.5723000000000003
2000-01-10,0.4702
2000-01-11,2.3401
2000-01-12,4.4207
2000-01-13,-1.1679
2000-01-14,0.7386
2000-01-18,-2.6393
2000-01-19,2.5602
2000-01-20,-3.3774
2000-01-21,-0.152
2000-01-24,-2.7397
2000-01-25,-0.313
2000-01-26,-10.832
2000-01-27,5.9859
2000-01-28,-2.3256
2000-01-31,1.1905000000000001
2000-02-01,-1.5126
2000-02-02,-3.0717
2000-02-03,-1.5845
2000-02-04,0.1789
2000-02-07,-0.1786
2000-02-08,3.9356
2000-02-09,-1.5491000000000001
2000-02-10,-1.5734
2000-02-11,-1.0657
2000-02-14,-2.693
2000-02-15,-0.738
2000-02-16,-0.5576
2000-02-17,0.9346
2000-02-18,-3.7037
2000-02-22,0.0
2000-02-23,0.3846
2000-02-24,-3.4483
2000-02-25,-1.3889
2000-02-28,0.4024
2000-02-29,1.2024
2000-03-01,-0.9901
2000-03-02,-1.0
2000-03-03,2.2222
2000-03-06,-0.1976
2000-03-07,-5.3465
2000-03-08,2.5105
2000-03-09,3.2653
2000-03-10,0.7905
2000-03-13,1.7647
2000-03-14,-5.5877
2000-03-15,6.1224
2000-03-16,5.7692
2000-03-17,-1.6364
2000-03-20,2.2181
2000-03-21,1.9891999999999999
2000-03-22,0.0
2000-03-23,-0.1773
2000-03-24,-0.7105
2000-03-27,-0.5367
2000-03-28,1.0791
2000-03-29,4.8043
2000-03-30,2.2071
2000-03-31,-0.1661
2000-04-03,2.4958
2000-04-04,-0.1623
2000-04-05,-1.9512
2000-04-06,-1.8242
2000-04-07,0.0
2000-04-10,-1.6892
2000-04-11,3.6082
2000-04-12,-3.6484
2000-04-13,-4.8193
2000-04-14,-3.4358
2000-04-17,0.7491
2000-04-18,-3.3457
2000-04-19,1.7308
2000-04-20,8.3176
2000-04-24,8.9005
2000-04-25,-0.3205
2000-04-26,0.0
2000-04-27,-0.3215
2000-04-28,-1.6129
2000-05-01,1.9672
2000-05-02,0.8039
2000-05-03,-5.2632
2000-05-04,-3.7037
2000-05-05,-0.1748
2000-05-08,0.7005
2000-05-09,2.9565
2000-05-10,4.3919
2000-05-11,-1.1327
2000-05-12,-1.6367
2000-05-15,2.1631
2000-05-16,2.1173
2000-05-17,-0.319
2000-05-18,-1.12
2000-05-19,-2.1036
2000-05-22,2.8099
