ticker,GENZ UA Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-11-08,-3.1734999999999998
2002-11-11,-2.0572
2002-11-12,1.6732
2002-11-13,0.5602
2002-11-14,-0.1393
2002-11-15,3.1381
2002-11-18,3.144
2002-11-19,-4.3265
2002-11-20,5.1387
2002-11-21,-1.4337
2002-11-22,-0.1322
2002-11-25,2.6812
2002-11-26,-3.675
2002-11-27,11.8474
2002-11-29,-2.1843
2002-12-02,6.3934
2002-12-03,3.709
2002-12-04,-3.9922
2002-12-05,-0.5487
2002-12-06,1.9454
2002-12-09,-2.7343
2002-12-10,-0.7906
2002-12-11,-2.2137000000000002
2002-12-12,2.8373
2002-12-13,-3.5515
2002-12-17,1.8564
2002-12-18,-3.7645999999999997
2002-12-19,-0.9624
2002-12-20,0.2821
2002-12-23,-1.0003
2002-12-26,2.084
2002-12-27,-5.6604
2002-12-31,-2.8197
2003-01-06,1.1471
2003-01-08,-1.6678
2003-01-09,-0.5427
2003-01-10,7.7422
2003-01-14,3.2289
2003-01-15,7.145
2003-01-16,2.0321
2003-01-21,-0.9818
2003-01-22,-3.0028
2003-01-24,-2.3072
2003-01-28,-1.2556
2003-01-29,-0.6661
2003-01-30,3.5355
2003-02-03,-2.2078
2003-02-04,-7.7363
2003-02-05,0.1305
2003-02-07,-0.1629
2003-02-11,1.3054999999999999
2003-02-13,-3.4472
2003-02-14,-0.7007
2003-02-18,2.6882
2003-02-19,0.1636
2003-02-20,0.6534
2003-02-21,2.4992
2003-02-24,-3.9899
2003-02-25,0.8245
2003-02-28,3.0422
2003-03-03,-0.6667
2003-03-05,-2.6846
2003-03-07,0.5911
2003-03-17,15.4097
2003-03-19,2.7439999999999998
2003-03-24,-2.7533
2003-03-25,-1.1325
2003-03-26,3.8373
2003-03-31,-0.3034
2003-04-01,1.2725
2003-04-02,4.0699
2003-04-03,-1.1024
2003-04-07,-3.9278
2003-04-08,0.3039
2003-04-09,-4.4891
2003-04-10,-0.1442
2003-04-16,-2.9454000000000002
2003-04-21,6.2184
2003-04-22,-4.0616
2003-04-23,6.6861
2003-04-24,0.301
2003-04-25,10.0682
2003-04-30,-0.8676
2003-05-05,5.5264
2003-05-07,-6.4218
2003-05-13,5.4191
2003-05-14,0.4084
2003-05-20,0.2632
2003-05-21,-0.8113
2003-05-22,6.1823
2003-05-23,-0.2492
2003-05-27,4.1563
2003-05-28,1.2211
2003-05-29,1.8957000000000002
2003-06-03,-5.6025
2003-06-09,0.8287
2003-06-10,3.2874
