ticker,A UN Equity
2000-05-22,-7.23
2000-05-23,-7.4899000000000004
2000-05-24,1.6411
2000-05-25,8.5038
2000-05-26,2.0833
2000-05-30,16.9096
2000-05-31,-2.0781
2000-06-01,-0.3396
2000-06-02,11.5843
2000-06-05,-5.9542
2000-06-06,-9.0909
2000-06-07,-6.4286
2000-06-08,3.7214
2000-06-09,4.3238
2000-06-12,-6.8783
2000-06-13,4.5455
2000-06-14,-1.721
2000-06-15,-2.9493
2000-06-16,-5.5081
2000-06-19,8.6432
2000-06-20,8.6031
2000-06-21,7.3254
2000-06-22,-5.0794
2000-06-23,0.3344
2000-06-26,-0.0833
2000-06-27,0.6672
2000-06-28,6.1309
2000-06-29,-5.2303
2000-06-30,-2.8007
2000-07-03,-0.0847
2000-07-05,-5.0042
2000-07-06,-1.4285999999999999
2000-07-07,-2.2645
2000-07-10,1.2048
2000-07-11,-1.0989
2000-07-12,1.4815
2000-07-13,2.7372
2000-07-14,9.2362
2000-07-17,1.7073
2000-07-18,-2.1583
2000-07-19,-3.4314
2000-07-20,-1.1844000000000001
2000-07-21,-34.9315
2000-07-24,2.8947000000000003
2000-07-25,-6.266
2000-07-26,-5.0477
2000-07-27,-4.1667
2000-07-28,-0.8996
2000-07-31,-1.3616
2000-08-01,-1.6871
2000-08-02,-0.312
2000-08-03,-0.1565
2000-08-04,0.9404
2000-08-07,-1.2422
2000-08-08,-2.5157
2000-08-09,1.4516
2000-08-10,-0.7949
2000-08-11,3.6859
2000-08-14,7.4189
2000-08-15,-1.5827
2000-08-16,-2.3392
2000-08-17,11.3772
2000-08-18,20.9677
2000-08-21,6.4444
2000-08-22,0.5219
2000-08-23,0.4154
2000-08-24,-0.8273
2000-08-25,-2.7112
2000-08-28,0.5359
2000-08-29,7.9957
2000-08-30,-2.9615
2000-08-31,-1.8311
2000-09-01,2.2798
2000-09-05,0.2026
2000-09-06,-2.9323
2000-09-07,3.125
2000-09-08,-4.2424
2000-09-11,-5.0633
2000-09-12,-2.1111
2000-09-13,-0.3405
2000-09-14,1.4806
2000-09-15,2.5814
2000-09-18,-6.2363
2000-09-19,0.1167
2000-09-20,-2.0979
2000-09-21,-4.7619
2000-09-22,-1.75
2000-09-25,-1.6539000000000001
2000-09-26,-6.4683
2000-09-27,1.7981
2000-09-28,4.3478
2000-09-29,1.9531
2000-10-02,3.3205999999999998
2000-10-03,5.5624
2000-10-04,8.4309
2000-10-05,-4.7516
2000-10-06,-5.3288
2000-10-09,-2.8743
2000-10-10,-2.2195
2000-10-11,-7.5662
2000-10-12,-2.3192
2000-10-13,-0.838
2000-10-16,4.6479
2000-10-17,-6.7295
2000-10-18,-5.6277
2000-10-19,7.0336
2000-10-20,6.4286
2000-10-23,9.6644
2000-10-24,-5.8751999999999995
2000-10-25,-11.3134
2000-10-26,3.2258
2000-10-27,3.9773
2000-10-30,-0.5464
2000-10-31,1.7856999999999998
2000-11-01,1.0796000000000001
2000-11-02,2.8037
2000-11-03,-2.7273
2000-11-06,-0.9346
2000-11-07,-0.9434
2000-11-08,-3.4013999999999998
2000-11-09,-1.831
2000-11-10,-9.6126
2000-11-13,-0.1587
2000-11-14,8.4261
2000-11-15,1.7595
2000-11-16,-4.0346
2000-11-17,13.8138
2000-11-20,-5.8047
2000-11-21,8.9636
2000-11-22,-1.2852999999999999
2000-11-24,6.1198
2000-11-27,-0.8589
2000-11-28,0.3713
2000-11-29,6.2885
2000-11-30,-3.1323
2000-12-01,1.5569
2000-12-04,-3.7736
2000-12-05,7.9657
2000-12-06,-5.5619
2000-12-07,3.8462
2000-12-08,10.0694
2000-12-11,-2.8391
2000-12-12,-0.8658
2000-12-13,1.7467000000000001
2000-12-14,1.7167
2000-12-15,-4.0084
2000-12-18,0.2198
2000-12-19,0.1096
2000-12-20,-7.9956
2000-12-21,-2.1429
2000-12-22,6.4477
2000-12-26,-2.1714
2000-12-27,4.5561
2000-12-28,-1.1173
2000-12-29,-1.0169
2001-01-02,-7.0776
2001-01-03,10.3194
2001-01-04,3.7862
2001-01-05,-5.4721
2001-01-08,-3.2917
2001-01-09,-0.4695
2001-01-10,4.3632
2001-01-11,4.0678
2001-01-12,-2.4973
2001-01-16,3.6748
2001-01-17,6.4447
2001-01-18,9.0817
2001-01-19,-2.9602
2001-01-22,-4.2898
2001-01-23,0.0
2001-01-24,-7.5697
2001-01-25,-4.7414
2001-01-26,-1.1312
2001-01-29,-0.3753
2001-01-30,0.6064
2001-01-31,-0.3653
2001-02-01,-1.3749
2001-02-02,-2.974
2001-02-05,-5.7471
2001-02-06,3.5976
2001-02-07,-1.6284
2001-02-08,8.1173
2001-02-09,-3.1544
2001-02-12,-2.6286
2001-02-13,-7.3357
2001-02-14,1.33
2001-02-15,12.1875
2001-02-16,-7.1495
2001-02-20,-12.0
2001-02-21,-8.6364
2001-02-22,-2.8109
2001-02-23,-1.9708
2001-02-26,0.0
2001-02-27,-0.3916
2001-02-28,-5.6356
2001-03-01,6.4167
2001-03-02,-0.7309
2001-03-05,0.0526
2001-03-06,6.7017
2001-03-07,0.8867
2001-03-08,-2.3438
2001-03-09,-7.375
2001-03-12,-5.5061
2001-03-13,4.4844
2001-03-14,-3.4992
2001-03-15,-1.2748
2001-03-16,-0.2869
2001-03-19,6.446
2001-03-20,-7.2722
2001-03-21,-7.8717
2001-03-22,10.1266
2001-03-23,8.7069
2001-03-26,-2.009
2001-03-27,-0.3777
2001-03-28,-11.4541
2001-03-29,-8.2569
2001-03-30,2.4333
2001-04-02,0.3905
2001-04-03,-4.376
2001-04-04,-4.7797
2001-04-05,9.0068
2001-04-06,-9.2097
2001-04-09,-0.7194
2001-04-10,8.1522
2001-04-11,6.1307
2001-04-12,7.197
2001-04-16,-1.8846
2001-04-17,0.03
2001-04-18,13.9814
2001-04-19,2.6323
2001-04-20,3.6163
2001-04-23,-0.9901
2001-04-24,-6.95
2001-04-25,4.3256
2001-04-26,-2.1118
2001-04-27,2.0521
2001-04-30,0.5672
2001-05-01,0.4871
2001-05-02,1.3265
2001-05-03,-3.1974
2001-05-04,-0.2081
2001-05-07,0.9643
2001-05-08,-0.826
2001-05-09,1.5096
2001-05-10,0.5385
2001-05-11,1.2242
2001-05-14,-2.3684
2001-05-15,-3.3548
2001-05-16,2.8037
2001-05-17,0.5714
2001-05-18,-7.0248
2001-05-21,5.5556
2001-05-22,3.2895
2001-05-23,-3.3631
2001-05-24,-4.2974
2001-05-25,3.8292
2001-05-29,-4.6166
2001-05-30,-8.5675
2001-05-31,2.0383
2001-06-01,1.2821
2001-06-04,-1.3836
2001-06-05,1.791
2001-06-06,0.4985
2001-06-07,4.5813
2001-06-08,-2.3158
2001-06-11,-3.5418
2001-06-12,-1.3918
2001-06-13,-1.982
2001-06-14,-4.7181
2001-06-15,-2.0579
2001-06-18,-1.5102
2001-06-19,-2.2667
2001-06-20,-3.0696
2001-06-21,4.0816
2001-06-22,-0.6085
2001-06-25,0.8503
2001-06-26,-1.5177
2001-06-27,2.226
2001-06-28,6.1642
2001-06-29,2.556
2001-07-02,1.8154
2001-07-03,-1.7226
2001-07-05,-1.0763
2001-07-06,-6.2791
2001-07-09,-0.796
2001-07-10,-5.3828
2001-07-11,-5.053
2001-07-12,14.4027
2001-07-13,-1.4314
2001-07-16,-4.6205
2001-07-17,2.0761
2001-07-18,-3.4237
2001-07-19,1.6497000000000002
2001-07-20,-0.2072
2001-07-23,-4.1176
2001-07-24,-0.9383
2001-07-25,1.4208
2001-07-26,4.921
2001-07-27,3.0469
2001-07-30,-2.2591
2001-07-31,-2.7532
2001-08-01,10.9752
2001-08-02,0.0
2001-08-03,-1.4173
2001-08-06,-1.5335
2001-08-07,0.6814
2001-08-08,-6.7032
2001-08-09,-1.0708
2001-08-10,-0.1746
2001-08-13,1.1542
2001-08-14,2.1438
2001-08-15,-5.7211
2001-08-16,-1.2567
2001-08-17,-3.8182
2001-08-20,-1.3611
2001-08-21,1.3798
2001-08-22,-0.2647
2001-08-23,-0.7961
2001-08-24,6.1903
2001-08-27,-2.267
2001-08-28,1.2518
2001-08-29,-1.2727
2001-08-30,-4.0516
2001-08-31,1.7274
2001-09-04,-2.5282999999999998
2001-09-05,-4.7619
2001-09-06,-2.439
2001-09-07,-2.7083
2001-09-10,-1.2848
2001-09-17,-5.6399
2001-09-18,-0.092
2001-09-19,4.694
2001-09-20,-8.4835
2001-09-21,-3.2181
2001-09-24,4.2184
2001-09-25,-5.8095
2001-09-26,-2.4267
2001-09-27,-0.3109
2001-09-28,1.6112
2001-10-01,-3.5294
2001-10-02,6.4157
2001-10-03,5.8794
2001-10-04,2.2588
2001-10-05,-2.8992
2001-10-08,1.5166
2001-10-09,-2.9879
2001-10-10,5.5823
2001-10-11,9.9362
2001-10-12,-3.1509
2001-10-15,-0.5565
2001-10-16,2.4968
2001-10-17,-0.798
2001-10-18,-3.895
2001-10-19,2.9074999999999998
2001-10-22,1.0702
2001-10-23,1.0165
2001-10-24,1.5514000000000001
2001-10-25,-0.3716
2001-10-26,0.8703
2001-10-29,-5.7929
2001-10-30,-3.1836
2001-10-31,0.3153
2001-11-01,2.8289
2001-11-02,1.7467000000000001
2001-11-05,5.0644
2001-11-06,4.1258
2001-11-07,-3.0993
2001-11-08,0.2024
2001-11-09,0.202
2001-11-12,-0.6452
2001-11-13,1.2581
2001-11-14,1.4429
2001-11-15,-1.1063
2001-11-16,-3.5957
2001-11-19,1.1604
2001-11-20,-2.5808999999999997
2001-11-21,2.3129
2001-11-23,3.1648
2001-11-26,4.5817
2001-11-27,2.8571
2001-11-28,-0.1852
2001-11-29,0.8163
2001-11-30,0.3681
2001-12-03,0.8801
2001-12-04,2.3264
2001-12-05,6.3233
2001-12-06,-0.568
2001-12-07,1.3105
2001-12-10,-0.6633
2001-12-11,-2.2037
2001-12-12,4.8481
2001-12-13,-7.1312
2001-12-14,1.087
2001-12-17,0.2775
2001-12-18,-0.3113
2001-12-19,-0.9368
2001-12-20,-2.9772
2001-12-21,0.9025
2001-12-24,2.0036
2001-12-26,-1.4381
2001-12-27,2.6334999999999997
2001-12-28,0.3814
2001-12-31,-1.5199
2002-01-02,2.5956
2002-01-03,6.3248
2002-01-04,5.4019
2002-01-07,-0.3966
2002-01-08,0.3063
2002-01-09,-2.3817
2002-01-10,-0.782
2002-01-11,-2.1438
2002-01-14,-1.9973999999999998
2002-01-15,0.0986
2002-01-16,-5.2217
2002-01-17,1.7671999999999999
2002-01-18,-3.0303
2002-01-22,-4.6348
2002-01-23,3.0928
2002-01-24,2.8214
2002-01-25,0.9378
2002-01-28,1.9615
2002-01-29,-1.2825
2002-01-30,0.6496
2002-01-31,3.091
2002-02-01,-2.4382
2002-02-04,-3.4786
2002-02-05,-4.9685
2002-02-06,-0.6627
2002-02-07,-2.1868
2002-02-08,-1.5535999999999999
2002-02-11,2.9253
2002-02-12,-2.169
2002-02-13,2.6757999999999997
2002-02-14,1.6381000000000001
2002-02-15,0.7326
2002-02-19,-5.2727
2002-02-20,10.7869
2002-02-21,-2.4255
2002-02-22,0.3551
2002-02-25,2.6185
2002-02-26,2.4483
2002-02-27,3.1303
2002-02-28,1.6644999999999999
2002-03-01,5.9069
2002-03-04,6.0321
2002-03-05,-0.2287
2002-03-06,-1.3754
2002-03-07,1.104
2002-03-08,3.7069
2002-03-11,0.3325
2002-03-12,-0.5523
2002-03-13,-0.8886
2002-03-14,-0.0841
2002-03-15,4.627
2002-03-18,-0.6701
2002-03-19,-1.2412
2002-03-20,-6.1202
2002-03-21,2.7939
2002-03-22,-2.6897
2002-03-25,-2.8513
2002-03-26,0.3893
2002-03-27,-0.8055
2002-03-28,5.1429
2002-04-01,4.4908
2002-04-02,-2.2721
2002-04-03,-1.8207
2002-04-04,-2.5963000000000003
2002-04-05,-0.7323
2002-04-08,0.9147
2002-04-09,-4.0936
2002-04-10,1.1585
2002-04-11,-3.1043
2002-04-12,0.6221
2002-04-15,0.2782
2002-04-16,4.5006
2002-04-17,3.1563
2002-04-18,-1.058
2002-04-19,1.1561
2002-04-22,-3.5714
2002-04-23,-4.2667
2002-04-24,-3.6521
2002-04-25,-0.5782
2002-04-26,-3.1987
2002-04-29,-1.0347
2002-04-30,1.3491
2002-05-01,1.2978
2002-05-02,-4.4021
2002-05-03,-2.0275
2002-05-06,-2.315
2002-05-07,-0.1436
2002-05-08,8.0187
2002-05-09,-4.3276
2002-05-10,-2.7488
2002-05-13,1.8247
2002-05-14,9.1005
2002-05-15,-4.1868
2002-05-16,-0.5042
2002-05-17,1.3851
2002-05-20,-2.0327
2002-05-21,-2.9252000000000002
2002-05-22,-1.5067
2002-05-23,-0.9961
2002-05-24,-1.9043999999999999
2002-05-28,-0.5861
2002-05-29,-1.6212
2002-05-30,-2.1348
2002-05-31,0.9185
2002-06-03,-3.1854
2002-06-04,-0.1567
2002-06-05,-1.53
2002-06-06,-1.8725
2002-06-07,-3.7759
2002-06-10,4.346
2002-06-11,2.1431
2002-06-12,-2.3357
2002-06-13,-2.7157999999999998
2002-06-14,-2.0833
2002-06-17,7.2766
2002-06-18,0.238
2002-06-19,-3.8385
2002-06-20,-1.2346
2002-06-21,-0.1667
2002-06-24,0.8347
2002-06-25,-2.5248
2002-06-26,-1.4862
2002-06-27,4.4397
2002-06-28,-2.3937
2002-07-01,-2.1987
2002-07-02,-5.1016
2002-07-03,4.7836
2002-07-05,4.1304
2002-07-08,-3.9666
2002-07-09,-1.5217
2002-07-10,-2.4724
2002-07-11,6.6093
2002-07-12,1.3588
2002-07-15,-1.2568
2002-07-16,-1.188
2002-07-17,-2.4474
2002-07-18,-4.3574
2002-07-19,-4.5099
2002-07-22,-3.6627
2002-07-23,-1.2506
2002-07-24,-4.0527
2002-07-25,-11.3516
2002-07-26,3.0971
2002-07-29,5.8347999999999995
2002-07-30,1.1463
2002-07-31,1.8888
2002-08-01,-5.9322
2002-08-02,-5.1802
2002-08-05,-6.8884
2002-08-06,3.7628
2002-08-07,3.6878
2002-08-08,1.9561
2002-08-09,-2.7907
2002-08-12,-1.5550000000000002
2002-08-13,-3.4629
2002-08-14,0.944
2002-08-15,-0.0623
2002-08-16,-0.4367
2002-08-19,9.2732
2002-08-20,-7.1101
2002-08-21,5.2469
2002-08-22,-0.176
2002-08-23,-5.8754
2002-08-26,1.1236
2002-08-27,-5.4938
2002-08-28,-3.0046
2002-08-29,-4.3771
2002-08-30,-5.4225
2002-09-03,-4.3187
2002-09-04,5.0584
2002-09-05,1.6296
2002-09-06,3.1341
2002-09-09,4.0989
2002-09-10,3.666
2002-09-11,1.0478
2002-09-12,-1.0369
2002-09-13,-1.8991
2002-09-16,-2.6035
2002-09-17,1.1652
2002-09-18,-0.0678
2002-09-19,-4.6102
2002-09-20,-0.7107
2002-09-23,-4.4381
2002-09-24,-1.1236
2002-09-25,6.5908999999999995
2002-09-26,-2.0611
2002-09-27,-5.0073
2002-09-30,-0.2292
2002-10-01,-0.0766
2002-10-02,-4.2146
2002-10-03,-1.6
2002-10-04,-4.065
2002-10-07,-2.3729
2002-10-08,6.1632
2002-10-09,-10.8749
2002-10-10,-0.4587
2002-10-11,0.4608
2002-10-14,1.0092
2002-10-15,7.8111
2002-10-16,-5.2233
2002-10-17,7.5556
2002-10-18,0.0
2002-10-21,3.5537
2002-10-22,-1.8356
2002-10-23,-2.439
2002-10-24,8.75
2002-10-25,-0.8429
2002-10-28,4.4822
2002-10-29,-5.9172
2002-10-30,9.0409
2002-10-31,-0.8652
2002-11-01,6.0364
2002-11-04,3.0864
2002-11-05,0.2661
2002-11-06,-0.7299
2002-11-07,-5.0134
2002-11-08,-1.126
2002-11-11,-3.6299
2002-11-12,1.9202
2002-11-13,-2.8986
2002-11-14,4.3284
2002-11-15,-1.2876
2002-11-18,-1.4493
2002-11-19,22.0588
2002-11-20,2.4699
2002-11-21,7.231
2002-11-22,0.0548
2002-11-25,7.0137
2002-11-26,-4.2499
2002-11-27,4.7059
2002-11-29,-0.8682
2002-12-02,-0.5667
2002-12-03,-6.4767
2002-12-04,-5.2078
2002-12-05,-0.9351
2002-12-06,-0.944
2002-12-09,-2.3228
2002-12-10,4.6341
2002-12-11,0.9324
2002-12-12,-0.8083
2002-12-13,0.1164
2002-12-16,2.4419
2002-12-17,-1.2486
2002-12-18,-3.1609
2002-12-19,-0.5341
2002-12-20,7.3986
2002-12-23,3.0
2002-12-24,-1.6721
2002-12-26,0.384
2002-12-27,-0.5464
2002-12-30,-1.044
2002-12-31,-0.2776
2003-01-02,6.5702
2003-01-03,-0.4702
2003-01-06,4.7769
2003-01-07,-0.9018
2003-01-08,-4.8534
2003-01-09,3.9851
2003-01-10,1.6863000000000001
2003-01-13,-1.407
2003-01-14,1.4781
2003-01-15,-5.1733
2003-01-16,-1.0593
2003-01-17,-3.3726
2003-01-21,-1.9945
2003-01-22,-1.5263
2003-01-23,-0.287
2003-01-24,-3.8571999999999997
2003-01-27,-2.8144
2003-01-28,3.512
2003-01-29,1.4285999999999999
2003-01-30,-5.2817
2003-01-31,2.1066
2003-02-03,0.0607
2003-02-04,-1.1522000000000001
2003-02-05,0.1227
2003-02-06,-24.8775
2003-02-07,-6.6068999999999996
2003-02-10,2.4454000000000002
2003-02-11,2.7279999999999998
2003-02-12,3.1535
2003-02-13,0.1609
2003-02-14,0.3213
2003-02-18,1.6813
2003-02-19,-1.3386
2003-02-20,0.5587
2003-02-21,6.746
2003-02-24,-3.4201
2003-02-25,1.4627
2003-02-26,-2.8832
2003-02-27,2.3438
2003-02-28,0.7634
2003-03-03,-1.3636
2003-03-04,-1.3057
2003-03-05,1.4008
2003-03-06,0.2302
2003-03-07,2.5268
2003-03-10,-3.4354
2003-03-11,-2.8616
2003-03-12,-1.1943
2003-03-13,4.996
2003-03-14,2.7629
2003-03-17,5.0037
2003-03-18,5.2632
2003-03-19,-0.9459
2003-03-20,1.1596
2003-03-21,-0.2023
2003-03-24,-3.6486
2003-03-25,-0.4208
2003-03-26,-1.1268
2003-03-27,0.7123
2003-03-28,-1.5558999999999998
2003-03-31,-5.5316
2003-04-01,2.6616
2003-04-02,6.3704
2003-04-03,0.2786
2003-04-04,-0.2778
2003-04-07,-0.5571
2003-04-08,0.2801
2003-04-09,-4.1201
2003-04-10,2.5492
2003-04-11,-0.6392
2003-04-14,0.7863
2003-04-15,0.5674
2003-04-16,2.9619
2003-04-17,2.3288
2003-04-21,2.2758
2003-04-22,1.5707
2003-04-23,4.5747
2003-04-24,-2.0333
2003-04-25,-1.7610000000000001
2003-04-28,2.4968
2003-04-29,0.6246
2003-04-30,-0.5587
2003-05-01,1.0612
2003-05-02,0.3706
2003-05-05,-1.5385
2003-05-06,0.4375
2003-05-07,-0.4978
2003-05-08,0.1876
2003-05-09,1.9351
2003-05-12,-0.1837
2003-05-13,-0.3681
2003-05-14,0.3079
2003-05-15,2.5783
2003-05-16,-1.1969
2003-05-19,-6.0569
2003-05-20,3.4172000000000002
2003-05-21,-1.1844999999999999
2003-05-22,1.9558
2003-05-23,0.6188
2003-05-27,5.4736
2003-05-28,2.9154999999999998
2003-05-29,-0.0567
2003-05-30,2.7778
2003-06-02,3.3094
2003-06-03,1.7085
2003-06-04,4.5144
2003-06-05,-1.3059
2003-06-06,-1.7303
2003-06-09,-2.6929
2003-06-10,0.0532
2003-06-11,0.4787
2003-06-12,-0.2647
2003-06-13,0.4246
2003-06-16,1.6913
2003-06-17,0.0
2003-06-18,1.6632
2003-06-19,-1.5337
2003-06-20,-1.0384
2003-06-23,-0.8919
2003-06-24,-0.7411
2003-06-25,0.9067
2003-06-26,2.2727
2003-06-27,1.0336
2003-06-30,0.0
2003-07-01,1.8414000000000001
2003-07-02,1.9588
2003-07-03,-1.5271
2003-07-07,6.5033
2003-07-08,1.8317999999999999
2003-07-09,0.4151
2003-07-10,-3.2614
2003-07-11,3.0389
2003-07-14,2.0737
2003-07-15,0.3612
2003-07-16,-1.3045
2003-07-17,-3.8286
2003-07-18,0.6635
2003-07-21,-3.4369
2003-07-22,4.7294
2003-07-23,0.7914
2003-07-24,-0.1386
2003-07-25,0.5088
2003-07-28,1.1045
2003-07-29,-0.1365
2003-07-30,-1.7776
2003-07-31,0.8353
2003-08-01,-0.8283
2003-08-04,0.0464
2003-08-05,-3.3859
2003-08-06,-1.2002
2003-08-07,0.4373
2003-08-08,0.0968
2003-08-11,1.595
2003-08-12,1.0942
2003-08-13,1.1294
2003-08-14,1.2564
2003-08-15,0.0919
2003-08-18,3.1221
2003-08-19,8.1478
2003-08-20,0.3705
2003-08-21,2.0919
2003-08-22,-2.3303
2003-08-25,-0.8227
2003-08-26,-0.4562
2003-08-27,2.0833
2003-08-28,-0.8571
2003-08-29,0.1235
2003-09-02,1.4391
2003-09-03,-0.6891
2003-09-04,2.6531000000000002
2003-09-05,1.3917
2003-09-08,3.6471
2003-09-09,-2.081
2003-09-10,-5.3709
2003-09-11,2.2458
2003-09-12,-0.2796
2003-09-15,-1.8822999999999999
2003-09-16,0.6939
2003-09-17,-0.2837
2003-09-18,-0.1626
2003-09-19,1.9544000000000001
2003-09-22,-2.4361
2003-09-23,0.9005
2003-09-24,-6.4097
2003-09-25,-1.0836999999999999
2003-09-26,-1.9281000000000001
2003-09-29,1.2511
2003-09-30,-2.4272
2003-10-01,0.6332
2003-10-02,-1.1685
2003-10-03,4.593
2003-10-06,0.1304
2003-10-07,1.7368999999999999
2003-10-08,-0.0854
2003-10-09,0.9398
2003-10-10,0.2962
2003-10-13,0.7595
2003-10-14,0.7956
2003-10-15,0.7063
2003-10-16,0.33
2003-10-17,-1.3980000000000001
2003-10-20,-0.6255
2003-10-21,0.7973
2003-10-22,-2.2481
2003-10-23,-2.1721
2003-10-24,0.4354
2003-10-27,-0.8669
2003-10-28,4.941
2003-10-29,0.375
2003-10-30,2.9888
2003-10-31,0.4434
2003-11-03,1.4848
2003-11-04,0.435
2003-11-05,0.7874
2003-11-06,2.6172
2003-11-07,2.0936
2003-11-10,-3.5421
2003-11-11,0.3865
2003-11-12,3.4655
2003-11-13,-1.377
2003-11-14,0.4151
2003-11-17,0.5261
2003-11-18,3.8131
2003-11-19,-0.2521
2003-11-20,-1.6606
2003-11-21,-0.1836
2003-11-24,1.8757000000000001
2003-11-25,0.2888
2003-11-26,0.8999
2003-11-28,0.8919
2003-12-01,0.0
2003-12-02,-1.6973
2003-12-03,1.6187
2003-12-04,-0.9204
2003-12-05,-3.8228
2003-12-08,2.0059
2003-12-09,-2.185
2003-12-10,-1.2286
2003-12-11,2.8647
2003-12-12,-0.1466
2003-12-15,-0.5138
2003-12-16,1.291
2003-12-17,-1.0197
2003-12-18,2.3547000000000002
2003-12-19,0.6111
2003-12-22,1.3576
2003-12-23,-0.3525
2003-12-24,-0.7075
2003-12-26,-0.4275
2003-12-29,2.2898
2003-12-30,0.3847
2003-12-31,1.8815
2004-01-02,-1.5048
2004-01-05,2.6042
2004-01-06,3.1471999999999998
2004-01-07,1.2795
2004-01-08,4.5675
2004-01-09,-0.7125
2004-01-12,1.092
2004-01-13,-0.4938
2004-01-14,-0.3102
2004-01-15,2.3958
2004-01-16,4.0717
2004-01-20,-0.7007
2004-01-21,2.2346
2004-01-22,-2.2721
2004-01-23,-1.5892
2004-01-26,1.4055
2004-01-27,6.4583
2004-01-28,-0.4155
2004-01-29,-0.8345
2004-01-30,3.3941
2004-02-02,-1.1937
2004-02-03,0.1647
2004-02-04,-3.2346
2004-02-05,-0.1983
2004-02-06,4.5984
2004-02-09,0.6784
2004-02-10,0.7278
2004-02-11,0.0803
2004-02-12,-1.2833999999999999
2004-02-13,0.4334
2004-02-17,1.1057
2004-02-18,-4.0277
2004-02-19,0.3057
2004-02-20,-2.8817
2004-02-23,-3.7946
2004-02-24,0.089
2004-02-25,0.5926
2004-02-26,0.7364
2004-02-27,-0.0292
2004-03-01,0.4095
2004-03-02,-0.2913
2004-03-03,-0.7596
2004-03-04,-0.0589
2004-03-05,2.5331
2004-03-08,-3.4186
2004-03-09,-2.3498
2004-03-10,-3.8684
2004-03-11,-4.3093
2004-03-12,4.8013
2004-03-15,-4.3602
2004-03-16,-0.2643
2004-03-17,4.7698
2004-03-18,-3.2564
2004-03-19,-0.1634
2004-03-22,-1.2766
2004-03-23,-4.1777
2004-03-24,1.2803
2004-03-25,4.8855
2004-03-26,0.2932
2004-03-29,1.5589
2004-03-30,0.6076
2004-03-31,0.5404
2004-04-01,0.0316
2004-04-02,2.1492
2004-04-05,0.3713
2004-04-06,0.3699
2004-04-07,-2.1499
2004-04-08,-0.0942
2004-04-12,0.1257
2004-04-13,-2.6985
2004-04-14,-0.8062
2004-04-15,-2.7958
2004-04-16,0.7692
2004-04-19,0.8961
2004-04-20,-5.4605
2004-04-21,1.0438
2004-04-22,1.1364
2004-04-23,0.4426
2004-04-26,-1.3898
2004-04-27,-0.9625
2004-04-28,-1.7702
2004-04-29,-1.7668
2004-04-30,-2.8417
2004-05-03,0.9256
2004-05-04,-1.9442
2004-05-05,0.2993
2004-05-06,-1.7530999999999999
2004-05-07,-0.1139
2004-05-10,-3.4208
2004-05-11,3.109
2004-05-12,-0.1527
2004-05-13,-0.5352
2004-05-14,-1.96
2004-05-17,0.0392
2004-05-18,-0.4702
