ticker,VIAB UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-12-02,-1.1364
2011-12-05,-1.1729
2011-12-06,1.6141
2011-12-07,2.8731999999999998
2011-12-08,-2.248
2011-12-09,2.4855
2011-12-12,-2.0626
2011-12-13,0.0926
2011-12-14,-1.4419
2011-12-15,1.4158
2011-12-16,-0.5119
2011-12-19,-1.5903
2011-12-20,3.9924
2011-12-21,-0.0686
2011-12-22,2.4697
2011-12-23,1.0489
2011-12-27,-0.0663
2011-12-28,-0.4199
2011-12-29,1.9973
2011-12-30,-1.1967
2012-01-03,1.1011
2012-01-04,-0.0218
2012-01-05,2.3312
2012-01-06,1.0219
2012-01-09,-1.7913999999999999
2012-01-10,0.7082
2012-01-11,0.7458
2012-01-12,1.2902
2012-01-13,-2.0881
2012-01-17,1.4289
2012-01-18,1.0513
2012-01-19,1.082
2012-01-20,-1.8732
2012-01-23,0.1678
2012-01-24,0.5236
2012-01-25,0.7292
2012-01-26,-0.7032
2012-01-27,-0.3958
2012-01-30,0.1673
2012-01-31,-1.7953999999999999
2012-02-01,-0.085
2012-02-02,-0.6596
2012-02-03,3.5768
2012-02-06,0.7444
2012-02-07,0.1642
2012-02-08,1.168
2012-02-09,0.0203
2012-02-10,-0.324
2012-02-13,0.3454
2012-02-14,-0.7086
2012-02-15,-1.1623
2012-02-16,0.8871
2012-02-17,-0.4294
2012-02-21,-0.6367
2012-02-22,-1.2609
2012-02-23,-0.5861
2012-02-24,-0.0842
2012-02-27,-1.1591
2012-02-28,0.5544
2012-02-29,0.9754
2012-03-01,2.5409
2012-03-02,-0.7168
2012-03-05,-0.0206
2012-03-06,-2.5377
2012-03-07,0.4022
2012-03-08,1.8343
2012-03-09,-1.0559
2012-03-12,-0.5231
2012-03-13,1.5566
2012-03-14,-1.1035
2012-03-15,-0.8421
2012-03-16,1.104
2012-03-19,1.764
2012-03-20,-1.6301999999999999
2012-03-21,-1.1328
2012-03-22,-0.9336
2012-03-23,-0.1071
2012-03-26,0.9648
2012-03-27,1.1892
2012-03-28,-1.0073
2012-03-29,0.3604
2012-03-30,0.2535
2012-04-02,-0.6743
2012-04-03,-0.3606
2012-04-04,-1.2135
2012-04-05,1.8534000000000002
2012-04-09,-1.0791
2012-04-10,-1.0909
2012-04-11,0.5407
2012-04-12,1.2691
2012-04-13,-0.6372
2012-04-16,-0.8123
2012-04-17,1.6164
2012-04-18,0.2651
2012-04-19,-0.0317
2012-04-20,0.0423
2012-04-23,-1.8824
