ticker,CPGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-18,-0.0634
2015-06-19,-1.5857999999999999
2015-06-22,1.5147
2015-06-23,-3.4920999999999998
2015-06-24,-1.5131999999999999
2015-06-25,0.2004
2015-06-26,-1.8
2015-06-29,-1.6293
2015-06-30,-0.6211
2015-07-01,-4.2014
2015-07-02,9.9674
2015-07-06,0.3296
2015-07-07,1.0512
2015-07-08,-1.6905000000000001
2015-07-09,-2.877
2015-07-10,1.4641
2015-07-13,-0.302
2015-07-14,-0.2693
2015-07-15,-0.6412
2015-07-16,-0.8492
2015-07-17,0.137
2015-07-20,-0.0342
2015-07-21,1.0609
2015-07-22,-2.235
2015-07-23,-0.0346
2015-07-24,-0.3465
2015-07-27,0.4172
2015-07-28,2.1122
2015-07-29,0.763
2015-07-30,0.0338
2015-07-31,-1.4189
2015-08-03,-2.4332
2015-08-04,-0.9835
2015-08-05,-2.8024
2015-08-06,-0.219
2015-08-07,0.5852
2015-08-10,1.8545
2015-08-11,-0.6783
2015-08-12,0.647
2015-08-13,-1.1071
2015-08-14,-0.3611
2015-08-17,0.3987
2015-08-18,-1.4801
2015-08-19,0.2199
2015-08-20,-3.3272
2015-08-21,-2.5719
2015-08-24,-4.9301
2015-08-25,-4.3690999999999995
2015-08-26,1.0675
2015-08-27,6.3371
2015-08-28,1.47
2015-08-31,-0.7048
2015-09-01,-5.2445
2015-09-02,1.1652
2015-09-03,-0.5759
2015-09-04,0.2069
2015-09-08,1.4038
2015-09-09,-2.7279999999999998
2015-09-10,-1.8418
2015-09-11,0.2132
2015-09-14,-1.3617
2015-09-15,-0.604
2015-09-16,-0.3038
2015-09-17,-1.219
2015-09-18,-2.1155
2015-09-21,-2.9716
2015-09-22,-2.9234
2015-09-23,-4.4933
2015-09-24,-3.003
2015-09-25,-2.0124
2015-09-28,-4.95
2015-09-29,-1.9391
2015-09-30,3.3333
2015-10-01,-0.4374
2015-10-02,0.8237
2015-10-05,0.5447
2015-10-06,2.1127
2015-10-07,0.7427
2015-10-08,6.6350999999999996
2015-10-09,4.5926
2015-10-12,-0.4721
2015-10-13,-0.9013
2015-10-14,0.9574
2015-10-15,0.9957
2015-10-16,-0.4695
2015-10-19,-0.2358
2015-10-20,-0.331
2015-10-21,-0.8539
2015-10-22,-1.1962
2015-10-23,1.4043999999999999
2015-10-26,-4.68
2015-10-27,-1.3026
2015-10-28,2.1574
2015-10-29,2.8
2015-10-30,1.0214
2015-11-02,1.6851
2015-11-03,4.0246
