ticker,REGN UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.4314
2000-01-04,-2.5381
2000-01-05,-4.1667
2000-01-06,1.087
2000-01-07,11.828
2000-01-10,11.538499999999999
2000-01-11,-2.8017
2000-01-12,0.2217
2000-01-13,0.4425
2000-01-14,2.2026
2000-01-18,17.2414
2000-01-19,-4.4118
2000-01-20,-6.1538
2000-01-21,-4.0984
2000-01-24,-0.2137
2000-01-25,-0.2141
2000-01-26,-3.4335
2000-01-27,-4.8889
2000-01-28,-6.0748
2000-01-31,-1.99
2000-02-01,2.5381
2000-02-02,6.9307
2000-02-03,-4.6296
2000-02-04,1.9417
2000-02-07,-0.4762
2000-02-08,11.9617
2000-02-09,-6.8376
2000-02-10,6.8807
2000-02-11,8.1545
2000-02-14,1.5873
2000-02-15,-6.25
2000-02-16,1.6667
2000-02-17,18.8525
2000-02-18,20.0
2000-02-22,-4.023
2000-02-23,75.4491
2000-02-24,0.3413
2000-02-25,24.8299
2000-02-28,-1.6349
2000-02-29,25.2078
2000-03-01,-5.4204
2000-03-02,-5.6725
2000-03-03,-0.217
2000-03-06,0.6524
2000-03-07,-7.284
2000-03-08,-11.0519
2000-03-09,-1.6467
2000-03-10,-2.5875
2000-03-13,-7.8906
2000-03-14,-19.7625
2000-03-15,-0.74
2000-03-16,-7.1353
2000-03-17,12.3853
2000-03-20,-10.6122
2000-03-21,-10.7306
2000-03-22,28.9003
2000-03-23,17.4603
2000-03-24,-2.5338000000000003
2000-03-27,4.1594
2000-03-28,-10.1498
2000-03-29,-12.037
2000-03-30,-3.3684
2000-03-31,3.0501
2000-04-03,-3.5941
2000-04-04,-21.9298
2000-04-05,-3.0899
2000-04-06,22.3188
2000-04-07,4.9763
2000-04-10,-15.1242
2000-04-11,-5.5851
2000-04-12,-13.2394
2000-04-13,0.3247
2000-04-14,-9.7087
2000-04-17,1.4337
2000-04-18,40.636
2000-04-19,0.5025
2000-04-20,-3.75
2000-04-24,-3.6364
2000-04-25,9.973
2000-04-26,2.451
2000-04-27,-0.4785
2000-04-28,9.8558
2000-05-01,4.814
2000-05-02,-7.9332
2000-05-03,-1.5873
2000-05-04,7.6037
2000-05-05,3.6403
2000-05-08,-7.8512
2000-05-09,-2.6906
2000-05-10,-4.1475
2000-05-11,-1.4423
2000-05-12,3.4146
2000-05-15,1.8868
2000-05-16,-2.3148
2000-05-17,-4.7393
2000-05-18,-2.9851
2000-05-19,-3.0769
2000-05-22,-6.3492
2000-05-23,-4.8023
