ticker,AON UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.5
2000-01-04,-2.2436
2000-01-05,2.9508
2000-01-06,3.5032
2000-01-07,5.2308
2000-01-10,-29.2398
2000-01-11,-7.438
2000-01-12,-0.4464
2000-01-13,7.3991
2000-01-14,0.0
2000-01-18,-3.9666
2000-01-19,-5.0
2000-01-20,-3.4325
2000-01-21,-3.0806
2000-01-24,-5.1345
2000-01-25,-3.6082
2000-01-26,8.0214
2000-01-27,4.703
2000-01-28,-2.1277
2000-01-31,0.0
2000-02-01,1.6907999999999999
2000-02-02,3.8005
2000-02-03,-0.2288
2000-02-04,0.5413
2000-02-07,1.6092
2000-02-08,-3.8462
2000-02-09,-8.0
2000-02-10,-4.0921
2000-02-11,2.1333
2000-02-14,1.8277
2000-02-15,-2.3077
2000-02-16,-1.8373
2000-02-17,-1.0695000000000001
2000-02-18,-1.8919000000000001
2000-02-22,1.1019
2000-02-23,-2.4523
2000-02-24,-1.1173
2000-02-25,-3.3898
2000-02-28,0.5848
2000-02-29,-2.6163
2000-03-01,10.1493
2000-03-02,0.271
2000-03-03,2.973
2000-03-06,-2.0997
2000-03-07,-4.0214
2000-03-08,-2.7933
2000-03-09,0.0
2000-03-10,-0.8621
2000-03-13,1.1594
2000-03-14,-0.2865
2000-03-15,10.6322
2000-03-16,13.506499999999999
2000-03-17,-5.2632
2000-03-20,-2.8986
2000-03-21,6.2189
2000-03-22,0.9368
2000-03-23,9.0487
2000-03-24,4.2553
2000-03-27,-2.2449
2000-03-28,-2.0877
2000-03-29,-0.2132
2000-03-30,10.0427
2000-03-31,0.1942
2000-04-03,-2.1318
2000-04-04,-3.5644
2000-04-05,-1.4374
2000-04-06,0.4167
2000-04-07,-2.9046
2000-04-10,-3.4188
2000-04-11,0.2212
2000-04-12,-0.2208
2000-04-13,-3.3186
2000-04-14,-5.9497
2000-04-17,-2.4331
2000-04-18,1.2469000000000001
2000-04-19,0.4926
2000-04-20,2.451
2000-04-24,1.9139
2000-04-25,4.4601
2000-04-26,-2.6966
2000-04-27,-3.2333
2000-04-28,4.1814
2000-05-01,5.7737
2000-05-02,-1.7467000000000001
2000-05-03,-6.6667
2000-05-04,12.857099999999999
2000-05-05,-0.211
2000-05-08,2.537
2000-05-09,1.8557000000000001
2000-05-10,2.834
2000-05-11,0.3937
2000-05-12,2.1569
2000-05-15,4.7985
2000-05-16,0.5495
2000-05-17,-3.8251
2000-05-18,1.7045
2000-05-19,-1.6760000000000002
