ticker,CCMP Index
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.5198
2000-01-04,-5.5541
2000-01-05,-0.6171
2000-01-06,-3.8789
2000-01-07,4.172
2000-01-10,4.3027
2000-01-11,-3.1726
2000-01-12,-1.8145
2000-01-13,2.7842000000000002
2000-01-14,2.7055
2000-01-18,1.6373
2000-01-19,0.496
2000-01-20,0.9208
2000-01-21,1.0955
2000-01-24,-3.2894
2000-01-25,1.7417
2000-01-26,-2.3388
2000-01-27,-0.7442
2000-01-28,-3.7733
2000-01-31,1.3708
2000-02-01,2.8332
2000-02-02,0.5447
2000-02-03,3.3659
2000-02-04,0.7877
2000-02-07,1.8292000000000002
2000-02-08,2.4476
2000-02-09,-1.4513
2000-02-10,2.8053
2000-02-11,-2.0092
2000-02-14,0.5257
2000-02-15,0.0503
2000-02-16,0.1564
2000-02-17,2.739
2000-02-18,-3.0156
2000-02-22,-0.6713
2000-02-23,3.8397
2000-02-24,1.4799
2000-02-25,-0.5877
2000-02-28,-0.2742
2000-02-29,2.5962
2000-03-01,1.8616000000000001
2000-03-02,-0.6178
2000-03-03,3.3713
2000-03-06,-0.2021
2000-03-07,-1.1621
2000-03-08,1.0196
2000-03-09,3.0567
2000-03-10,0.0349
2000-03-13,-2.7986
2000-03-14,-4.0872
2000-03-15,-2.6321
2000-03-16,2.9412000000000003
2000-03-17,1.7117
2000-03-20,-3.9209
2000-03-21,2.2057
2000-03-22,3.25
2000-03-23,1.5596999999999999
2000-03-24,0.4538
2000-03-27,-0.09
2000-03-28,-2.5141
2000-03-29,-3.9119
2000-03-30,-4.0211
2000-03-31,2.5784000000000002
2000-04-03,-7.6339
2000-04-04,-1.7705
2000-04-05,0.4914
2000-04-06,2.3590999999999998
2000-04-07,4.192
2000-04-10,-5.8079
2000-04-11,-3.1587
2000-04-12,-7.0577
2000-04-13,-2.463
2000-04-14,-9.668
2000-04-17,6.5598
2000-04-18,7.1887
2000-04-19,-2.2974
2000-04-20,-1.6867
2000-04-24,-4.4288
2000-04-25,6.5691
2000-04-26,-2.1853
2000-04-27,3.9664
2000-04-28,2.2964
2000-05-01,2.5241
2000-05-02,-4.3614
2000-05-03,-2.0617
2000-05-04,0.3494
2000-05-05,2.5961
2000-05-08,-3.8625
2000-05-09,-2.2991
2000-05-10,-5.5849
2000-05-11,3.3946
2000-05-12,0.8433
2000-05-15,2.2273
2000-05-16,3.0474
2000-05-17,-1.9523000000000001
2000-05-18,-2.9148
2000-05-19,-4.191
