feature,mean_r2
act_28,-0.0005499033251692653
BUY_AND_HOLD_7,-0.0006817820197628554
DOW_JONES_11,-0.0009977020921405622
act_26,-0.0012931388266723242
DOW_JONES_26,-0.0013326193962815314
DOW_JONES_15,-0.0015713234601197224
act_17,-0.0015725790987666244
act_20,-0.0016073820153093665
BUY_AND_HOLD_3,-0.0016140812054308284
act_1,-0.0016224678160284168
BUY_AND_HOLD_1,-0.0016573190498227364
BUY_AND_HOLD_5,-0.0017220847640953886
act_3,-0.001738710498678464
BUY_AND_HOLD_30,-0.0018106820656221601
DOW_JONES_25,-0.0018189645478796424
act_4,-0.0018370897725663582
BUY_AND_HOLD_18,-0.001849480691003147
act_10,-0.0018896097816545553
act_2,-0.0018965405612446195
BUY_AND_HOLD_9,-0.0018986253416105158
act_21,-0.0019168466274986696
BUY_AND_HOLD_12,-0.0019463009566469847
act_5,-0.001952083071647115
BUY_AND_HOLD_11,-0.002003087933191017
DOW_JONES_24,-0.0020371862376522775
BUY_AND_HOLD_21,-0.0020523098174319186
BUY_AND_HOLD_27,-0.002075696132323901
act_9,-0.002079335408334937
act_8,-0.0020960310445248044
BUY_AND_HOLD_25,-0.002114160394922471
BUY_AND_HOLD_29,-0.0021350316422655835
act_12,-0.0021353204569159344
BUY_AND_HOLD_8,-0.0021410949025906455
act_27,-0.0021493630075122283
BUY_AND_HOLD_4,-0.0021946414006323244
BUY_AND_HOLD_22,-0.002209745148202402
BUY_AND_HOLD_28,-0.0022296473886697756
act_29,-0.0022321237747869203
DOW_JONES_9,-0.002261817321794912
BUY_AND_HOLD_2,-0.002263711688138903
DOW_JONES_12,-0.002273590878465526
BUY_AND_HOLD_23,-0.002274266300629946
BUY_AND_HOLD_20,-0.002291255974489692
act_11,-0.002300774372993808
BUY_AND_HOLD_6,-0.0023091858841381542
DOW_JONES_18,-0.0023544155905048216
act_13,-0.002367442745286619
act_30,-0.0023948035102498546
act_24,-0.002403615910773471
act_19,-0.002410286626424618
act_6,-0.0024771960974681482
DOW_JONES_2,-0.0024871615095997555
act_18,-0.00248895972184342
BUY_AND_HOLD_17,-0.002540569035516782
act_7,-0.002554947588929135
BUY_AND_HOLD_26,-0.002612394951297059
act_15,-0.002617267032030046
DOW_JONES_4,-0.00262200611181449
act_25,-0.0026331931536887508
act_23,-0.002641379734966698
BUY_AND_HOLD_15,-0.002647340301612955
BUY_AND_HOLD_16,-0.0026822580066278466
BUY_AND_HOLD_13,-0.002703751123388676
DOW_JONES_29,-0.002782323484277671
DOW_JONES_28,-0.002786046513720164
DOW_JONES_8,-0.002790472568293878
DOW_JONES_17,-0.002792472783725275
DOW_JONES_21,-0.002845359665939862
BUY_AND_HOLD_10,-0.0028571639622248846
act_16,-0.0028643566465925917
DOW_JONES_10,-0.0028885623375498604
act_22,-0.0029104406869990386
BUY_AND_HOLD_14,-0.0029343196217641587
BUY_AND_HOLD_24,-0.0030870041250551815
DOW_JONES_14,-0.0031764092279033427
DOW_JONES_20,-0.003198848683190381
DOW_JONES_13,-0.0032351813540762555
DOW_JONES_7,-0.0032574841693410405
DOW_JONES_3,-0.0032654877687732673
DOW_JONES_6,-0.003287659307408153
BUY_AND_HOLD_19,-0.0033559939250165094
act_14,-0.003446124558261876
DOW_JONES_23,-0.003469483529578854
DOW_JONES_16,-0.0037078474807615168
DOW_JONES_19,-0.0038732775519126237
DOW_JONES_5,-0.004389795288159149
DOW_JONES_22,-0.004441355746012299
DOW_JONES_27,-0.005197645812032104
DOW_JONES_1,-0.005606812433051922
DOW_JONES_30,-0.005816288825492033
