feature,mean_r2
BUY_AND_HOLD_5,0.004694041702841911
BUY_AND_HOLD_8,0.0028043431140778673
act_12,0.0006022149046191139
act_13,0.0002804052496115705
act_18,-9.266655164841264e-05
BUY_AND_HOLD_13,-9.500207422656892e-05
BUY_AND_HOLD_30,-0.000646562264283923
DOW_JONES_12,-0.000674667208730395
BUY_AND_HOLD_19,-0.001342211822131034
BUY_AND_HOLD_27,-0.0015891366020275965
act_6,-0.001869638699789311
BUY_AND_HOLD_6,-0.0020450983356540497
BUY_AND_HOLD_16,-0.002087667396412263
act_19,-0.002124946908805625
act_14,-0.002365625688243722
BUY_AND_HOLD_25,-0.0023990718703374323
DOW_JONES_27,-0.002413960970569118
act_26,-0.0024256485138217654
act_17,-0.002436684159153901
BUY_AND_HOLD_2,-0.0024840554405904046
act_15,-0.0025100769747635533
act_25,-0.002596632741800109
BUY_AND_HOLD_10,-0.0026345378837728363
DOW_JONES_5,-0.0027017201138024305
DOW_JONES_26,-0.002720103279783248
act_20,-0.002725023618747624
BUY_AND_HOLD_17,-0.0027344411250825205
BUY_AND_HOLD_1,-0.0027455043260881775
BUY_AND_HOLD_20,-0.0027704657387407792
act_2,-0.002853154776198874
act_3,-0.0028690800909797476
DOW_JONES_13,-0.002874377446723608
act_10,-0.0029018821791832574
act_28,-0.0029400422251832257
BUY_AND_HOLD_24,-0.002960811304389721
act_7,-0.003054894942264186
DOW_JONES_22,-0.0030778989015350254
act_21,-0.0031597350843906467
act_1,-0.003263003382875018
DOW_JONES_28,-0.0034138443759923033
DOW_JONES_3,-0.0034141148047816205
DOW_JONES_14,-0.003432700338234951
BUY_AND_HOLD_15,-0.00358999948250851
DOW_JONES_11,-0.0036398981199611937
BUY_AND_HOLD_21,-0.0036591688502479736
act_22,-0.0037092176381472884
BUY_AND_HOLD_9,-0.003729975568759736
act_23,-0.003984444856541813
DOW_JONES_16,-0.004193193384806259
DOW_JONES_9,-0.004347234881709494
DOW_JONES_6,-0.004494428814196283
DOW_JONES_30,-0.004532105571581524
act_4,-0.004835081013690212
BUY_AND_HOLD_18,-0.005211826983844326
DOW_JONES_20,-0.005273976196251473
act_24,-0.005339215239149109
DOW_JONES_7,-0.005566399079766149
DOW_JONES_18,-0.005629296361531711
DOW_JONES_1,-0.005946917412124808
BUY_AND_HOLD_22,-0.006061543184708929
DOW_JONES_15,-0.006493834609783433
act_30,-0.006570933866077588
BUY_AND_HOLD_4,-0.0065805474596803745
act_5,-0.006609472598069366
DOW_JONES_10,-0.006642981313585317
BUY_AND_HOLD_3,-0.006914152106109972
DOW_JONES_25,-0.007002879060509559
DOW_JONES_23,-0.0073778550959815005
BUY_AND_HOLD_28,-0.007515661414910446
act_29,-0.00809831756675905
DOW_JONES_17,-0.008398810120809319
act_27,-0.008872231895815008
BUY_AND_HOLD_12,-0.008964175475915836
DOW_JONES_29,-0.00904073751658958
DOW_JONES_21,-0.009188395951171135
act_11,-0.009201441709803259
DOW_JONES_2,-0.010063603424738643
act_16,-0.010263953371165768
BUY_AND_HOLD_29,-0.010664548777050697
BUY_AND_HOLD_11,-0.011591827018085542
DOW_JONES_19,-0.01194569450457068
DOW_JONES_4,-0.012850447777694307
act_9,-0.01577643727283289
DOW_JONES_24,-0.01578012956546786
BUY_AND_HOLD_7,-0.01750543363521928
act_8,-0.018002407110411144
BUY_AND_HOLD_26,-0.01819112068399269
DOW_JONES_8,-0.018995192206540466
BUY_AND_HOLD_23,-0.03224604801338249
BUY_AND_HOLD_14,-0.03523989698998755
