feature,mean_r2
DOW_JONES_5,0.00300583443748772
act_29,0.001993204730902409
act_30,0.0013813022068583703
act_13,0.0011052057196349497
DOW_JONES_8,0.001060628800143837
DOW_JONES_24,0.0010339870214459256
BUY_AND_HOLD_29,0.0009933303433234287
BUY_AND_HOLD_23,0.0009501870965813897
act_23,0.0009250580206628944
BUY_AND_HOLD_3,0.0008764251718885952
act_14,0.0008433528998945672
DOW_JONES_17,0.0008075974574124567
BUY_AND_HOLD_2,0.0007911738977094407
act_2,0.0007567789198956287
act_5,0.0006876065489717531
BUY_AND_HOLD_10,0.0006772420847958261
BUY_AND_HOLD_12,0.0006369780183833829
DOW_JONES_16,0.0006322511138390885
act_7,0.0006038364425919429
BUY_AND_HOLD_30,0.0005665420493804696
act_27,0.0005507706776507026
act_20,0.0005413429653393864
BUY_AND_HOLD_9,0.0005161923510563326
BUY_AND_HOLD_4,0.0004977182310631489
act_18,0.0004929822140602891
BUY_AND_HOLD_11,0.0004711874259160531
act_8,0.0004497186922518992
act_6,0.0004428786922469286
BUY_AND_HOLD_1,0.00043667658911312747
act_15,0.00041757295499187384
BUY_AND_HOLD_14,0.0004121402963918275
act_4,0.0003656465686808108
BUY_AND_HOLD_8,0.00029587129854737884
act_28,0.000283987799466745
BUY_AND_HOLD_22,0.0002436204582393353
DOW_JONES_12,0.000234452919229855
BUY_AND_HOLD_15,0.0002254482816939074
BUY_AND_HOLD_26,0.00022150587344571537
DOW_JONES_3,0.00022091732539246677
BUY_AND_HOLD_5,0.00021745932788248546
BUY_AND_HOLD_17,0.00020173116954655957
BUY_AND_HOLD_18,0.0001789918681725622
act_16,0.0001642750484277311
BUY_AND_HOLD_20,0.00015847641642356968
act_26,0.0001235012158033788
BUY_AND_HOLD_6,0.00012084123834454896
act_9,0.00012005045950669313
DOW_JONES_2,9.326596508314466e-05
BUY_AND_HOLD_24,7.425429046883369e-05
DOW_JONES_30,6.866686920934396e-05
act_24,-5.977603194029513e-06
act_1,-1.4598025606793463e-05
act_12,-8.357752150369712e-05
act_25,-8.749197526984887e-05
act_3,-0.00020323457195121631
DOW_JONES_10,-0.0002073790484131255
BUY_AND_HOLD_27,-0.00021010064410462715
BUY_AND_HOLD_25,-0.00022188309267052732
act_10,-0.00022486345052006307
DOW_JONES_28,-0.00023125411499578253
DOW_JONES_9,-0.0002492124579917876
BUY_AND_HOLD_13,-0.00025015618916195413
BUY_AND_HOLD_28,-0.00028475488059327426
DOW_JONES_29,-0.0003039081796595511
DOW_JONES_11,-0.0003119384536816261
act_21,-0.000338758078611523
act_11,-0.00047951239576966566
act_17,-0.0005707754977654744
act_19,-0.0005930267870960737
DOW_JONES_20,-0.000602376325758569
DOW_JONES_4,-0.000660863762789865
DOW_JONES_18,-0.0006833983008337263
DOW_JONES_25,-0.0006946892723691533
DOW_JONES_13,-0.0008877439971076484
BUY_AND_HOLD_19,-0.0009435293708325076
DOW_JONES_14,-0.0009825950727074151
DOW_JONES_15,-0.0010193008155198636
BUY_AND_HOLD_7,-0.0010862199056601574
BUY_AND_HOLD_16,-0.0012083745714355886
BUY_AND_HOLD_21,-0.001354044244014685
DOW_JONES_23,-0.001440440113485053
DOW_JONES_7,-0.0015117203620112374
DOW_JONES_21,-0.0015789907739900855
act_22,-0.0015834371254500156
DOW_JONES_6,-0.0017843502296571278
DOW_JONES_26,-0.0017994476863545162
DOW_JONES_19,-0.0019552235192132673
DOW_JONES_1,-0.00232247746519032
DOW_JONES_22,-0.0026049149297883824
DOW_JONES_27,-0.005188344805165235
