feature,feature_score
DOW_JONES_2,0.002026657987835667
DOW_JONES_3,0.0014101952554400564
DOW_JONES_4,0.0017823990144958213
DOW_JONES_5,0.003123709877269139
DOW_JONES_6,0.002636544721021038
DOW_JONES_7,0.002791037263180809
DOW_JONES_8,0.0024181656217709974
DOW_JONES_9,0.0015817989192758576
DOW_JONES_10,0.000214431953243437
DOW_JONES_11,0.0005776619085940616
DOW_JONES_12,0.001052702867069006
DOW_JONES_13,0.0013239814938119116
DOW_JONES_14,0.0015596837871342042
DOW_JONES_15,0.0009857338949996203
DOW_JONES_16,0.0015101019024983506
DOW_JONES_17,0.0014475306266039435
DOW_JONES_18,0.0015521626828672115
DOW_JONES_19,0.0006753749896344791
DOW_JONES_20,0.0009461196413843883
bank_3,0.026418541455403684
banking_3,0.014912741256971366
banking_4,0.012106707164388112
banking_5,0.019300654438373654
banking_6,0.02808557882220008
banking_7,0.04231773420115857
county_3,0.036050336613951676
credit_4,0.048622806796158324
dividend_1,0.048857894872773616
dow_jones_2,0.011658444784466995
dow_jones_3,0.009146955309512851
dow_jones_4,0.015260849519974183
dow_jones_5,0.03260735311342515
dow_jones_6,0.029260577168996625
dow_jones_7,0.027803624854356813
dow_jones_8,0.012258086305820485
dow_jones_9,0.007662833382744753
dow_jones_10,0.002448773447225479
dow_jones_11,0.006593000107624662
dow_jones_12,0.011107133417785948
dow_jones_13,0.01174741037344446
dow_jones_14,0.013304752938723324
dow_jones_15,0.0016447820262012048
dow_jones_16,0.002604140756655381
dow_jones_17,0.0023759692165859557
dow_jones_18,0.0037930591008412304
dow_jones_19,0.0028547552825564835
dow_jones_20,0.004577510103418927
election_13,0.013921545806290576
election_14,0.0005182926088645906
election_15,0.000677463318234344
election_16,0.000361212914463959
election_17,0.0003678587172327993
election_18,0.00017676151463656684
election_19,0.00030098564777438793
election_20,0.0002329523148970744
government_2,0.04289037348245364
invest_2,0.0021625469017237144
invest_3,0.002496022345065751
invest_4,0.006351926010402548
invest_5,0.012361714759309986
invest_6,0.020759054578631753
invest_7,0.029028081808553076
kentucky_4,0.04300818208892493
million_3,0.03909470332365327
president_12,0.019443616917613198
president_13,0.019417529197881537
president_14,0.03350329862550067
president_15,0.027718948859793105
president_16,0.019239515960767707
president_17,0.039180033357653056
president_18,0.039763655038935475
president_19,0.048380390688303986
president_20,0.039798937417692144
religion_1,0.01745224190092751
religion_4,0.030300490684043772
religion_5,0.04304217120397228
religion_7,0.0441448077678803
returns_12,0.02402218938780666
returns_13,0.03861269348617637
returns_14,0.03555519761366279
returns_15,0.0497774124652385
stock_market_10,0.02660976035924759
votes_16,0.03171643741099693
votes_17,0.04254304658199476
votes_18,0.03381172104624519
votes_19,0.048475423537516285
votes_20,0.040508730180076294
world_7,0.02673951323045573
world_8,0.04959218286509863
