test_year,feature_names,importance
2005,default_20,0.31305368949280993
2005,dow_jones_4,0.1409137591630072
2005,million_13,0.3265439579142288
2005,representatives_17,0.21948859342995417
2006,default_20,0.305570727387517
2006,dow_jones_4,0.16998411804401992
2006,million_13,0.3173994117394618
2006,representatives_17,0.20704574282900134
2007,default_20,0.31475177739087723
2007,dow_jones_4,0.15577272822926663
2007,million_13,0.31813396900219426
2007,representatives_17,0.21134152537766185
2008,default_20,0.2828395324443305
2008,dow_jones_4,0.15799827747251013
2008,million_13,0.3354000881608494
2008,representatives_17,0.2237621019223101
2009,default_20,0.2685543873362898
2009,dow_jones_4,0.20573929188890888
2009,million_13,0.3105808836537215
2009,representatives_17,0.2151254371210799
2010,default_20,0.23680951138367612
2010,dow_jones_4,0.15758622053205537
2010,million_13,0.43347734699375123
2010,representatives_17,0.17212692109051728
2011,default_20,0.2694042936748275
2011,dow_jones_4,0.20040075652310077
2011,million_13,0.3160801782454549
2011,representatives_17,0.2141147715566169
2012,default_20,0.27403788948807223
2012,dow_jones_4,0.2138269066834696
2012,million_13,0.30261258642900507
2012,representatives_17,0.2095226173994532
2013,default_20,0.3020240572796452
2013,dow_jones_4,0.18591920246336222
2013,million_13,0.2955870455394976
2013,representatives_17,0.21646969471749494
2014,default_20,0.29321879935972317
2014,dow_jones_4,0.19991910010273328
2014,million_13,0.27983173013765866
2014,representatives_17,0.227030370399885
2015,default_20,0.3151286468554522
2015,dow_jones_4,0.19155192582519587
2015,million_13,0.27364078665513236
2015,representatives_17,0.21967864066421963
2016,default_20,0.25121035140150055
2016,dow_jones_4,0.21474724379208027
2016,million_13,0.30717695955171725
2016,representatives_17,0.22686544525470198
2017,default_20,0.28537867126055044
2017,dow_jones_4,0.2253865780127117
2017,million_13,0.29444205740840196
2017,representatives_17,0.1947926933183359
2018,default_20,0.2615085383309073
2018,dow_jones_4,0.21831802193251731
2018,million_13,0.3107344618032474
2018,representatives_17,0.209438977933328
2019,default_20,0.26424156440459623
2019,dow_jones_4,0.20261901095234414
2019,million_13,0.33963149495013883
2019,representatives_17,0.1935079296929208
2020,default_20,0.27096915922830667
2020,dow_jones_4,0.20963191634543787
2020,million_13,0.2988946604812036
2020,representatives_17,0.22050426394505193
