date,home,google
2004-01-01,93.0,21.0
2004-01-02,91.0,22.0
2004-01-03,80.0,22.0
2004-01-04,98.0,14.0
2004-01-05,91.0,21.0
2004-01-06,83.0,19.0
2004-01-07,75.0,17.0
2004-01-08,73.0,19.0
2004-01-09,69.0,17.0
2004-01-10,86.0,20.0
2004-01-11,79.0,20.0
2004-01-12,78.0,17.0
2004-01-13,70.0,19.0
2004-01-14,77.0,18.0
2004-01-15,70.0,19.0
2004-01-16,67.0,18.0
2004-01-17,74.0,20.0
2004-01-18,84.0,21.0
2004-01-19,84.0,18.0
2004-01-20,75.0,14.0
2004-01-21,65.0,17.0
2004-01-22,68.0,21.0
2004-01-23,76.0,16.0
2004-01-24,95.0,21.0
2004-01-25,90.0,18.0
2004-01-26,82.0,16.0
2004-01-27,69.0,16.0
2004-01-28,70.0,16.0
2004-01-29,74.0,17.0
2004-01-30,69.0,19.0
2004-01-31,78.0,19.0
2004-02-01,80.0,14.0
2004-02-02,72.0,14.0
2004-02-03,66.0,22.0
2004-02-04,66.0,20.0
2004-02-05,72.0,20.0
2004-02-06,70.0,18.0
2004-02-07,75.0,19.0
2004-02-08,85.0,20.0
2004-02-09,75.0,13.0
2004-02-10,73.0,16.0
2004-02-11,69.0,15.0
2004-02-12,62.0,16.0
2004-02-13,66.0,21.0
2004-02-14,75.0,17.0
2004-02-15,85.0,11.0
2004-02-16,73.0,14.0
2004-02-17,80.0,15.0
2004-02-18,74.0,20.0
2004-02-19,72.0,17.0
2004-02-20,70.0,19.0
2004-02-21,88.0,22.0
2004-02-22,77.0,19.0
2004-02-23,70.0,18.0
2004-02-24,70.0,18.0
2004-02-25,70.0,18.0
2004-02-26,67.0,20.0
2004-02-27,70.0,18.0
2004-02-28,85.0,24.0
2004-02-29,87.0,18.0
2004-03-01,77.0,17.0
2004-03-02,57.0,17.0
2004-03-03,61.0,15.0
2004-03-04,75.0,15.0
2004-03-05,62.0,19.0
2004-03-06,85.0,21.0
2004-03-07,70.0,19.0
2004-03-08,0.0,0.0
2004-03-09,0.0,0.0
2004-03-10,70.0,14.0
2004-03-11,70.0,16.0
2004-03-12,73.0,18.0
2004-03-13,88.0,19.0
2004-03-14,100.0,18.0
2004-03-15,84.0,16.0
2004-03-16,77.0,15.0
2004-03-17,69.0,19.0
2004-03-18,63.0,20.0
2004-03-19,72.0,19.0
2004-03-20,92.0,20.0
2004-03-21,90.0,19.0
2004-03-22,76.0,15.0
2004-03-23,0.0,0.0
2004-03-24,71.0,16.0
2004-03-25,74.0,18.0
2004-03-26,71.0,18.0
2004-03-27,76.0,22.0
2004-03-28,83.0,19.0
2004-03-29,71.0,22.0
2004-03-30,76.0,20.0
2004-03-31,74.0,18.0
2004-04-01,68.0,51.0
2004-04-02,75.0,34.0
2004-04-03,83.0,30.0
2004-04-04,83.0,29.0
2004-04-05,75.0,22.0
2004-04-06,72.0,24.0
2004-04-07,70.0,21.0
2004-04-08,71.0,23.0
2004-04-09,63.0,20.0
2004-04-10,92.0,26.0
2004-04-11,57.0,25.0
2004-04-12,0.0,0.0
2004-04-13,0.0,0.0
2004-04-14,63.0,21.0
2004-04-15,68.0,19.0
2004-04-16,81.0,21.0
2004-04-17,87.0,19.0
2004-04-18,88.0,23.0
2004-04-19,81.0,18.0
2004-04-20,79.0,20.0
2004-04-21,78.0,19.0
2004-04-22,65.0,24.0
2004-04-23,67.0,21.0
2004-04-24,79.0,25.0
2004-04-25,79.0,23.0
2004-04-26,77.0,23.0
2004-04-27,73.0,24.0
2004-04-28,80.0,26.0
2004-04-29,67.0,35.0
2004-04-30,61.0,43.0
2004-05-01,78.0,34.0
2004-05-02,76.0,30.0
2004-05-03,80.0,28.0
2004-05-04,70.0,25.0
2004-05-05,67.0,25.0
2004-05-06,69.0,23.0
2004-05-07,78.0,24.0
2004-05-08,69.0,25.0
2004-05-09,75.0,30.0
2004-05-10,71.0,22.0
2004-05-11,74.0,20.0
2004-05-12,69.0,21.0
2004-05-13,66.0,17.0
2004-05-14,73.0,20.0
2004-05-15,72.0,23.0
2004-05-16,83.0,23.0
2004-05-17,77.0,20.0
2004-05-18,73.0,22.0
2004-05-19,66.0,19.0
2004-05-20,69.0,21.0
2004-05-21,77.0,19.0
2004-05-22,81.0,24.0
2004-05-23,95.0,24.0
2004-05-24,77.0,21.0
2004-05-25,76.0,20.0
2004-05-26,74.0,22.0
2004-05-27,71.0,21.0
2004-05-28,63.0,19.0
2004-05-29,79.0,25.0
2004-05-30,80.0,21.0
2004-05-31,86.0,24.0
2004-06-01,77.0,18.0
2004-06-02,75.0,21.0
2004-06-03,78.0,20.0
2004-06-04,73.0,24.0
2004-06-05,77.0,20.0
2004-06-06,93.0,22.0
2004-06-07,76.0,19.0
2004-06-08,81.0,21.0
2004-06-09,73.0,18.0
2004-06-10,78.0,22.0
2004-06-11,72.0,18.0
2004-06-12,74.0,20.0
2004-06-13,91.0,23.0
2004-06-14,86.0,16.0
2004-06-15,78.0,24.0
2004-06-16,81.0,23.0
2004-06-17,75.0,19.0
2004-06-18,75.0,21.0
2004-06-19,83.0,16.0
2004-06-20,82.0,25.0
2004-06-21,87.0,19.0
2004-06-22,83.0,20.0
2004-06-23,74.0,22.0
2004-06-24,76.0,22.0
2004-06-25,75.0,22.0
2004-06-26,76.0,23.0
2004-06-27,87.0,19.0
2004-06-28,81.0,20.0
2004-06-29,75.0,19.0
2004-06-30,79.0,19.0
2004-07-01,72.0,20.0
2004-07-02,80.0,23.0
2004-07-03,88.0,25.0
2004-07-04,82.0,23.0
2004-07-05,98.0,22.0
2004-07-06,84.0,20.0
2004-07-07,80.0,18.0
2004-07-08,82.0,16.0
2004-07-09,78.0,19.0
2004-07-10,83.0,22.0
2004-07-11,81.0,26.0
2004-07-12,86.0,21.0
2004-07-13,84.0,20.0
2004-07-14,88.0,31.0
2004-07-15,80.0,18.0
2004-07-16,75.0,21.0
2004-07-17,91.0,24.0
2004-07-18,89.0,24.0
2004-07-19,87.0,20.0
2004-07-20,73.0,23.0
2004-07-21,84.0,20.0
2004-07-22,81.0,26.0
2004-07-23,86.0,21.0
2004-07-24,96.0,23.0
2004-07-25,95.0,17.0
2004-07-26,93.0,25.0
2004-07-27,84.0,25.0
2004-07-28,79.0,20.0
2004-07-29,79.0,20.0
2004-07-30,75.0,20.0
2004-07-31,92.0,29.0
2004-08-01,100.0,26.0
2004-08-02,88.0,21.0
2004-08-03,87.0,16.0
2004-08-04,80.0,17.0
2004-08-05,83.0,19.0
2004-08-06,82.0,22.0
2004-08-07,82.0,19.0
2004-08-08,93.0,24.0
2004-08-09,87.0,20.0
2004-08-10,75.0,21.0
2004-08-11,79.0,23.0
2004-08-12,74.0,23.0
2004-08-13,71.0,30.0
2004-08-14,78.0,33.0
2004-08-15,92.0,30.0
2004-08-16,82.0,25.0
